fundulus_heteroclitus ENSFHEG00000006631
kryptolebias_marmoratus ENSKMAG00000019489
oryzias_latipes_asm223469v1 ENSORLG00015020707
oryzias_latipes ENSORLG00020007360
oryzias_latipes ENSORLG00000022895
oryzias_melastigma ENSOMEG00000018215
oryzias_melastigma ENSOMEG00000023613
astatotilapia_calliptera ENSACLG00000003601
maylandia_zebra ENSMZEG00005022646
haplochromis_burtoni ENSHBUG00000002319
pundamilia_nyererei ENSPNYG00000009954
neolamprologus_brichardi ENSNBRG00000016971
amphilophus_citrinellus ENSACIG00000011667
amphiprion_percula ENSAPEG00000017601
amphiprion_percula ENSAPEG00000017612
amphiprion_ocellaris ENSAOCG00000022969
acanthochromis_polyacanthus ENSAPOG00000023075
stegastes_partitus ENSSPAG00000012171
mola_mola ENSMMOG00000020569
takifugu_rubripes ENSTRUG00000022767
labrus_bergylta ENSLBEG00000022620
scophthalmus_maximus ENSSMAG00000006713
cynoglossus_semilaevis ENSCSEG00000017353
seriola_lalandi_dorsalis ENSSLDG00000008927
seriola_dumerili ENSSDUG00000017870
monopterus_albus ENSMALG00000004820
anabas_testudineus ENSATEG00000002581
gasterosteus_aculeatus ENSGACG00000008501
periophthalmus_magnuspinnatus ENSPMGG00000000212
hippocampus_comes ENSHCOG00000013789
hippocampus_comes ENSHCOG00000013781
mastacembelus_armatus ENSMAMG00000000827
poecilia_mexicana ENSPMEG00000023504
poecilia_formosa ENSPFOG00000013682
poecilia_formosa ENSPFOG00000013699
poecilia_latipinna ENSPLAG00000023625
poecilia_mexicana ENSPMEG00000015121
poecilia_reticulata ENSPREG00000009609
gambusia_affinis ENSGAFG00000018240
xiphophorus_maculatus ENSXMAG00000009128
xiphophorus_couchianus ENSXCOG00000016732
cyprinodon_variegatus ENSCVAG00000022732
gadus_morhua ENSGMOG00000015667
esox_lucius ENSELUG00000019314
astyanax_mexicanus ENSAMXG00000041091
pygocentrus_nattereri ENSPNAG00000016619
ictalurus_punctatus ENSIPUG00000012520
danio_rerio ENSDARG00000037895
paramormyrops_kingsleyae ENSPKIG00000000544
scleropages_formosus ENSSFOG00015004793
scleropages_formosus ENSSFOG00015022711
paramormyrops_kingsleyae ENSPKIG00000019400
lepisosteus_oculatus ENSLOCG00000012382
latimeria_chalumnae ENSLACG00000005454
latimeria_chalumnae ENSLACG00000005969
anolis_carolinensis ENSACAG00000014409
pogona_vitticeps ENSPVIG00000001214
notechis_scutatus ENSNSUG00000017191
salvator_merianae ENSSMRG00000016610
sphenodon_punctatus ENSSPUG00000005530
taeniopygia_guttata ENSTGUG00000002774
lonchura_striata_domestica ENSLSDG00000006604
manacus_vitellinus ENSMVIG00005013046
lepidothrix_coronata ENSLCOG00000012312
serinus_canaria ENSSCAG00000006645
zonotrichia_albicollis ENSZALG00000004970
parus_major ENSPMJG00000001880
cyanistes_caeruleus ENSCCEG00000002978
ficedula_albicollis ENSFALG00000000719
anser_brachyrhynchus ENSABRG00000012970
anas_platyrhynchos_platyrhynchos ENSAPLG00000015253
meleagris_gallopavo ENSMGAG00000004095
coturnix_japonica ENSCJPG00005005343
gallus_gallus ENSGALG00000024449
numida_meleagris ENSNMEG00000007484
calidris_pygmaea ENSCPGG00000001213
calidris_pygmaea ENSCPGG00000011282
calidris_pugnax ENSCPUG00000014429
apteryx_rowi ENSARWG00000014255
apteryx_owenii ENSAOWG00000007168
nothoprocta_perdicaria ENSNPEG00000002493
crocodylus_porosus ENSCPRG00005008141
chelonoidis_abingdonii ENSCABG00000000351
gopherus_agassizii ENSGAGG00000005685
chrysemys_picta_bellii ENSCPBG00000016506
pelodiscus_sinensis ENSPSIG00000004357
homo_sapiens ENSG00000131477
gorilla_gorilla ENSGGOG00000003437
pan_troglodytes ENSPTRG00000009219
pan_paniscus ENSPPAG00000038060
pongo_abelii ENSPPYG00000008378
nomascus_leucogenys ENSNLEG00000011795
rhinopithecus_bieti ENSRBIG00000040689
rhinopithecus_roxellana ENSRROG00000044228
piliocolobus_tephrosceles ENSPTEG00000018376
macaca_fascicularis ENSMFAG00000039009
macaca_mulatta ENSMMUG00000002150
macaca_nemestrina ENSMNEG00000033822
cercocebus_atys ENSCATG00000030125
theropithecus_gelada ENSTGEG00000010928
papio_anubis ENSPANG00000035532
chlorocebus_sabaeus ENSCSAG00000003335
mandrillus_leucophaeus ENSMLEG00000037831
colobus_angolensis_palliatus ENSCANG00000040456
cebus_capucinus ENSCCAG00000028784
callithrix_jacchus ENSCJAG00000013296
saimiri_boliviensis_boliviensis ENSSBOG00000030073
aotus_nancymaae ENSANAG00000038309
carlito_syrichta ENSTSYG00000028404
propithecus_coquereli ENSPCOG00000021480
prolemur_simus ENSPSMG00000006727
microcebus_murinus ENSMICG00000028500
canis_lupus_dingo ENSCAFG00020013109
canis_lupus_familiaris ENSCAFG00000014984
canis_lupus_familiaris ENSCAFG00000014799
vulpes_vulpes ENSVVUG00000023856
mustela_putorius_furo ENSMPUG00000010135
neovison_vison ENSNVIG00000013365
ailuropoda_melanoleuca ENSAMEG00000006821
ursus_americanus ENSUAMG00000013147
panthera_tigris_altaica ENSPTIG00000011780
panthera_pardus ENSPPRG00000006488
felis_catus ENSFCAG00000009203
myotis_lucifugus ENSMLUG00000024598
equus_caballus ENSECAG00000007412
equus_asinus_asinus ENSEASG00005010035
pteropus_vampyrus ENSPVAG00000008800
ovis_aries ENSOARG00000003452
capra_hircus ENSCHIG00000009603
bos_taurus ENSBTAG00000019903
bos_mutus ENSBMUG00000015457
bison_bison_bison ENSBBBG00000011328
tursiops_truncatus ENSTTRG00000011696
sus_scrofa ENSSSCG00000017389
vicugna_pacos ENSVPAG00000003795
oryctolagus_cuniculus ENSOCUG00000023670
ochotona_princeps ENSOPRG00000010255
castor_canadensis ENSCCNG00000026995
dipodomys_ordii ENSDORG00000027443
mus_musculus ENSMUSG00000001240
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018048
mus_spicilegus ENSMSIG00000006478
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017205
mus_pahari MGP_PahariEiJ_G0018335
rattus_norvegicus ENSRNOG00000020415
meriones_unguiculatus ENSMUGG00000023212
peromyscus_maniculatus_bairdii ENSPEMG00000017016
microtus_ochrogaster ENSMOCG00000014445
cricetulus_griseus_crigri-picr ENSCGRG00015000626
cricetulus_griseus_chok1gshd ENSCGRG00001006427
cricetulus_griseus_crigri ENSCGRG00000007997
mesocricetus_auratus ENSMAUG00000011606
nannospalax_galili ENSNGAG00000016874
jaculus_jaculus ENSJJAG00000021892
urocitellus_parryii ENSUPAG00010010079
ictidomys_tridecemlineatus ENSSTOG00000034445
marmota_marmota_marmota ENSMMMG00000005184
spermophilus_dauricus ENSSDAG00000010153
tupaia_belangeri ENSTBEG00000017001
erinaceus_europaeus ENSEEUG00000001926
sorex_araneus ENSSARG00000001548
choloepus_hoffmanni ENSCHOG00000003045
dasypus_novemcinctus ENSDNOG00000036920
loxodonta_africana ENSLAFG00000025820
procavia_capensis ENSPCAG00000013733
fukomys_damarensis ENSFDAG00000006808
fukomys_damarensis ENSFDAG00000016142
heterocephalus_glaber_female ENSHGLG00000009742
chinchilla_lanigera ENSCLAG00000015276
octodon_degus ENSODEG00000017963
cavia_porcellus ENSCPOG00000034336
cavia_aperea ENSCAPG00000012472
monodelphis_domestica ENSMODG00000015038
sarcophilus_harrisii ENSSHAG00000013099
