monopterus_albus ENSMALG00000017762
mastacembelus_armatus ENSMAMG00000006317
anabas_testudineus ENSATEG00000009612
scophthalmus_maximus ENSSMAG00000003237
cynoglossus_semilaevis ENSCSEG00000013693
seriola_lalandi_dorsalis ENSSLDG00000017450
seriola_dumerili ENSSDUG00000002863
astatotilapia_calliptera ENSACLG00000019985
pundamilia_nyererei ENSPNYG00000005765
haplochromis_burtoni ENSHBUG00000022901
neolamprologus_brichardi ENSNBRG00000016839
oreochromis_niloticus ENSONIG00000001707
amphilophus_citrinellus ENSACIG00000012560
amphiprion_ocellaris ENSAOCG00000004282
amphiprion_percula ENSAPEG00000006115
acanthochromis_polyacanthus ENSAPOG00000014489
stegastes_partitus ENSSPAG00000021565
xiphophorus_maculatus ENSXMAG00000021823
gambusia_affinis ENSGAFG00000013566
cyprinodon_variegatus ENSCVAG00000020451
kryptolebias_marmoratus ENSKMAG00000022094
oryzias_melastigma ENSOMEG00000013807
oryzias_melastigma ENSOMEG00000012479
oryzias_latipes ENSORLG00020021608
oryzias_latipes_asm223469v1 ENSORLG00015018918
oryzias_latipes ENSORLG00000022882
labrus_bergylta ENSLBEG00000003832
takifugu_rubripes ENSTRUG00000020761
hippocampus_comes ENSHCOG00000019147
periophthalmus_magnuspinnatus ENSPMGG00000012859
pygocentrus_nattereri ENSPNAG00000029155
astyanax_mexicanus ENSAMXG00000032836
danio_rerio ENSDARG00000098149
paramormyrops_kingsleyae ENSPKIG00000006724
lepisosteus_oculatus ENSLOCG00000005045
