mastacembelus_armatus ENSMAMG00000010052
oryzias_melastigma ENSOMEG00000002381
takifugu_rubripes ENSTRUG00000000617
kryptolebias_marmoratus ENSKMAG00000008694
kryptolebias_marmoratus ENSKMAG00000008670
cyprinodon_variegatus ENSCVAG00000002840
cyprinodon_variegatus ENSCVAG00000002834
poecilia_mexicana ENSPMEG00000005661
poecilia_latipinna ENSPLAG00000002915
gambusia_affinis ENSGAFG00000017082
fundulus_heteroclitus ENSFHEG00000021226
pundamilia_nyererei ENSPNYG00000023666
takifugu_rubripes ENSTRUG00000025064
poecilia_formosa ENSPFOG00000000961
poecilia_formosa ENSPFOG00000007187
poecilia_reticulata ENSPREG00000022185
gambusia_affinis ENSGAFG00000017089
xiphophorus_maculatus ENSXMAG00000029339
maylandia_zebra ENSMZEG00005018307
haplochromis_burtoni ENSHBUG00000017881
astatotilapia_calliptera ENSACLG00000010181
oreochromis_niloticus ENSONIG00000008300
amphilophus_citrinellus ENSACIG00000023843
neolamprologus_brichardi ENSNBRG00000009325
neolamprologus_brichardi ENSNBRG00000023547
pundamilia_nyererei ENSPNYG00000023719
xiphophorus_couchianus ENSXCOG00000017706
gambusia_affinis ENSGAFG00000017085
poecilia_latipinna ENSPLAG00000019373
labrus_bergylta ENSLBEG00000002087
cynoglossus_semilaevis ENSCSEG00000008675
periophthalmus_magnuspinnatus ENSPMGG00000013192
labrus_bergylta ENSLBEG00000018296
labrus_bergylta ENSLBEG00000002047
mola_mola ENSMMOG00000015460
gasterosteus_aculeatus ENSGACG00000014226
anabas_testudineus ENSATEG00000010871
hippocampus_comes ENSHCOG00000000258
amphiprion_percula ENSAPEG00000002340
amphiprion_ocellaris ENSAOCG00000001252
acanthochromis_polyacanthus ENSAPOG00000024000
stegastes_partitus ENSSPAG00000009569
seriola_dumerili ENSSDUG00000011558
seriola_lalandi_dorsalis ENSSLDG00000012863
scophthalmus_maximus ENSSMAG00000013827
gadus_morhua ENSGMOG00000012783
esox_lucius ENSELUG00000023173
pygocentrus_nattereri ENSPNAG00000013418
astyanax_mexicanus ENSAMXG00000020576
ictalurus_punctatus ENSIPUG00000023708
danio_rerio ENSDARG00000005315
paramormyrops_kingsleyae ENSPKIG00000012324
scleropages_formosus ENSSFOG00015019353
lepisosteus_oculatus ENSLOCG00000005966
phascolarctos_cinereus ENSPCIG00000022947
notamacropus_eugenii ENSMEUG00000007763
sarcophilus_harrisii ENSSHAG00000017438
monodelphis_domestica ENSMODG00000019913
loxodonta_africana ENSLAFG00000003484
procavia_capensis ENSPCAG00000002631
echinops_telfairi ENSETEG00000004507
castor_canadensis ENSCCNG00000020941
dipodomys_ordii ENSDORG00000013721
cricetulus_griseus_crigri-picr ENSCGRG00015022080
cricetulus_griseus_chok1gshd ENSCGRG00001011274
cricetulus_griseus_crigri ENSCGRG00000015357
mesocricetus_auratus ENSMAUG00000009468
microtus_ochrogaster ENSMOCG00000012633
peromyscus_maniculatus_bairdii ENSPEMG00000015644
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024859
mus_spicilegus ENSMSIG00000027572
mus_musculus ENSMUSG00000005506
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023949
mus_pahari MGP_PahariEiJ_G0025385
rattus_norvegicus ENSRNOG00000010379
meriones_unguiculatus ENSMUGG00000014377
nannospalax_galili ENSNGAG00000017390
jaculus_jaculus ENSJJAG00000020280
spermophilus_dauricus ENSSDAG00000007461
ictidomys_tridecemlineatus ENSSTOG00000000613
urocitellus_parryii ENSUPAG00010013973
marmota_marmota_marmota ENSMMMG00000015346
chinchilla_lanigera ENSCLAG00000011791
octodon_degus ENSODEG00000015204
cavia_porcellus ENSCPOG00000036381
cavia_aperea ENSCAPG00000006787
heterocephalus_glaber_male ENSHGLG00100013863
heterocephalus_glaber_female ENSHGLG00000006909
heterocephalus_glaber_male ENSHGLG00100017423
heterocephalus_glaber_female ENSHGLG00000019214
fukomys_damarensis ENSFDAG00000008517
pan_paniscus ENSPPAG00000033870
pan_troglodytes ENSPTRG00000052299
homo_sapiens ENSG00000149187
gorilla_gorilla ENSGGOG00000004106
pongo_abelii ENSPPYG00000003302
nomascus_leucogenys ENSNLEG00000014638
macaca_mulatta ENSMMUG00000011657
macaca_nemestrina ENSMNEG00000022558
macaca_fascicularis ENSMFAG00000003505
cercocebus_atys ENSCATG00000040143
mandrillus_leucophaeus ENSMLEG00000040834
theropithecus_gelada ENSTGEG00000024717
papio_anubis ENSPANG00000021676
chlorocebus_sabaeus ENSCSAG00000005786
rhinopithecus_roxellana ENSRROG00000032588
rhinopithecus_bieti ENSRBIG00000042406
piliocolobus_tephrosceles ENSPTEG00000035124
colobus_angolensis_palliatus ENSCANG00000032689
cebus_capucinus ENSCCAG00000033487
saimiri_boliviensis_boliviensis ENSSBOG00000021912
callithrix_jacchus ENSCJAG00000020133
aotus_nancymaae ENSANAG00000031770
carlito_syrichta ENSTSYG00000003866
microcebus_murinus ENSMICG00000045113
propithecus_coquereli ENSPCOG00000021865
prolemur_simus ENSPSMG00000020100
otolemur_garnettii ENSOGAG00000011600
oryctolagus_cuniculus ENSOCUG00000001311
ochotona_princeps ENSOPRG00000003239
tupaia_belangeri ENSTBEG00000005140
dasypus_novemcinctus ENSDNOG00000009523
ursus_americanus ENSUAMG00000000223
ursus_maritimus ENSUMAG00000009218
ailuropoda_melanoleuca ENSAMEG00000007596
mustela_putorius_furo ENSMPUG00000003960
neovison_vison ENSNVIG00000010227
canis_lupus_dingo ENSCAFG00020025487
canis_lupus_familiaris ENSCAFG00000008452
vulpes_vulpes ENSVVUG00000023439
panthera_tigris_altaica ENSPTIG00000003974
panthera_pardus ENSPPRG00000002376
felis_catus ENSFCAG00000002535
equus_caballus ENSECAG00000007741
equus_asinus_asinus ENSEASG00005010831
pteropus_vampyrus ENSPVAG00000007340
myotis_lucifugus ENSMLUG00000016631
vicugna_pacos ENSVPAG00000000336
sus_scrofa ENSSSCG00000013233
bos_taurus ENSBTAG00000002520
bos_mutus ENSBMUG00000024594
bison_bison_bison ENSBBBG00000012337
ovis_aries ENSOARG00000006924
capra_hircus ENSCHIG00000024582
tursiops_truncatus ENSTTRG00000014157
erinaceus_europaeus ENSEEUG00000009782
