pan_troglodytes ENSPTRG00000034140
pan_paniscus ENSPPAG00000037552
homo_sapiens ENSG00000213658
gorilla_gorilla ENSGGOG00000001966
pongo_abelii ENSPPYG00000007220
nomascus_leucogenys ENSNLEG00000011477
rhinopithecus_roxellana ENSRROG00000028373
rhinopithecus_bieti ENSRBIG00000043743
colobus_angolensis_palliatus ENSCANG00000043145
piliocolobus_tephrosceles ENSPTEG00000021145
macaca_nemestrina ENSMNEG00000035112
macaca_mulatta ENSMMUG00000043332
macaca_fascicularis ENSMFAG00000034107
cercocebus_atys ENSCATG00000034540
mandrillus_leucophaeus ENSMLEG00000041849
chlorocebus_sabaeus ENSCSAG00000006374
papio_anubis ENSPANG00000017105
theropithecus_gelada ENSTGEG00000017111
saimiri_boliviensis_boliviensis ENSSBOG00000009888
callithrix_jacchus ENSCJAG00000033767
cebus_capucinus ENSCCAG00000029693
aotus_nancymaae ENSANAG00000022885
carlito_syrichta ENSTSYG00000026423
propithecus_coquereli ENSPCOG00000019068
prolemur_simus ENSPSMG00000022626
microcebus_murinus ENSMICG00000043017
otolemur_garnettii ENSOGAG00000032303
castor_canadensis ENSCCNG00000002129
dipodomys_ordii ENSDORG00000015973
cricetulus_griseus_crigri ENSCGRG00000001506
cricetulus_griseus_chok1gshd ENSCGRG00001018116
cricetulus_griseus_crigri-picr ENSCGRG00015026033
mesocricetus_auratus ENSMAUG00000011996
peromyscus_maniculatus_bairdii ENSPEMG00000009303
microtus_ochrogaster ENSMOCG00000007141
mus_musculus ENSMUSG00000030742
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031555
mus_spicilegus ENSMSIG00000017049
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030441
mus_pahari MGP_PahariEiJ_G0013651
rattus_norvegicus ENSRNOG00000017429
meriones_unguiculatus ENSMUGG00000011277
nannospalax_galili ENSNGAG00000012134
jaculus_jaculus ENSJJAG00000020162
chinchilla_lanigera ENSCLAG00000011417
octodon_degus ENSODEG00000013595
cavia_porcellus ENSCPOG00000023304
cavia_aperea ENSCAPG00000017487
heterocephalus_glaber_female ENSHGLG00000012819
heterocephalus_glaber_male ENSHGLG00100001507
urocitellus_parryii ENSUPAG00010011382
ictidomys_tridecemlineatus ENSSTOG00000031992
marmota_marmota_marmota ENSMMMG00000023578
oryctolagus_cuniculus ENSOCUG00000025590
ochotona_princeps ENSOPRG00000018374
pteropus_vampyrus ENSPVAG00000003977
myotis_lucifugus ENSMLUG00000024673
equus_caballus ENSECAG00000021184
equus_asinus_asinus ENSEASG00005017287
ovis_aries ENSOARG00000001158
capra_hircus ENSCHIG00000025007
bos_mutus ENSBMUG00000001824
bos_taurus ENSBTAG00000021249
bison_bison_bison ENSBBBG00000004857
tursiops_truncatus ENSTTRG00000007921
sus_scrofa ENSSSCG00000007811
mustela_putorius_furo ENSMPUG00000012888
neovison_vison ENSNVIG00000005616
canis_lupus_dingo ENSCAFG00020011822
canis_lupus_familiaris ENSCAFG00000017333
vulpes_vulpes ENSVVUG00000024156
ailuropoda_melanoleuca ENSAMEG00000015743
ursus_maritimus ENSUMAG00000007419
panthera_pardus ENSPPRG00000000687
felis_catus ENSFCAG00000018238
panthera_tigris_altaica ENSPTIG00000012280
loxodonta_africana ENSLAFG00000029199
procavia_capensis ENSPCAG00000015946
dasypus_novemcinctus ENSDNOG00000040555
monodelphis_domestica ENSMODG00000015521
phascolarctos_cinereus ENSPCIG00000033738
sarcophilus_harrisii ENSSHAG00000012688
