lonchura_striata_domestica ENSLSDG00000015928
taeniopygia_guttata ENSTGUG00000017411
parus_major ENSPMJG00000013274
serinus_canaria ENSSCAG00000016085
zonotrichia_albicollis ENSZALG00000008054
manacus_vitellinus ENSMVIG00005007785
ficedula_albicollis ENSFALG00000002755
cyanistes_caeruleus ENSCCEG00000007964
melopsittacus_undulatus ENSMUNG00000006039
pogona_vitticeps ENSPVIG00000020295
anolis_carolinensis ENSACAG00000021104
notechis_scutatus ENSNSUG00000007999
salvator_merianae ENSSMRG00000011855
pteropus_vampyrus ENSPVAG00000010321
ornithorhynchus_anatinus ENSOANG00000031392
chinchilla_lanigera ENSCLAG00000013305
octodon_degus ENSODEG00000010128
cavia_porcellus ENSCPOG00000004868
cavia_aperea ENSCAPG00000008822
heterocephalus_glaber_male ENSHGLG00100018695
heterocephalus_glaber_female ENSHGLG00000009903
heterocephalus_glaber_female ENSHGLG00000015630
heterocephalus_glaber_male ENSHGLG00100009014
heterocephalus_glaber_female ENSHGLG00000019024
heterocephalus_glaber_male ENSHGLG00100009578
fukomys_damarensis ENSFDAG00000008671
jaculus_jaculus ENSJJAG00000023411
ursus_americanus ENSUAMG00000013852
ursus_maritimus ENSUMAG00000018455
ailuropoda_melanoleuca ENSAMEG00000000040
mustela_putorius_furo ENSMPUG00000005245
neovison_vison ENSNVIG00000020272
canis_lupus_dingo ENSCAFG00020006481
canis_lupus_familiaris ENSCAFG00000016911
vulpes_vulpes ENSVVUG00000005671
panthera_pardus ENSPPRG00000000399
panthera_tigris_altaica ENSPTIG00000007045
felis_catus ENSFCAG00000044860
felis_catus ENSFCAG00000037260
myotis_lucifugus ENSMLUG00000009935
otolemur_garnettii ENSOGAG00000002260
otolemur_garnettii ENSOGAG00000027538
castor_canadensis ENSCCNG00000014860
dipodomys_ordii ENSDORG00000014601
mus_spicilegus ENSMSIG00000028448
mus_musculus ENSMUSG00000028057
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026121
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025178
mus_pahari MGP_PahariEiJ_G0026622
rattus_norvegicus ENSRNOG00000020232
meriones_unguiculatus ENSMUGG00000008921
peromyscus_maniculatus_bairdii ENSPEMG00000030433
microtus_ochrogaster ENSMOCG00000021127
cricetulus_griseus_crigri-picr ENSCGRG00015000832
cricetulus_griseus_chok1gshd ENSCGRG00001004542
cricetulus_griseus_crigri ENSCGRG00000003082
mesocricetus_auratus ENSMAUG00000000572
nannospalax_galili ENSNGAG00000013104
urocitellus_parryii ENSUPAG00010003055
marmota_marmota_marmota ENSMMMG00000014145
ictidomys_tridecemlineatus ENSSTOG00000021028
spermophilus_dauricus ENSSDAG00000023445
urocitellus_parryii ENSUPAG00010004299
marmota_marmota_marmota ENSMMMG00000007554
spermophilus_dauricus ENSSDAG00000012732
pan_troglodytes ENSPTRG00000001437
pan_paniscus ENSPPAG00000043026
gorilla_gorilla ENSGGOG00000001461
homo_sapiens ENSG00000143622
pongo_abelii ENSPPYG00000000737
nomascus_leucogenys ENSNLEG00000012228
papio_anubis ENSPANG00000035332
theropithecus_gelada ENSTGEG00000000080
mandrillus_leucophaeus ENSMLEG00000030499
macaca_fascicularis ENSMFAG00000039902
macaca_nemestrina ENSMNEG00000039545
chlorocebus_sabaeus ENSCSAG00000002074
cercocebus_atys ENSCATG00000045033
macaca_mulatta ENSMMUG00000018874
rhinopithecus_bieti ENSRBIG00000041297
rhinopithecus_roxellana ENSRROG00000035955
piliocolobus_tephrosceles ENSPTEG00000010695
colobus_angolensis_palliatus ENSCANG00000034767
cebus_capucinus ENSCCAG00000037656
saimiri_boliviensis_boliviensis ENSSBOG00000023350
callithrix_jacchus ENSCJAG00000042634
aotus_nancymaae ENSANAG00000033671
carlito_syrichta ENSTSYG00000029872
prolemur_simus ENSPSMG00000008879
microcebus_murinus ENSMICG00000044667
propithecus_coquereli ENSPCOG00000027211
tursiops_truncatus ENSTTRG00000013338
sus_scrofa ENSSSCG00000023991
bos_taurus ENSBTAG00000000105
bos_mutus ENSBMUG00000013671
bison_bison_bison ENSBBBG00000015315
ovis_aries ENSOARG00000004885
