petromyzon_marinus ENSPMAG00000003442
eptatretus_burgeri ENSEBUG00000013946
eptatretus_burgeri ENSEBUG00000016718
pygocentrus_nattereri ENSPNAG00000018138
astyanax_mexicanus ENSAMXG00000003267
ictalurus_punctatus ENSIPUG00000024364
danio_rerio ENSDARG00000012341
xiphophorus_maculatus ENSXMAG00000016015
xiphophorus_couchianus ENSXCOG00000011373
gambusia_affinis ENSGAFG00000018012
poecilia_latipinna ENSPLAG00000009434
poecilia_latipinna ENSPLAG00000016251
poecilia_formosa ENSPFOG00000011782
poecilia_latipinna ENSPLAG00000020791
poecilia_mexicana ENSPMEG00000017736
poecilia_reticulata ENSPREG00000021911
fundulus_heteroclitus ENSFHEG00000003416
kryptolebias_marmoratus ENSKMAG00000010846
oryzias_latipes ENSORLG00020019880
oryzias_latipes_asm223469v1 ENSORLG00015020027
oryzias_latipes ENSORLG00000019722
oryzias_latipes ENSORLG00020021104
oryzias_melastigma ENSOMEG00000014725
amphiprion_ocellaris ENSAOCG00000011801
amphiprion_percula ENSAPEG00000005095
acanthochromis_polyacanthus ENSAPOG00000006726
tetraodon_nigroviridis ENSTNIG00000006302
takifugu_rubripes ENSTRUG00000002630
mola_mola ENSMMOG00000018805
gasterosteus_aculeatus ENSGACG00000019761
labrus_bergylta ENSLBEG00000001646
scophthalmus_maximus ENSSMAG00000020880
cynoglossus_semilaevis ENSCSEG00000010637
seriola_dumerili ENSSDUG00000001187
seriola_lalandi_dorsalis ENSSLDG00000016758
hippocampus_comes ENSHCOG00000021059
mastacembelus_armatus ENSMAMG00000000620
mastacembelus_armatus ENSMAMG00000013461
mastacembelus_armatus ENSMAMG00000013396
monopterus_albus ENSMALG00000008979
anabas_testudineus ENSATEG00000021071
maylandia_zebra ENSMZEG00005005346
pundamilia_nyererei ENSPNYG00000023471
haplochromis_burtoni ENSHBUG00000006906
astatotilapia_calliptera ENSACLG00000016284
oreochromis_niloticus ENSONIG00000000043
neolamprologus_brichardi ENSNBRG00000004057
amphilophus_citrinellus ENSACIG00000012362
gadus_morhua ENSGMOG00000005292
esox_lucius ENSELUG00000011036
paramormyrops_kingsleyae ENSPKIG00000008922
scleropages_formosus ENSSFOG00015003663
lepisosteus_oculatus ENSLOCG00000015444
nothoprocta_perdicaria ENSNPEG00000010405
nothoprocta_perdicaria ENSNPEG00000010403
apteryx_haastii ENSAHAG00000015650
apteryx_owenii ENSAOWG00000013597
apteryx_rowi ENSARWG00000009679
dromaius_novaehollandiae ENSDNVG00000014444
taeniopygia_guttata ENSTGUG00000009921
lonchura_striata_domestica ENSLSDG00000016404
zonotrichia_albicollis ENSZALG00000002723
zonotrichia_albicollis ENSZALG00000002716
