loxodonta_africana ENSLAFG00000005582
procavia_capensis ENSPCAG00000012726
castor_canadensis ENSCCNG00000000291
dipodomys_ordii ENSDORG00000011671
jaculus_jaculus ENSJJAG00000015630
otolemur_garnettii ENSOGAG00000032255
sorex_araneus ENSSARG00000007855
macaca_mulatta ENSMMUG00000015312
theropithecus_gelada ENSTGEG00000017302
piliocolobus_tephrosceles ENSPTEG00000028623
saimiri_boliviensis_boliviensis ENSSBOG00000020581
cebus_capucinus ENSCCAG00000027350
callithrix_jacchus ENSCJAG00000046918
carlito_syrichta ENSTSYG00000010168
tupaia_belangeri ENSTBEG00000012609
panthera_tigris_altaica ENSPTIG00000008450
felis_catus ENSFCAG00000004890
mustela_putorius_furo ENSMPUG00000004047
tursiops_truncatus ENSTTRG00000012828
neovison_vison ENSNVIG00000008438
canis_lupus_familiaris ENSCAFG00000018179
panthera_pardus ENSPPRG00000007137
bos_taurus ENSBTAG00000019591
bos_mutus ENSBMUG00000001714
ovis_aries ENSOARG00000017688
equus_asinus_asinus ENSEASG00005008187
heterocephalus_glaber_female ENSHGLG00000001936
heterocephalus_glaber_male ENSHGLG00100005617
fukomys_damarensis ENSFDAG00000009488
cavia_porcellus ENSCPOG00000000654
octodon_degus ENSODEG00000012450
chinchilla_lanigera ENSCLAG00000000751
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034643
mus_spicilegus ENSMSIG00000022892
mus_musculus ENSMUSG00000031285
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033472
mus_pahari MGP_PahariEiJ_G0032012
rattus_norvegicus ENSRNOG00000047712
cricetulus_griseus_crigri-picr ENSCGRG00015015989
cricetulus_griseus_crigri ENSCGRG00000013928
cricetulus_griseus_chok1gshd ENSCGRG00001011905
mesocricetus_auratus ENSMAUG00000017484
microtus_ochrogaster ENSMOCG00000016253
peromyscus_maniculatus_bairdii ENSPEMG00000024301
nannospalax_galili ENSNGAG00000001515
oryctolagus_cuniculus ENSOCUG00000007042
pan_troglodytes ENSPTRG00000023473
pan_paniscus ENSPPAG00000035332
gorilla_gorilla ENSGGOG00000038714
nomascus_leucogenys ENSNLEG00000014527
cebus_capucinus ENSCCAG00000028912
macaca_nemestrina ENSMNEG00000030015
macaca_fascicularis ENSMFAG00000003173
mandrillus_leucophaeus ENSMLEG00000001990
papio_anubis ENSPANG00000012934
colobus_angolensis_palliatus ENSCANG00000027700
rhinopithecus_roxellana ENSRROG00000008466
aotus_nancymaae ENSANAG00000036270
pteropus_vampyrus ENSPVAG00000012100
chlorocebus_sabaeus ENSCSAG00000008786
propithecus_coquereli ENSPCOG00000022288
microcebus_murinus ENSMICG00000016597
prolemur_simus ENSPSMG00000025838
equus_caballus ENSECAG00000018449
ursus_americanus ENSUAMG00000008805
ursus_maritimus ENSUMAG00000022953
vulpes_vulpes ENSVVUG00000010785
canis_lupus_dingo ENSCAFG00020005270
homo_sapiens ENSG00000077279
pongo_abelii ENSPPYG00000020636
ictidomys_tridecemlineatus ENSSTOG00000023293
spermophilus_dauricus ENSSDAG00000023141
urocitellus_parryii ENSUPAG00010014168
marmota_marmota_marmota ENSMMMG00000010313
sus_scrofa ENSSSCG00000012585
ailuropoda_melanoleuca ENSAMEG00000012019
sarcophilus_harrisii ENSSHAG00000001659
phascolarctos_cinereus ENSPCIG00000001994
monodelphis_domestica ENSMODG00000005199
ornithorhynchus_anatinus ENSOANG00000021595
notechis_scutatus ENSNSUG00000007995
pogona_vitticeps ENSPVIG00000005587
salvator_merianae ENSSMRG00000012180
anolis_carolinensis ENSACAG00000013260
sphenodon_punctatus ENSSPUG00000013786
chelonoidis_abingdonii ENSCABG00000017307
chrysemys_picta_bellii ENSCPBG00000000272
pelodiscus_sinensis ENSPSIG00000012148
meleagris_gallopavo ENSMGAG00000006394
gallus_gallus ENSGALG00000007993
numida_meleagris ENSNMEG00000020844
coturnix_japonica ENSCJPG00005017213
calidris_pygmaea ENSCPGG00000004572
calidris_pugnax ENSCPUG00000002549
anser_brachyrhynchus ENSABRG00000015645
anas_platyrhynchos_platyrhynchos ENSAPLG00000010331
lepidothrix_coronata ENSLCOG00000004788
manacus_vitellinus ENSMVIG00005006721
melopsittacus_undulatus ENSMUNG00000002768
apteryx_haastii ENSAHAG00000007061
apteryx_owenii ENSAOWG00000012544
apteryx_rowi ENSARWG00000015056
dromaius_novaehollandiae ENSDNVG00000003014
nothoprocta_perdicaria ENSNPEG00000002211
taeniopygia_guttata ENSTGUG00000006180
lonchura_striata_domestica ENSLSDG00000011969
zonotrichia_albicollis ENSZALG00000002681
junco_hyemalis ENSJHYG00000002021
serinus_canaria ENSSCAG00000016293
parus_major ENSPMJG00000012186
cyanistes_caeruleus ENSCCEG00000016947
ficedula_albicollis ENSFALG00000011072
crocodylus_porosus ENSCPRG00005008722
xenopus_tropicalis ENSXETG00000012418
tetraodon_nigroviridis ENSTNIG00000010049
takifugu_rubripes ENSTRUG00000016775
oreochromis_niloticus ENSONIG00000005251
