astyanax_mexicanus ENSAMXG00000038811
amphiprion_percula ENSAPEG00000008872
heterocephalus_glaber_male ENSHGLG00100003643
cricetulus_griseus_crigri-picr ENSCGRG00015011700
urocitellus_parryii ENSUPAG00010016405
marmota_marmota_marmota ENSMMMG00000020215
macaca_nemestrina ENSMNEG00000031627
macaca_fascicularis ENSMFAG00000043647
mandrillus_leucophaeus ENSMLEG00000041181
theropithecus_gelada ENSTGEG00000018251
cercocebus_atys ENSCATG00000041330
colobus_angolensis_palliatus ENSCANG00000040225
theropithecus_gelada ENSTGEG00000028232
macaca_nemestrina ENSMNEG00000044617
mandrillus_leucophaeus ENSMLEG00000032905
piliocolobus_tephrosceles ENSPTEG00000012075
mandrillus_leucophaeus ENSMLEG00000029190
callithrix_jacchus ENSCJAG00000043899
saimiri_boliviensis_boliviensis ENSSBOG00000032128
pan_troglodytes ENSPTRG00000050463
pan_paniscus ENSPPAG00000039090
gorilla_gorilla ENSGGOG00000040988
papio_anubis ENSPANG00000033560
cebus_capucinus ENSCCAG00000029668
saimiri_boliviensis_boliviensis ENSSBOG00000035777
carlito_syrichta ENSTSYG00000027557
prolemur_simus ENSPSMG00000005830
canis_lupus_dingo ENSCAFG00020010361
vulpes_vulpes ENSVVUG00000012341
vulpes_vulpes ENSVVUG00000029912
canis_lupus_dingo ENSCAFG00020016987
vulpes_vulpes ENSVVUG00000014016
vulpes_vulpes ENSVVUG00000020303
vulpes_vulpes ENSVVUG00000020606
canis_lupus_dingo ENSCAFG00020011518
ursus_americanus ENSUAMG00000009761
bison_bison_bison ENSBBBG00000003076
phascolarctos_cinereus ENSPCIG00000012028
