chrysemys_picta_bellii ENSCPBG00000011122
chelonoidis_abingdonii ENSCABG00000013620
pelodiscus_sinensis ENSPSIG00000013409
crocodylus_porosus ENSCPRG00005001111
pogona_vitticeps ENSPVIG00000009869
anolis_carolinensis ENSACAG00000028672
salvator_merianae ENSSMRG00000009355
sphenodon_punctatus ENSSPUG00000000046
calidris_pugnax ENSCPUG00000015970
xenopus_tropicalis ENSXETG00000003913
astyanax_mexicanus ENSAMXG00000006386
pygocentrus_nattereri ENSPNAG00000008519
danio_rerio ENSDARG00000019498
cynoglossus_semilaevis ENSCSEG00000012138
periophthalmus_magnuspinnatus ENSPMGG00000007947
tetraodon_nigroviridis ENSTNIG00000001082
takifugu_rubripes ENSTRUG00000003780
mola_mola ENSMMOG00000000239
gasterosteus_aculeatus ENSGACG00000016441
labrus_bergylta ENSLBEG00000006820
xiphophorus_maculatus ENSXMAG00000017096
xiphophorus_couchianus ENSXCOG00000012539
gambusia_affinis ENSGAFG00000009311
poecilia_latipinna ENSPLAG00000016588
poecilia_formosa ENSPFOG00000016246
poecilia_mexicana ENSPMEG00000015794
poecilia_reticulata ENSPREG00000009207
cyprinodon_variegatus ENSCVAG00000003767
fundulus_heteroclitus ENSFHEG00000012143
kryptolebias_marmoratus ENSKMAG00000017714
oryzias_latipes ENSORLG00000012462
oryzias_latipes_asm223469v1 ENSORLG00015021633
oryzias_latipes ENSORLG00020001752
oryzias_melastigma ENSOMEG00000012950
astatotilapia_calliptera ENSACLG00000013384
maylandia_zebra ENSMZEG00005008861
pundamilia_nyererei ENSPNYG00000019197
haplochromis_burtoni ENSHBUG00000023010
neolamprologus_brichardi ENSNBRG00000000655
oreochromis_niloticus ENSONIG00000002547
amphilophus_citrinellus ENSACIG00000021350
amphiprion_percula ENSAPEG00000001706
amphiprion_ocellaris ENSAOCG00000006288
acanthochromis_polyacanthus ENSAPOG00000007044
stegastes_partitus ENSSPAG00000000456
monopterus_albus ENSMALG00000009206
mastacembelus_armatus ENSMAMG00000020005
anabas_testudineus ENSATEG00000018213
seriola_lalandi_dorsalis ENSSLDG00000003800
seriola_dumerili ENSSDUG00000003893
scophthalmus_maximus ENSSMAG00000007160
hippocampus_comes ENSHCOG00000018766
gadus_morhua ENSGMOG00000017408
esox_lucius ENSELUG00000018508
scleropages_formosus ENSSFOG00015022247
drosophila_melanogaster FBgn0016054
