mastacembelus_armatus ENSMAMG00000008873
monopterus_albus ENSMALG00000015298
anabas_testudineus ENSATEG00000008573
gasterosteus_aculeatus ENSGACG00000020294
seriola_dumerili ENSSDUG00000015790
seriola_lalandi_dorsalis ENSSLDG00000018110
scophthalmus_maximus ENSSMAG00000019342
amphiprion_percula ENSAPEG00000008882
amphiprion_ocellaris ENSAOCG00000005256
acanthochromis_polyacanthus ENSAPOG00000023064
stegastes_partitus ENSSPAG00000008373
maylandia_zebra ENSMZEG00005013807
haplochromis_burtoni ENSHBUG00000001103
pundamilia_nyererei ENSPNYG00000023280
astatotilapia_calliptera ENSACLG00000008530
neolamprologus_brichardi ENSNBRG00000012986
oreochromis_niloticus ENSONIG00000001820
amphilophus_citrinellus ENSACIG00000014404
periophthalmus_magnuspinnatus ENSPMGG00000011683
gadus_morhua ENSGMOG00000017259
esox_lucius ENSELUG00000014662
astyanax_mexicanus ENSAMXG00000017046
pygocentrus_nattereri ENSPNAG00000025168
ictalurus_punctatus ENSIPUG00000010448
scleropages_formosus ENSSFOG00015003653
paramormyrops_kingsleyae ENSPKIG00000008348
lepisosteus_oculatus ENSLOCG00000013751
pogona_vitticeps ENSPVIG00000005503
anolis_carolinensis ENSACAG00000011962
salvator_merianae ENSSMRG00000012234
sphenodon_punctatus ENSSPUG00000000508
apteryx_owenii ENSAOWG00000001032
apteryx_rowi ENSARWG00000007028
apteryx_haastii ENSAHAG00000013394
dromaius_novaehollandiae ENSDNVG00000006704
nothoprocta_perdicaria ENSNPEG00000006865
anser_brachyrhynchus ENSABRG00000015068
anas_platyrhynchos_platyrhynchos ENSAPLG00000014694
gallus_gallus ENSGALG00000008290
meleagris_gallopavo ENSMGAG00000006860
coturnix_japonica ENSCJPG00005017228
numida_meleagris ENSNMEG00000020920
lepidothrix_coronata ENSLCOG00000015468
manacus_vitellinus ENSMVIG00005005573
cyanistes_caeruleus ENSCCEG00000021055
parus_major ENSPMJG00000011408
ficedula_albicollis ENSFALG00000000195
lonchura_striata_domestica ENSLSDG00000001037
taeniopygia_guttata ENSTGUG00000004066
serinus_canaria ENSSCAG00000016733
zonotrichia_albicollis ENSZALG00000000243
junco_hyemalis ENSJHYG00000013214
calidris_pygmaea ENSCPGG00000004985
calidris_pugnax ENSCPUG00000002164
melopsittacus_undulatus ENSMUNG00000013815
crocodylus_porosus ENSCPRG00005008942
chelonoidis_abingdonii ENSCABG00000019993
gopherus_agassizii ENSGAGG00000017079
chrysemys_picta_bellii ENSCPBG00000001010
pelodiscus_sinensis ENSPSIG00000009404
monodelphis_domestica ENSMODG00000027596
notamacropus_eugenii ENSMEUG00000010604
sarcophilus_harrisii ENSSHAG00000013482
peromyscus_maniculatus_bairdii ENSPEMG00000000042
microtus_ochrogaster ENSMOCG00000012286
cricetulus_griseus_crigri ENSCGRG00000001974
cricetulus_griseus_crigri-picr ENSCGRG00015016842
cricetulus_griseus_chok1gshd ENSCGRG00001006728
mesocricetus_auratus ENSMAUG00000007886
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034625
mus_spicilegus ENSMSIG00000025721
mus_musculus ENSMUSG00000031430
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033455
mus_pahari MGP_PahariEiJ_G0031994
rattus_norvegicus ENSRNOG00000054219
meriones_unguiculatus ENSMUGG00000025440
nannospalax_galili ENSNGAG00000023073
jaculus_jaculus ENSJJAG00000023660
marmota_marmota_marmota ENSMMMG00000011259
spermophilus_dauricus ENSSDAG00000002675
ictidomys_tridecemlineatus ENSSTOG00000003778
urocitellus_parryii ENSUPAG00010013086
castor_canadensis ENSCCNG00000025222
dipodomys_ordii ENSDORG00000001339
chinchilla_lanigera ENSCLAG00000001121
cavia_porcellus ENSCPOG00000001934
heterocephalus_glaber_male ENSHGLG00100005168
heterocephalus_glaber_female ENSHGLG00000003461
fukomys_damarensis ENSFDAG00000013610
octodon_degus ENSODEG00000002467
oryctolagus_cuniculus ENSOCUG00000010826
pan_troglodytes ENSPTRG00000022168
pan_paniscus ENSPPAG00000034532
homo_sapiens ENSG00000101842
gorilla_gorilla ENSGGOG00000010576
pongo_abelii ENSPPYG00000020617
nomascus_leucogenys ENSNLEG00000013989
macaca_nemestrina ENSMNEG00000018906
macaca_mulatta ENSMMUG00000007189
macaca_fascicularis ENSMFAG00000028316
theropithecus_gelada ENSTGEG00000014942
papio_anubis ENSPANG00000010093
cercocebus_atys ENSCATG00000015902
mandrillus_leucophaeus ENSMLEG00000040222
rhinopithecus_bieti ENSRBIG00000035791
colobus_angolensis_palliatus ENSCANG00000017247
rhinopithecus_roxellana ENSRROG00000040797
piliocolobus_tephrosceles ENSPTEG00000030658
chlorocebus_sabaeus ENSCSAG00000009001
cebus_capucinus ENSCCAG00000026827
callithrix_jacchus ENSCJAG00000007781
saimiri_boliviensis_boliviensis ENSSBOG00000028135
aotus_nancymaae ENSANAG00000025521
carlito_syrichta ENSTSYG00000009919
microcebus_murinus ENSMICG00000002054
prolemur_simus ENSPSMG00000022427
propithecus_coquereli ENSPCOG00000022983
otolemur_garnettii ENSOGAG00000006414
tupaia_belangeri ENSTBEG00000013978
bos_mutus ENSBMUG00000020580
bos_taurus ENSBTAG00000007859
capra_hircus ENSCHIG00000013415
ovis_aries ENSOARG00000018478
tursiops_truncatus ENSTTRG00000010025
vicugna_pacos ENSVPAG00000009596
equus_caballus ENSECAG00000018968
equus_asinus_asinus ENSEASG00005019778
erinaceus_europaeus ENSEEUG00000003762
sorex_araneus ENSSARG00000002022
pteropus_vampyrus ENSPVAG00000009490
myotis_lucifugus ENSMLUG00000014529
ursus_americanus ENSUAMG00000015979
ursus_maritimus ENSUMAG00000010593
ailuropoda_melanoleuca ENSAMEG00000002874
neovison_vison ENSNVIG00000019498
mustela_putorius_furo ENSMPUG00000003870
canis_lupus_familiaris ENSCAFG00000018004
canis_lupus_dingo ENSCAFG00020006646
vulpes_vulpes ENSVVUG00000009976
panthera_pardus ENSPPRG00000002007
panthera_tigris_altaica ENSPTIG00000006506
felis_catus ENSFCAG00000028170
loxodonta_africana ENSLAFG00000009175
procavia_capensis ENSPCAG00000014612
echinops_telfairi ENSETEG00000019100
choloepus_hoffmanni ENSCHOG00000013594
dasypus_novemcinctus ENSDNOG00000036178
xenopus_tropicalis ENSXETG00000012851
latimeria_chalumnae ENSLACG00000012909
