ursus_maritimus ENSUMAG00000022916
bison_bison_bison ENSBBBG00000021307
propithecus_coquereli ENSPCOG00000014005
melopsittacus_undulatus ENSMUNG00000010400
manacus_vitellinus ENSMVIG00005006903
latimeria_chalumnae ENSLACG00000016988
tetraodon_nigroviridis ENSTNIG00000018735
takifugu_rubripes ENSTRUG00000007321
gasterosteus_aculeatus ENSGACG00000016592
labrus_bergylta ENSLBEG00000019419
oreochromis_niloticus ENSONIG00000014981
haplochromis_burtoni ENSHBUG00000018836
acanthochromis_polyacanthus ENSAPOG00000019406
xiphophorus_maculatus ENSXMAG00000011308
xiphophorus_couchianus ENSXCOG00000002649
gambusia_affinis ENSGAFG00000011489
poecilia_formosa ENSPFOG00000010956
poecilia_mexicana ENSPMEG00000015108
poecilia_latipinna ENSPLAG00000016245
poecilia_reticulata ENSPREG00000016521
cyprinodon_variegatus ENSCVAG00000018141
fundulus_heteroclitus ENSFHEG00000003789
oryzias_latipes ENSORLG00000006699
oryzias_latipes ENSORLG00020020795
oryzias_latipes_asm223469v1 ENSORLG00015008842
oryzias_melastigma ENSOMEG00000005115
scophthalmus_maximus ENSSMAG00000005007
cynoglossus_semilaevis ENSCSEG00000017295
seriola_lalandi_dorsalis ENSSLDG00000008060
seriola_dumerili ENSSDUG00000012210
monopterus_albus ENSMALG00000021047
amphiprion_ocellaris ENSAOCG00000015329
amphiprion_percula ENSAPEG00000016182
stegastes_partitus ENSSPAG00000003654
astatotilapia_calliptera ENSACLG00000008630
maylandia_zebra ENSMZEG00005019555
pundamilia_nyererei ENSPNYG00000008852
neolamprologus_brichardi ENSNBRG00000007742
amphilophus_citrinellus ENSACIG00000018176
kryptolebias_marmoratus ENSKMAG00000015643
anabas_testudineus ENSATEG00000017273
mastacembelus_armatus ENSMAMG00000014008
mola_mola ENSMMOG00000000188
hippocampus_comes ENSHCOG00000019837
periophthalmus_magnuspinnatus ENSPMGG00000022826
gadus_morhua ENSGMOG00000015270
esox_lucius ENSELUG00000015306
astyanax_mexicanus ENSAMXG00000037470
pygocentrus_nattereri ENSPNAG00000000222
ictalurus_punctatus ENSIPUG00000020359
danio_rerio ENSDARG00000003803
scleropages_formosus ENSSFOG00015013957
scleropages_formosus ENSSFOG00015011742
paramormyrops_kingsleyae ENSPKIG00000005914
paramormyrops_kingsleyae ENSPKIG00000008099
lepisosteus_oculatus ENSLOCG00000003880
apteryx_haastii ENSAHAG00000010496
apteryx_owenii ENSAOWG00000004117
apteryx_rowi ENSARWG00000009044
dromaius_novaehollandiae ENSDNVG00000011969
gallus_gallus ENSGALG00000003928
coturnix_japonica ENSCJPG00005008362
meleagris_gallopavo ENSMGAG00000003074
