chrysemys_picta_bellii ENSCPBG00000024539
pelodiscus_sinensis ENSPSIG00000008300
meleagris_gallopavo ENSMGAG00000013241
coturnix_japonica ENSCJPG00005007615
numida_meleagris ENSNMEG00000005220
gallus_gallus ENSGALG00000026952
calidris_pugnax ENSCPUG00000008891
apteryx_haastii ENSAHAG00000006211
apteryx_owenii ENSAOWG00000004272
pogona_vitticeps ENSPVIG00000010080
anolis_carolinensis ENSACAG00000003965
salvator_merianae ENSSMRG00000017854
xenopus_tropicalis ENSXETG00000004350
latimeria_chalumnae ENSLACG00000013586
mola_mola ENSMMOG00000021318
takifugu_rubripes ENSTRUG00000022771
labrus_bergylta ENSLBEG00000003805
scophthalmus_maximus ENSSMAG00000006915
cynoglossus_semilaevis ENSCSEG00000015265
seriola_lalandi_dorsalis ENSSLDG00000013127
seriola_dumerili ENSSDUG00000002518
mastacembelus_armatus ENSMAMG00000000092
monopterus_albus ENSMALG00000003225
anabas_testudineus ENSATEG00000018267
fundulus_heteroclitus ENSFHEG00000007953
cyprinodon_variegatus ENSCVAG00000004739
xiphophorus_maculatus ENSXMAG00000024583
gambusia_affinis ENSGAFG00000012115
poecilia_reticulata ENSPREG00000006563
kryptolebias_marmoratus ENSKMAG00000010702
oryzias_latipes ENSORLG00000029939
oryzias_latipes_asm223469v1 ENSORLG00015008926
oryzias_latipes ENSORLG00020012288
oryzias_melastigma ENSOMEG00000004869
astatotilapia_calliptera ENSACLG00000012416
maylandia_zebra ENSMZEG00005003114
haplochromis_burtoni ENSHBUG00000010095
pundamilia_nyererei ENSPNYG00000017663
neolamprologus_brichardi ENSNBRG00000023934
oreochromis_niloticus ENSONIG00000012325
amphilophus_citrinellus ENSACIG00000023936
amphiprion_ocellaris ENSAOCG00000004054
amphiprion_percula ENSAPEG00000004812
acanthochromis_polyacanthus ENSAPOG00000023483
periophthalmus_magnuspinnatus ENSPMGG00000001749
hippocampus_comes ENSHCOG00000013331
gadus_morhua ENSGMOG00000006121
esox_lucius ENSELUG00000024264
pygocentrus_nattereri ENSPNAG00000005139
astyanax_mexicanus ENSAMXG00000012313
ictalurus_punctatus ENSIPUG00000006829
danio_rerio ENSDARG00000074036
pygocentrus_nattereri ENSPNAG00000010851
astyanax_mexicanus ENSAMXG00000039459
ictalurus_punctatus ENSIPUG00000009609
paramormyrops_kingsleyae ENSPKIG00000009583
scleropages_formosus ENSSFOG00015018852
lepisosteus_oculatus ENSLOCG00000000153
petromyzon_marinus ENSPMAG00000008280
