astyanax_mexicanus ENSAMXG00000040314
ictalurus_punctatus ENSIPUG00000000292
gasterosteus_aculeatus ENSGACG00000007110
tetraodon_nigroviridis ENSTNIG00000016526
cyprinodon_variegatus ENSCVAG00000003510
oryzias_latipes ENSORLG00020002164
oryzias_melastigma ENSOMEG00000002495
periophthalmus_magnuspinnatus ENSPMGG00000020298
anabas_testudineus ENSATEG00000022555
labrus_bergylta ENSLBEG00000015165
mola_mola ENSMMOG00000010907
poecilia_reticulata ENSPREG00000021215
poecilia_mexicana ENSPMEG00000000697
poecilia_latipinna ENSPLAG00000020035
xiphophorus_couchianus ENSXCOG00000011986
fundulus_heteroclitus ENSFHEG00000000637
pundamilia_nyererei ENSPNYG00000009787
seriola_dumerili ENSSDUG00000022948
mastacembelus_armatus ENSMAMG00000003920
amphiprion_percula ENSAPEG00000016532
takifugu_rubripes ENSTRUG00000023086
monopterus_albus ENSMALG00000016424
gadus_morhua ENSGMOG00000003974
acanthochromis_polyacanthus ENSAPOG00000020191
amphiprion_ocellaris ENSAOCG00000009060
scophthalmus_maximus ENSSMAG00000005766
oryzias_latipes ENSORLG00000028063
oryzias_latipes ENSORLG00000002323
oryzias_latipes ENSORLG00020008215
maylandia_zebra ENSMZEG00005006890
neolamprologus_brichardi ENSNBRG00000003560
seriola_lalandi_dorsalis ENSSLDG00000010740
seriola_lalandi_dorsalis ENSSLDG00000010719
seriola_dumerili ENSSDUG00000006715
cynoglossus_semilaevis ENSCSEG00000020351
takifugu_rubripes ENSTRUG00000017123
tetraodon_nigroviridis ENSTNIG00000003307
stegastes_partitus ENSSPAG00000023173
cynoglossus_semilaevis ENSCSEG00000018738
poecilia_reticulata ENSPREG00000021427
xiphophorus_maculatus ENSXMAG00000009529
poecilia_mexicana ENSPMEG00000003487
poecilia_latipinna ENSPLAG00000015093
gambusia_affinis ENSGAFG00000008015
xiphophorus_couchianus ENSXCOG00000001253
oryzias_latipes_asm223469v1 ENSORLG00015006724
oryzias_latipes ENSORLG00020008204
oryzias_melastigma ENSOMEG00000009174
amphilophus_citrinellus ENSACIG00000020853
amphilophus_citrinellus ENSACIG00000020893
astatotilapia_calliptera ENSACLG00000017864
oreochromis_niloticus ENSONIG00000019744
mastacembelus_armatus ENSMAMG00000002909
esox_lucius ENSELUG00000005984
pygocentrus_nattereri ENSPNAG00000023451
danio_rerio ENSDARG00000074119
phascolarctos_cinereus ENSPCIG00000030154
notamacropus_eugenii ENSMEUG00000005232
monodelphis_domestica ENSMODG00000025725
ornithorhynchus_anatinus ENSOANG00000000919
ornithorhynchus_anatinus ENSOANG00000032231
