notamacropus_eugenii ENSMEUG00000006876
phascolarctos_cinereus ENSPCIG00000021705
sarcophilus_harrisii ENSSHAG00000014002
monodelphis_domestica ENSMODG00000018292
loxodonta_africana ENSLAFG00000001657
procavia_capensis ENSPCAG00000007638
echinops_telfairi ENSETEG00000003556
dasypus_novemcinctus ENSDNOG00000015386
homo_sapiens ENSG00000118434
gorilla_gorilla ENSGGOG00000027275
pan_troglodytes ENSPTRG00000018410
pan_paniscus ENSPPAG00000030768
pongo_abelii ENSPPYG00000016832
nomascus_leucogenys ENSNLEG00000013059
colobus_angolensis_palliatus ENSCANG00000035290
piliocolobus_tephrosceles ENSPTEG00000016971
rhinopithecus_roxellana ENSRROG00000041280
rhinopithecus_bieti ENSRBIG00000043405
macaca_fascicularis ENSMFAG00000046308
macaca_mulatta ENSMMUG00000004947
macaca_nemestrina ENSMNEG00000040936
theropithecus_gelada ENSTGEG00000019297
papio_anubis ENSPANG00000023127
cercocebus_atys ENSCATG00000038646
mandrillus_leucophaeus ENSMLEG00000000535
chlorocebus_sabaeus ENSCSAG00000017335
cebus_capucinus ENSCCAG00000022981
saimiri_boliviensis_boliviensis ENSSBOG00000031936
callithrix_jacchus ENSCJAG00000000773
aotus_nancymaae ENSANAG00000022733
carlito_syrichta ENSTSYG00000002083
propithecus_coquereli ENSPCOG00000015556
microcebus_murinus ENSMICG00000015574
prolemur_simus ENSPSMG00000003225
otolemur_garnettii ENSOGAG00000011102
spermophilus_dauricus ENSSDAG00000001741
marmota_marmota_marmota ENSMMMG00000009510
urocitellus_parryii ENSUPAG00010017215
ictidomys_tridecemlineatus ENSSTOG00000005329
octodon_degus ENSODEG00000009288
chinchilla_lanigera ENSCLAG00000014525
cavia_porcellus ENSCPOG00000001579
cavia_aperea ENSCAPG00000008720
heterocephalus_glaber_female ENSHGLG00000001297
fukomys_damarensis ENSFDAG00000014094
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026826
mus_musculus ENSMUSG00000028264
mus_spicilegus ENSMSIG00000011360
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025877
mus_pahari MGP_PahariEiJ_G0024000
rattus_norvegicus ENSRNOG00000008232
meriones_unguiculatus ENSMUGG00000002023
peromyscus_maniculatus_bairdii ENSPEMG00000008682
microtus_ochrogaster ENSMOCG00000021101
cricetulus_griseus_chok1gshd ENSCGRG00001016168
cricetulus_griseus_crigri-picr ENSCGRG00015006656
cricetulus_griseus_crigri ENSCGRG00000006218
mesocricetus_auratus ENSMAUG00000010690
nannospalax_galili ENSNGAG00000016689
jaculus_jaculus ENSJJAG00000005275
dipodomys_ordii ENSDORG00000015924
castor_canadensis ENSCCNG00000019024
oryctolagus_cuniculus ENSOCUG00000012988
ochotona_princeps ENSOPRG00000009607
sus_scrofa ENSSSCG00000004308
vicugna_pacos ENSVPAG00000004170
ovis_aries ENSOARG00000012955
capra_hircus ENSCHIG00000005950
bos_mutus ENSBMUG00000021142
bos_taurus ENSBTAG00000019469
bison_bison_bison ENSBBBG00000008400
tursiops_truncatus ENSTTRG00000009600
equus_caballus ENSECAG00000010794
equus_asinus_asinus ENSEASG00005005675
ursus_americanus ENSUAMG00000025019
ursus_maritimus ENSUMAG00000010504
ailuropoda_melanoleuca ENSAMEG00000004588
neovison_vison ENSNVIG00000002434
mustela_putorius_furo ENSMPUG00000009369
canis_lupus_familiaris ENSCAFG00000003084
canis_lupus_dingo ENSCAFG00020015924
vulpes_vulpes ENSVVUG00000010126
panthera_tigris_altaica ENSPTIG00000001452
panthera_pardus ENSPPRG00000000678
felis_catus ENSFCAG00000018071
pteropus_vampyrus ENSPVAG00000002932
myotis_lucifugus ENSMLUG00000014969
erinaceus_europaeus ENSEEUG00000002243
sorex_araneus ENSSARG00000003999
tupaia_belangeri ENSTBEG00000015387
ornithorhynchus_anatinus ENSOANG00000000535
pogona_vitticeps ENSPVIG00000003041
anolis_carolinensis ENSACAG00000014826
notechis_scutatus ENSNSUG00000017472
pogona_vitticeps ENSPVIG00000017315
salvator_merianae ENSSMRG00000017513
apteryx_rowi ENSARWG00000012096
apteryx_haastii ENSAHAG00000006567
apteryx_owenii ENSAOWG00000018984
dromaius_novaehollandiae ENSDNVG00000006012
gallus_gallus ENSGALG00000043839
meleagris_gallopavo ENSMGAG00000015925
coturnix_japonica ENSCJPG00005004238
numida_meleagris ENSNMEG00000010108
anser_brachyrhynchus ENSABRG00000007572
anas_platyrhynchos_platyrhynchos ENSAPLG00000026124
melopsittacus_undulatus ENSMUNG00000007041
gopherus_agassizii ENSGAGG00000008417
chelonoidis_abingdonii ENSCABG00000002324
chrysemys_picta_bellii ENSCPBG00000019908
pelodiscus_sinensis ENSPSIG00000011248
crocodylus_porosus ENSCPRG00005016844
sphenodon_punctatus ENSSPUG00000001099
latimeria_chalumnae ENSLACG00000006621
