equus_caballus ENSECAG00000039498
sus_scrofa ENSSSCG00000032896
vulpes_vulpes ENSVVUG00000001370
canis_lupus_familiaris ENSCAFG00000003847
pteropus_vampyrus ENSPVAG00000011654
pan_paniscus ENSPPAG00000034944
pan_troglodytes ENSPTRG00000034345
homo_sapiens ENSG00000216937
gorilla_gorilla ENSGGOG00000004506
pongo_abelii ENSPPYG00000002194
theropithecus_gelada ENSTGEG00000027448
papio_anubis ENSPANG00000022882
cercocebus_atys ENSCATG00000042355
macaca_fascicularis ENSMFAG00000043277
macaca_mulatta ENSMMUG00000017765
macaca_nemestrina ENSMNEG00000030140
chlorocebus_sabaeus ENSCSAG00000011490
colobus_angolensis_palliatus ENSCANG00000012502
piliocolobus_tephrosceles ENSPTEG00000031132
rhinopithecus_bieti ENSRBIG00000037532
saimiri_boliviensis_boliviensis ENSSBOG00000020807
cebus_capucinus ENSCCAG00000014811
callithrix_jacchus ENSCJAG00000013667
