bos_mutus ENSBMUG00000020011
bos_taurus ENSBTAG00000047655
ovis_aries ENSOARG00000000831
capra_hircus ENSCHIG00000012372
tursiops_truncatus ENSTTRG00000011642
sus_scrofa ENSSSCG00000012547
vicugna_pacos ENSVPAG00000006374
vicugna_pacos ENSVPAG00000010662
equus_asinus_asinus ENSEASG00005000748
equus_caballus ENSECAG00000011859
sorex_araneus ENSSARG00000007042
erinaceus_europaeus ENSEEUG00000012911
myotis_lucifugus ENSMLUG00000005900
pteropus_vampyrus ENSPVAG00000004272
ursus_maritimus ENSUMAG00000010987
ursus_americanus ENSUAMG00000027757
ailuropoda_melanoleuca ENSAMEG00000003674
neovison_vison ENSNVIG00000005506
mustela_putorius_furo ENSMPUG00000005327
canis_lupus_dingo ENSCAFG00020006955
canis_lupus_familiaris ENSCAFG00000017885
vulpes_vulpes ENSVVUG00000009483
panthera_tigris_altaica ENSPTIG00000018736
panthera_pardus ENSPPRG00000006019
felis_catus ENSFCAG00000002394
urocitellus_parryii ENSUPAG00010016394
spermophilus_dauricus ENSSDAG00000002351
marmota_marmota_marmota ENSMMMG00000011549
ictidomys_tridecemlineatus ENSSTOG00000026664
cavia_porcellus ENSCPOG00000009061
octodon_degus ENSODEG00000000493
chinchilla_lanigera ENSCLAG00000000119
heterocephalus_glaber_male ENSHGLG00100016684
heterocephalus_glaber_female ENSHGLG00000001481
fukomys_damarensis ENSFDAG00000017151
castor_canadensis ENSCCNG00000015827
dipodomys_ordii ENSDORG00000010210
peromyscus_maniculatus_bairdii ENSPEMG00000016392
microtus_ochrogaster ENSMOCG00000014397
cricetulus_griseus_crigri-picr ENSCGRG00015019456
cricetulus_griseus_crigri ENSCGRG00000010397
cricetulus_griseus_chok1gshd ENSCGRG00001010792
mesocricetus_auratus ENSMAUG00000006834
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034606
mus_spicilegus ENSMSIG00000019430
mus_musculus ENSMUSG00000031271
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033436
rattus_norvegicus ENSRNOG00000011081
nannospalax_galili ENSNGAG00000019676
jaculus_jaculus ENSJJAG00000024168
oryctolagus_cuniculus ENSOCUG00000017102
ochotona_princeps ENSOPRG00000007590
pan_paniscus ENSPPAG00000036704
pan_troglodytes ENSPTRG00000022145
homo_sapiens ENSG00000123561
gorilla_gorilla ENSGGOG00000023799
pongo_abelii ENSPPYG00000020601
nomascus_leucogenys ENSNLEG00000013698
colobus_angolensis_palliatus ENSCANG00000042136
piliocolobus_tephrosceles ENSPTEG00000002276
rhinopithecus_bieti ENSRBIG00000036027
rhinopithecus_roxellana ENSRROG00000035235
theropithecus_gelada ENSTGEG00000014116
papio_anubis ENSPANG00000002931
macaca_nemestrina ENSMNEG00000029310
macaca_fascicularis ENSMFAG00000046317
macaca_mulatta ENSMMUG00000003266
chlorocebus_sabaeus ENSCSAG00000009284
cercocebus_atys ENSCATG00000031322
mandrillus_leucophaeus ENSMLEG00000031163
saimiri_boliviensis_boliviensis ENSSBOG00000030583
carlito_syrichta ENSTSYG00000008190
propithecus_coquereli ENSPCOG00000024129
microcebus_murinus ENSMICG00000014393
prolemur_simus ENSPSMG00000012853
otolemur_garnettii ENSOGAG00000003179
tupaia_belangeri ENSTBEG00000005976
loxodonta_africana ENSLAFG00000000869
procavia_capensis ENSPCAG00000005520
echinops_telfairi ENSETEG00000016498
marmota_marmota_marmota ENSMMMG00000001326
urocitellus_parryii ENSUPAG00010003419
heterocephalus_glaber_female ENSHGLG00000016455
heterocephalus_glaber_male ENSHGLG00100008605
fukomys_damarensis ENSFDAG00000006061
mus_pahari MGP_PahariEiJ_G0031976
macaca_mulatta ENSMMUG00000037635
macaca_fascicularis ENSMFAG00000015248
macaca_nemestrina ENSMNEG00000035363
papio_anubis ENSPANG00000026053
cercocebus_atys ENSCATG00000035884
pongo_abelii ENSPPYG00000006110
pteropus_vampyrus ENSPVAG00000000712
notamacropus_eugenii ENSMEUG00000013407
phascolarctos_cinereus ENSPCIG00000013924
sarcophilus_harrisii ENSSHAG00000005795
monodelphis_domestica ENSMODG00000012531
ornithorhynchus_anatinus ENSOANG00000012040
