pteropus_vampyrus ENSPVAG00000009426
myotis_lucifugus ENSMLUG00000014789
ovis_aries ENSOARG00000004843
capra_hircus ENSCHIG00000025282
bos_taurus ENSBTAG00000004995
bos_mutus ENSBMUG00000022651
bison_bison_bison ENSBBBG00000019593
tursiops_truncatus ENSTTRG00000013878
sus_scrofa ENSSSCG00000038187
sus_scrofa ENSSSCG00000040699
vicugna_pacos ENSVPAG00000005044
equus_asinus_asinus ENSEASG00005020982
equus_caballus ENSECAG00000013002
ursus_americanus ENSUAMG00000008653
ursus_maritimus ENSUMAG00000021545
ailuropoda_melanoleuca ENSAMEG00000016360
mustela_putorius_furo ENSMPUG00000001496
neovison_vison ENSNVIG00000019827
canis_lupus_dingo ENSCAFG00020010576
canis_lupus_familiaris ENSCAFG00000002227
vulpes_vulpes ENSVVUG00000015871
panthera_tigris_altaica ENSPTIG00000009676
panthera_pardus ENSPPRG00000014040
felis_catus ENSFCAG00000029442
erinaceus_europaeus ENSEEUG00000013293
procavia_capensis ENSPCAG00000005835
echinops_telfairi ENSETEG00000001655
loxodonta_africana ENSLAFG00000000063
choloepus_hoffmanni ENSCHOG00000000225
dasypus_novemcinctus ENSDNOG00000017353
sorex_araneus ENSSARG00000005012
ailuropoda_melanoleuca ENSAMEG00000014682
dasypus_novemcinctus ENSDNOG00000041989
echinops_telfairi ENSETEG00000010328
otolemur_garnettii ENSOGAG00000012847
otolemur_garnettii ENSOGAG00000030583
microcebus_murinus ENSMICG00000011894
prolemur_simus ENSPSMG00000008239
propithecus_coquereli ENSPCOG00000015839
rhinopithecus_roxellana ENSRROG00000028906
rhinopithecus_bieti ENSRBIG00000042536
piliocolobus_tephrosceles ENSPTEG00000033370
colobus_angolensis_palliatus ENSCANG00000031485
macaca_fascicularis ENSMFAG00000031532
macaca_nemestrina ENSMNEG00000029681
macaca_mulatta ENSMMUG00000038690
mandrillus_leucophaeus ENSMLEG00000044453
papio_anubis ENSPANG00000003401
theropithecus_gelada ENSTGEG00000025688
