equus_caballus ENSECAG00000014563
equus_asinus_asinus ENSEASG00005021702
myotis_lucifugus ENSMLUG00000008848
ursus_maritimus ENSUMAG00000022203
ursus_americanus ENSUAMG00000017593
ailuropoda_melanoleuca ENSAMEG00000008558
mustela_putorius_furo ENSMPUG00000013948
neovison_vison ENSNVIG00000014208
canis_lupus_dingo ENSCAFG00020002140
canis_lupus_familiaris ENSCAFG00000002511
vulpes_vulpes ENSVVUG00000008386
panthera_pardus ENSPPRG00000005877
panthera_tigris_altaica ENSPTIG00000021539
felis_catus ENSFCAG00000025987
pteropus_vampyrus ENSPVAG00000015574
tursiops_truncatus ENSTTRG00000010452
vicugna_pacos ENSVPAG00000002079
bos_mutus ENSBMUG00000015003
bos_taurus ENSBTAG00000006721
bison_bison_bison ENSBBBG00000004411
ovis_aries ENSOARG00000009803
capra_hircus ENSCHIG00000024078
sus_scrofa ENSSSCG00000025298
sorex_araneus ENSSARG00000003667
erinaceus_europaeus ENSEEUG00000012733
cricetulus_griseus_crigri-picr ENSCGRG00015012516
cricetulus_griseus_chok1gshd ENSCGRG00001000499
cricetulus_griseus_crigri ENSCGRG00000000236
mesocricetus_auratus ENSMAUG00000009389
microtus_ochrogaster ENSMOCG00000003458
peromyscus_maniculatus_bairdii ENSPEMG00000025356
mus_spicilegus ENSMSIG00000016799
mus_musculus ENSMUSG00000020561
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018534
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017692
mus_pahari MGP_PahariEiJ_G0029450
rattus_norvegicus ENSRNOG00000010750
meriones_unguiculatus ENSMUGG00000008574
nannospalax_galili ENSNGAG00000022455
jaculus_jaculus ENSJJAG00000015887
dipodomys_ordii ENSDORG00000007795
castor_canadensis ENSCCNG00000025252
urocitellus_parryii ENSUPAG00010012802
ictidomys_tridecemlineatus ENSSTOG00000022702
spermophilus_dauricus ENSSDAG00000011818
marmota_marmota_marmota ENSMMMG00000015448
heterocephalus_glaber_female ENSHGLG00000010976
heterocephalus_glaber_male ENSHGLG00100005410
fukomys_damarensis ENSFDAG00000017368
chinchilla_lanigera ENSCLAG00000012696
cavia_porcellus ENSCPOG00000031651
octodon_degus ENSODEG00000007222
oryctolagus_cuniculus ENSOCUG00000015156
papio_anubis ENSPANG00000015736
theropithecus_gelada ENSTGEG00000023413
cercocebus_atys ENSCATG00000035621
mandrillus_leucophaeus ENSMLEG00000042783
macaca_mulatta ENSMMUG00000009609
macaca_nemestrina ENSMNEG00000041159
macaca_fascicularis ENSMFAG00000045328
chlorocebus_sabaeus ENSCSAG00000013544
rhinopithecus_bieti ENSRBIG00000043007
rhinopithecus_roxellana ENSRROG00000040155
colobus_angolensis_palliatus ENSCANG00000038759
piliocolobus_tephrosceles ENSPTEG00000036094
pan_troglodytes ENSPTRG00000018962
pan_paniscus ENSPPAG00000034623
homo_sapiens ENSG00000105849
gorilla_gorilla ENSGGOG00000026888
pongo_abelii ENSPPYG00000017752
nomascus_leucogenys ENSNLEG00000035755
cebus_capucinus ENSCCAG00000026416
saimiri_boliviensis_boliviensis ENSSBOG00000023188
callithrix_jacchus ENSCJAG00000001148
aotus_nancymaae ENSANAG00000026418
carlito_syrichta ENSTSYG00000001471
microcebus_murinus ENSMICG00000036489
prolemur_simus ENSPSMG00000016361
propithecus_coquereli ENSPCOG00000017601
otolemur_garnettii ENSOGAG00000009189
tupaia_belangeri ENSTBEG00000003554
dasypus_novemcinctus ENSDNOG00000006438
dasypus_novemcinctus ENSDNOG00000036264
choloepus_hoffmanni ENSCHOG00000006034
echinops_telfairi ENSETEG00000019157
procavia_capensis ENSPCAG00000015303
loxodonta_africana ENSLAFG00000008755
ochotona_princeps ENSOPRG00000016109
phascolarctos_cinereus ENSPCIG00000017456
monodelphis_domestica ENSMODG00000001402
ornithorhynchus_anatinus ENSOANG00000009616
zonotrichia_albicollis ENSZALG00000010848
junco_hyemalis ENSJHYG00000004243
serinus_canaria ENSSCAG00000013787
taeniopygia_guttata ENSTGUG00000002645
lonchura_striata_domestica ENSLSDG00000002206
parus_major ENSPMJG00000000090
cyanistes_caeruleus ENSCCEG00000019373
ficedula_albicollis ENSFALG00000009761
lepidothrix_coronata ENSLCOG00000012293
manacus_vitellinus ENSMVIG00005000630
melopsittacus_undulatus ENSMUNG00000000817
calidris_pygmaea ENSCPGG00000017614
calidris_pugnax ENSCPUG00000010896
meleagris_gallopavo ENSMGAG00000010296
coturnix_japonica ENSCJPG00005011963
gallus_gallus ENSGALG00000010863
numida_meleagris ENSNMEG00000007077
anser_brachyrhynchus ENSABRG00000010855
apteryx_owenii ENSAOWG00000008980
apteryx_haastii ENSAHAG00000004023
apteryx_rowi ENSARWG00000018230
dromaius_novaehollandiae ENSDNVG00000016815
nothoprocta_perdicaria ENSNPEG00000001805
crocodylus_porosus ENSCPRG00005015351
chelonoidis_abingdonii ENSCABG00000005911
chrysemys_picta_bellii ENSCPBG00000000367
pelodiscus_sinensis ENSPSIG00000004395
pogona_vitticeps ENSPVIG00000016375
anolis_carolinensis ENSACAG00000011817
notechis_scutatus ENSNSUG00000015310
salvator_merianae ENSSMRG00000007656
sphenodon_punctatus ENSSPUG00000007595
xenopus_tropicalis ENSXETG00000013443
latimeria_chalumnae ENSLACG00000010508
pygocentrus_nattereri ENSPNAG00000011956
astyanax_mexicanus ENSAMXG00000035868
ictalurus_punctatus ENSIPUG00000004117
danio_rerio ENSDARG00000024416
gasterosteus_aculeatus ENSGACG00000006425
tetraodon_nigroviridis ENSTNIG00000017778
labrus_bergylta ENSLBEG00000024225
fundulus_heteroclitus ENSFHEG00000013318
cyprinodon_variegatus ENSCVAG00000014324
gambusia_affinis ENSGAFG00000018309
xiphophorus_couchianus ENSXCOG00000020199
kryptolebias_marmoratus ENSKMAG00000001591
seriola_dumerili ENSSDUG00000007038
scophthalmus_maximus ENSSMAG00000012792
monopterus_albus ENSMALG00000016407
anabas_testudineus ENSATEG00000017956
astatotilapia_calliptera ENSACLG00000022280
pundamilia_nyererei ENSPNYG00000002674
haplochromis_burtoni ENSHBUG00000020155
maylandia_zebra ENSMZEG00005007561
neolamprologus_brichardi ENSNBRG00000008652
amphilophus_citrinellus ENSACIG00000020400
amphiprion_percula ENSAPEG00000016750
amphiprion_ocellaris ENSAOCG00000024200
acanthochromis_polyacanthus ENSAPOG00000011796
stegastes_partitus ENSSPAG00000005871
mola_mola ENSMMOG00000020085
oryzias_latipes ENSORLG00020002579
oryzias_latipes_asm223469v1 ENSORLG00015013403
oryzias_latipes ENSORLG00000004005
periophthalmus_magnuspinnatus ENSPMGG00000019023
hippocampus_comes ENSHCOG00000010590
gadus_morhua ENSGMOG00000002824
esox_lucius ENSELUG00000000098
paramormyrops_kingsleyae ENSPKIG00000025635
scleropages_formosus ENSSFOG00015012788
lepisosteus_oculatus ENSLOCG00000011399
eptatretus_burgeri ENSEBUG00000016189
