chrysemys_picta_bellii ENSCPBG00000015236
gopherus_agassizii ENSGAGG00000021438
pelodiscus_sinensis ENSPSIG00000014748
anas_platyrhynchos_platyrhynchos ENSAPLG00000003890
anser_brachyrhynchus ENSABRG00000009925
meleagris_gallopavo ENSMGAG00000002825
gallus_gallus ENSGALG00000004393
lonchura_striata_domestica ENSLSDG00000004204
taeniopygia_guttata ENSTGUG00000006685
ficedula_albicollis ENSFALG00000011705
serinus_canaria ENSSCAG00000008189
parus_major ENSPMJG00000006632
junco_hyemalis ENSJHYG00000006336
zonotrichia_albicollis ENSZALG00000004747
anolis_carolinensis ENSACAG00000029168
pogona_vitticeps ENSPVIG00000022195
salvator_merianae ENSSMRG00000013494
xenopus_tropicalis ENSXETG00000019985
latimeria_chalumnae ENSLACG00000018768
pygocentrus_nattereri ENSPNAG00000010536
astyanax_mexicanus ENSAMXG00000016782
ictalurus_punctatus ENSIPUG00000005353
danio_rerio ENSDARG00000062059
mastacembelus_armatus ENSMAMG00000003639
monopterus_albus ENSMALG00000014556
anabas_testudineus ENSATEG00000019339
scophthalmus_maximus ENSSMAG00000009240
cynoglossus_semilaevis ENSCSEG00000008380
seriola_dumerili ENSSDUG00000019606
seriola_lalandi_dorsalis ENSSLDG00000012078
tetraodon_nigroviridis ENSTNIG00000010462
takifugu_rubripes ENSTRUG00000009653
mola_mola ENSMMOG00000018093
gasterosteus_aculeatus ENSGACG00000011138
labrus_bergylta ENSLBEG00000002536
fundulus_heteroclitus ENSFHEG00000010957
cyprinodon_variegatus ENSCVAG00000000381
xiphophorus_maculatus ENSXMAG00000015493
xiphophorus_couchianus ENSXCOG00000020627
gambusia_affinis ENSGAFG00000021826
poecilia_formosa ENSPFOG00000014178
poecilia_latipinna ENSPLAG00000023421
poecilia_mexicana ENSPMEG00000012214
poecilia_reticulata ENSPREG00000019917
kryptolebias_marmoratus ENSKMAG00000001630
oryzias_latipes ENSORLG00000029604
oryzias_latipes ENSORLG00020008347
oryzias_melastigma ENSOMEG00000019110
amphiprion_ocellaris ENSAOCG00000013723
amphiprion_percula ENSAPEG00000010250
acanthochromis_polyacanthus ENSAPOG00000013246
stegastes_partitus ENSSPAG00000001616
astatotilapia_calliptera ENSACLG00000002284
maylandia_zebra ENSMZEG00005017464
pundamilia_nyererei ENSPNYG00000015527
haplochromis_burtoni ENSHBUG00000012346
oreochromis_niloticus ENSONIG00000014501
neolamprologus_brichardi ENSNBRG00000007151
amphilophus_citrinellus ENSACIG00000024328
hippocampus_comes ENSHCOG00000009124
periophthalmus_magnuspinnatus ENSPMGG00000006396
gadus_morhua ENSGMOG00000016592
pygocentrus_nattereri ENSPNAG00000015998
astyanax_mexicanus ENSAMXG00000034619
paramormyrops_kingsleyae ENSPKIG00000001158
scleropages_formosus ENSSFOG00015002434
lepisosteus_oculatus ENSLOCG00000001786
