anser_brachyrhynchus ENSABRG00000016787
anas_platyrhynchos_platyrhynchos ENSAPLG00000008675
coturnix_japonica ENSCJPG00005000082
meleagris_gallopavo ENSMGAG00000009488
gallus_gallus ENSGALG00000008023
numida_meleagris ENSNMEG00000011850
manacus_vitellinus ENSMVIG00005000910
lepidothrix_coronata ENSLCOG00000002254
lonchura_striata_domestica ENSLSDG00000014454
taeniopygia_guttata ENSTGUG00000008583
serinus_canaria ENSSCAG00000000994
cyanistes_caeruleus ENSCCEG00000013506
parus_major ENSPMJG00000000598
ficedula_albicollis ENSFALG00000001137
junco_hyemalis ENSJHYG00000006002
zonotrichia_albicollis ENSZALG00000015467
melopsittacus_undulatus ENSMUNG00000010384
calidris_pugnax ENSCPUG00000002598
calidris_pygmaea ENSCPGG00000000593
apteryx_owenii ENSAOWG00000012869
apteryx_haastii ENSAHAG00000015842
apteryx_rowi ENSARWG00000007351
dromaius_novaehollandiae ENSDNVG00000009495
nothoprocta_perdicaria ENSNPEG00000003663
meleagris_gallopavo ENSMGAG00000016457
crocodylus_porosus ENSCPRG00005004119
chelonoidis_abingdonii ENSCABG00000010165
gopherus_agassizii ENSGAGG00000005966
chrysemys_picta_bellii ENSCPBG00000028092
pelodiscus_sinensis ENSPSIG00000009656
pogona_vitticeps ENSPVIG00000011997
anolis_carolinensis ENSACAG00000006582
notechis_scutatus ENSNSUG00000014137
salvator_merianae ENSSMRG00000023197
pan_troglodytes ENSPTRG00000009643
pan_paniscus ENSPPAG00000043879
homo_sapiens ENSG00000177728
gorilla_gorilla ENSGGOG00000009391
pongo_abelii ENSPPYG00000008628
nomascus_leucogenys ENSNLEG00000000882
piliocolobus_tephrosceles ENSPTEG00000039786
colobus_angolensis_palliatus ENSCANG00000043389
rhinopithecus_bieti ENSRBIG00000035664
rhinopithecus_roxellana ENSRROG00000035918
mandrillus_leucophaeus ENSMLEG00000040372
cercocebus_atys ENSCATG00000039566
theropithecus_gelada ENSTGEG00000000825
papio_anubis ENSPANG00000020155
macaca_fascicularis ENSMFAG00000003142
macaca_mulatta ENSMMUG00000022120
macaca_nemestrina ENSMNEG00000031672
chlorocebus_sabaeus ENSCSAG00000004752
aotus_nancymaae ENSANAG00000038484
callithrix_jacchus ENSCJAG00000014327
cebus_capucinus ENSCCAG00000033322
saimiri_boliviensis_boliviensis ENSSBOG00000026775
carlito_syrichta ENSTSYG00000033397
microcebus_murinus ENSMICG00000007421
propithecus_coquereli ENSPCOG00000023796
prolemur_simus ENSPSMG00000000357
otolemur_garnettii ENSOGAG00000001436
castor_canadensis ENSCCNG00000023072
dipodomys_ordii ENSDORG00000004069
microtus_ochrogaster ENSMOCG00000014527
peromyscus_maniculatus_bairdii ENSPEMG00000007436
cricetulus_griseus_crigri ENSCGRG00000007908
cricetulus_griseus_crigri-picr ENSCGRG00015009086
cricetulus_griseus_chok1gshd ENSCGRG00001022237
mesocricetus_auratus ENSMAUG00000018154
mus_musculus ENSMUSG00000020747
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017415
mus_spicilegus ENSMSIG00000028168
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018260
mus_pahari MGP_PahariEiJ_G0018545
rattus_norvegicus ENSRNOG00000004032
meriones_unguiculatus ENSMUGG00000022689
nannospalax_galili ENSNGAG00000010270
jaculus_jaculus ENSJJAG00000009897
chinchilla_lanigera ENSCLAG00000007251
octodon_degus ENSODEG00000010291
cavia_porcellus ENSCPOG00000004620
cavia_aperea ENSCAPG00000006589
heterocephalus_glaber_female ENSHGLG00000006986
heterocephalus_glaber_male ENSHGLG00100010039
fukomys_damarensis ENSFDAG00000015565
ictidomys_tridecemlineatus ENSSTOG00000012842
spermophilus_dauricus ENSSDAG00000005456
urocitellus_parryii ENSUPAG00010023993
marmota_marmota_marmota ENSMMMG00000010651
oryctolagus_cuniculus ENSOCUG00000005331
ochotona_princeps ENSOPRG00000012445
tupaia_belangeri ENSTBEG00000000673
pteropus_vampyrus ENSPVAG00000008441
myotis_lucifugus ENSMLUG00000015265
bos_mutus ENSBMUG00000008975
bos_taurus ENSBTAG00000007217
bison_bison_bison ENSBBBG00000021836
ovis_aries ENSOARG00000003305
ovis_aries ENSOARG00000010588
capra_hircus ENSCHIG00000013867
tursiops_truncatus ENSTTRG00000015787
sus_scrofa ENSSSCG00000034608
ursus_americanus ENSUAMG00000010059
ursus_maritimus ENSUMAG00000008703
ailuropoda_melanoleuca ENSAMEG00000009346
neovison_vison ENSNVIG00000010819
mustela_putorius_furo ENSMPUG00000013877
canis_lupus_familiaris ENSCAFG00000004774
canis_lupus_dingo ENSCAFG00020000293
vulpes_vulpes ENSVVUG00000011343
panthera_pardus ENSPPRG00000007619
panthera_tigris_altaica ENSPTIG00000018810
felis_catus ENSFCAG00000005744
erinaceus_europaeus ENSEEUG00000002924
equus_caballus ENSECAG00000016214
equus_asinus_asinus ENSEASG00005000559
dasypus_novemcinctus ENSDNOG00000018438
loxodonta_africana ENSLAFG00000008667
procavia_capensis ENSPCAG00000001851
echinops_telfairi ENSETEG00000009139
sorex_araneus ENSSARG00000009512
ornithorhynchus_anatinus ENSOANG00000008329
phascolarctos_cinereus ENSPCIG00000020473
notamacropus_eugenii ENSMEUG00000011800
sarcophilus_harrisii ENSSHAG00000018166
monodelphis_domestica ENSMODG00000007405
xenopus_tropicalis ENSXETG00000012524
latimeria_chalumnae ENSLACG00000002492
labrus_bergylta ENSLBEG00000027209
gasterosteus_aculeatus ENSGACG00000015266
takifugu_rubripes ENSTRUG00000006680
tetraodon_nigroviridis ENSTNIG00000003158
mola_mola ENSMMOG00000020667
mastacembelus_armatus ENSMAMG00000020371
monopterus_albus ENSMALG00000015467
anabas_testudineus ENSATEG00000023734
seriola_dumerili ENSSDUG00000013459
seriola_lalandi_dorsalis ENSSLDG00000017367
scophthalmus_maximus ENSSMAG00000019397
amphiprion_ocellaris ENSAOCG00000001517
amphiprion_percula ENSAPEG00000018466
acanthochromis_polyacanthus ENSAPOG00000012590
stegastes_partitus ENSSPAG00000006232
astatotilapia_calliptera ENSACLG00000002722
maylandia_zebra ENSMZEG00005006599
pundamilia_nyererei ENSPNYG00000022830
haplochromis_burtoni ENSHBUG00000017770
neolamprologus_brichardi ENSNBRG00000023785
oreochromis_niloticus ENSONIG00000013584
amphilophus_citrinellus ENSACIG00000010250
hippocampus_comes ENSHCOG00000017951
xiphophorus_maculatus ENSXMAG00000014670
xiphophorus_couchianus ENSXCOG00000016954
gambusia_affinis ENSGAFG00000010653
poecilia_formosa ENSPFOG00000012805
poecilia_latipinna ENSPLAG00000004262
poecilia_mexicana ENSPMEG00000016693
poecilia_reticulata ENSPREG00000004033
fundulus_heteroclitus ENSFHEG00000003651
cyprinodon_variegatus ENSCVAG00000009339
kryptolebias_marmoratus ENSKMAG00000016468
oryzias_melastigma ENSOMEG00000010008
oryzias_latipes ENSORLG00020001362
cynoglossus_semilaevis ENSCSEG00000002915
periophthalmus_magnuspinnatus ENSPMGG00000019355
gadus_morhua ENSGMOG00000009320
esox_lucius ENSELUG00000024432
pygocentrus_nattereri ENSPNAG00000008880
astyanax_mexicanus ENSAMXG00000011661
ictalurus_punctatus ENSIPUG00000009480
danio_rerio ENSDARG00000074506
paramormyrops_kingsleyae ENSPKIG00000017752
scleropages_formosus ENSSFOG00015001056
lepisosteus_oculatus ENSLOCG00000011408
petromyzon_marinus ENSPMAG00000008575
eptatretus_burgeri ENSEBUG00000012725
ornithorhynchus_anatinus ENSOANG00000002494
latimeria_chalumnae ENSLACG00000013540
lepisosteus_oculatus ENSLOCG00000005861
pygocentrus_nattereri ENSPNAG00000011041
ciona_savignyi ENSCSAVG00000005845
ciona_intestinalis ENSCING00000023588
ciona_intestinalis ENSCING00000002606
ciona_savignyi ENSCSAVG00000005837
drosophila_melanogaster FBgn0022153
caenorhabditis_elegans_strain_n2 WBGene00017010
