pan_troglodytes ENSPTRG00000044124
pan_paniscus ENSPPAG00000035465
gorilla_gorilla ENSGGOG00000037598
macaca_nemestrina ENSMNEG00000030039
macaca_mulatta ENSMMUG00000047034
macaca_fascicularis ENSMFAG00000003449
cercocebus_atys ENSCATG00000028687
theropithecus_gelada ENSTGEG00000018878
papio_anubis ENSPANG00000034750
mandrillus_leucophaeus ENSMLEG00000042982
rhinopithecus_roxellana ENSRROG00000040602
rhinopithecus_bieti ENSRBIG00000029700
colobus_angolensis_palliatus ENSCANG00000039346
piliocolobus_tephrosceles ENSPTEG00000012265
prolemur_simus ENSPSMG00000025416
spermophilus_dauricus ENSSDAG00000023552
castor_canadensis ENSCCNG00000027318
neovison_vison ENSNVIG00000019727
ursus_americanus ENSUAMG00000014175
canis_lupus_dingo ENSCAFG00020010512
vulpes_vulpes ENSVVUG00000003118
panthera_pardus ENSPPRG00000008466
equus_caballus ENSECAG00000040090
equus_asinus_asinus ENSEASG00005009534
bos_taurus ENSBTAG00000048340
bison_bison_bison ENSBBBG00000011705
capra_hircus ENSCHIG00000018384
