chrysemys_picta_bellii ENSCPBG00000019839
gopherus_agassizii ENSGAGG00000011448
apteryx_owenii ENSAOWG00000003496
apteryx_haastii ENSAHAG00000011614
apteryx_rowi ENSARWG00000001122
dromaius_novaehollandiae ENSDNVG00000010776
nothoprocta_perdicaria ENSNPEG00000002197
calidris_pugnax ENSCPUG00000014161
calidris_pygmaea ENSCPGG00000000921
anser_brachyrhynchus ENSABRG00000012707
anas_platyrhynchos_platyrhynchos ENSAPLG00000004103
meleagris_gallopavo ENSMGAG00000003974
gallus_gallus ENSGALG00000042471
coturnix_japonica ENSCJPG00005004164
numida_meleagris ENSNMEG00000001546
taeniopygia_guttata ENSTGUG00000002009
lonchura_striata_domestica ENSLSDG00000003503
serinus_canaria ENSSCAG00000012503
zonotrichia_albicollis ENSZALG00000007015
junco_hyemalis ENSJHYG00000017478
cyanistes_caeruleus ENSCCEG00000002566
parus_major ENSPMJG00000000590
ficedula_albicollis ENSFALG00000001787
manacus_vitellinus ENSMVIG00005019826
lepidothrix_coronata ENSLCOG00000010278
procavia_capensis ENSPCAG00000011466
loxodonta_africana ENSLAFG00000007463
echinops_telfairi ENSETEG00000008465
choloepus_hoffmanni ENSCHOG00000005827
dasypus_novemcinctus ENSDNOG00000010072
homo_sapiens ENSG00000134460
gorilla_gorilla ENSGGOG00000003527
pan_troglodytes ENSPTRG00000002263
pan_paniscus ENSPPAG00000036839
pongo_abelii ENSPPYG00000002066
nomascus_leucogenys ENSNLEG00000011642
macaca_fascicularis ENSMFAG00000031840
macaca_nemestrina ENSMNEG00000040735
macaca_mulatta ENSMMUG00000015151
cercocebus_atys ENSCATG00000020067
mandrillus_leucophaeus ENSMLEG00000036947
papio_anubis ENSPANG00000023431
theropithecus_gelada ENSTGEG00000024378
chlorocebus_sabaeus ENSCSAG00000013618
rhinopithecus_bieti ENSRBIG00000036578
rhinopithecus_roxellana ENSRROG00000032652
piliocolobus_tephrosceles ENSPTEG00000023914
colobus_angolensis_palliatus ENSCANG00000032498
cebus_capucinus ENSCCAG00000037004
saimiri_boliviensis_boliviensis ENSSBOG00000025577
callithrix_jacchus ENSCJAG00000041838
aotus_nancymaae ENSANAG00000030814
carlito_syrichta ENSTSYG00000014004
prolemur_simus ENSPSMG00000009695
microcebus_murinus ENSMICG00000043529
propithecus_coquereli ENSPCOG00000015528
otolemur_garnettii ENSOGAG00000015685
tupaia_belangeri ENSTBEG00000014658
dipodomys_ordii ENSDORG00000006143
castor_canadensis ENSCCNG00000023960
cricetulus_griseus_crigri ENSCGRG00000010092
cricetulus_griseus_chok1gshd ENSCGRG00001018300
cricetulus_griseus_crigri-picr ENSCGRG00015016261
mesocricetus_auratus ENSMAUG00000020337
peromyscus_maniculatus_bairdii ENSPEMG00000012027
microtus_ochrogaster ENSMOCG00000022031
mus_spicilegus ENSMSIG00000026067
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024093
mus_musculus ENSMUSG00000026770
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023176
mus_pahari MGP_PahariEiJ_G0019235
rattus_norvegicus ENSRNOG00000047647
meriones_unguiculatus ENSMUGG00000000502
nannospalax_galili ENSNGAG00000011348
urocitellus_parryii ENSUPAG00010000435
marmota_marmota_marmota ENSMMMG00000015572
ictidomys_tridecemlineatus ENSSTOG00000027810
spermophilus_dauricus ENSSDAG00000024894
chinchilla_lanigera ENSCLAG00000017080
cavia_porcellus ENSCPOG00000005676
octodon_degus ENSODEG00000004354
heterocephalus_glaber_female ENSHGLG00000009500
heterocephalus_glaber_male ENSHGLG00100011396
oryctolagus_cuniculus ENSOCUG00000026402
oryctolagus_cuniculus ENSOCUG00000022539
ochotona_princeps ENSOPRG00000002976
pteropus_vampyrus ENSPVAG00000015498
myotis_lucifugus ENSMLUG00000004804
equus_caballus ENSECAG00000018057
equus_asinus_asinus ENSEASG00005019197
vicugna_pacos ENSVPAG00000005494
sus_scrofa ENSSSCG00000022849
ovis_aries ENSOARG00000012860
capra_hircus ENSCHIG00000009532
bos_mutus ENSBMUG00000001261
bos_taurus ENSBTAG00000020892
bison_bison_bison ENSBBBG00000001074
tursiops_truncatus ENSTTRG00000001342
ursus_maritimus ENSUMAG00000012232
ursus_americanus ENSUAMG00000007289
ailuropoda_melanoleuca ENSAMEG00000002102
mustela_putorius_furo ENSMPUG00000016356
neovison_vison ENSNVIG00000009583
canis_lupus_dingo ENSCAFG00020005404
canis_lupus_familiaris ENSCAFG00000005210
vulpes_vulpes ENSVVUG00000006813
panthera_pardus ENSPPRG00000010327
panthera_tigris_altaica ENSPTIG00000006574
felis_catus ENSFCAG00000005794
phascolarctos_cinereus ENSPCIG00000023463
sarcophilus_harrisii ENSSHAG00000010875
ornithorhynchus_anatinus ENSOANG00000015456
