mola_mola ENSMMOG00000008476
takifugu_rubripes ENSTRUG00000009415
cynoglossus_semilaevis ENSCSEG00000011061
labrus_bergylta ENSLBEG00000027866
gasterosteus_aculeatus ENSGACG00000006397
hippocampus_comes ENSHCOG00000013476
mastacembelus_armatus ENSMAMG00000024041
monopterus_albus ENSMALG00000019406
anabas_testudineus ENSATEG00000024290
seriola_dumerili ENSSDUG00000013766
seriola_lalandi_dorsalis ENSSLDG00000020339
xiphophorus_couchianus ENSXCOG00000016212
gambusia_affinis ENSGAFG00000000170
xiphophorus_maculatus ENSXMAG00000000755
poecilia_formosa ENSPFOG00000017822
poecilia_mexicana ENSPMEG00000011355
poecilia_latipinna ENSPLAG00000016979
poecilia_reticulata ENSPREG00000011646
cyprinodon_variegatus ENSCVAG00000022327
fundulus_heteroclitus ENSFHEG00000004850
kryptolebias_marmoratus ENSKMAG00000020433
oryzias_latipes ENSORLG00020022672
oryzias_latipes ENSORLG00000005340
oryzias_latipes_asm223469v1 ENSORLG00015005683
oryzias_melastigma ENSOMEG00000014693
haplochromis_burtoni ENSHBUG00000017273
pundamilia_nyererei ENSPNYG00000010436
maylandia_zebra ENSMZEG00005006385
astatotilapia_calliptera ENSACLG00000018439
neolamprologus_brichardi ENSNBRG00000008371
oreochromis_niloticus ENSONIG00000007162
amphilophus_citrinellus ENSACIG00000021266
amphiprion_percula ENSAPEG00000016234
amphiprion_ocellaris ENSAOCG00000002147
acanthochromis_polyacanthus ENSAPOG00000007159
stegastes_partitus ENSSPAG00000021147
periophthalmus_magnuspinnatus ENSPMGG00000021558
gadus_morhua ENSGMOG00000004282
esox_lucius ENSELUG00000007243
pygocentrus_nattereri ENSPNAG00000012267
astyanax_mexicanus ENSAMXG00000019455
ictalurus_punctatus ENSIPUG00000000497
danio_rerio ENSDARG00000016494
paramormyrops_kingsleyae ENSPKIG00000012496
scleropages_formosus ENSSFOG00015002454
lepisosteus_oculatus ENSLOCG00000000998
latimeria_chalumnae ENSLACG00000009158
latimeria_chalumnae ENSLACG00000004956
xenopus_tropicalis ENSXETG00000004961
anser_brachyrhynchus ENSABRG00000021018
anas_platyrhynchos_platyrhynchos ENSAPLG00000003245
gallus_gallus ENSGALG00000013094
coturnix_japonica ENSCJPG00005014889
meleagris_gallopavo ENSMGAG00000006497
numida_meleagris ENSNMEG00000008023
lepidothrix_coronata ENSLCOG00000006046
manacus_vitellinus ENSMVIG00005004820
taeniopygia_guttata ENSTGUG00000007930
lonchura_striata_domestica ENSLSDG00000015679
serinus_canaria ENSSCAG00000005463
junco_hyemalis ENSJHYG00000012179
zonotrichia_albicollis ENSZALG00000017958
ficedula_albicollis ENSFALG00000007523
cyanistes_caeruleus ENSCCEG00000014134
parus_major ENSPMJG00000002903
calidris_pugnax ENSCPUG00000015363
calidris_pygmaea ENSCPGG00000001135
apteryx_owenii ENSAOWG00000008338
apteryx_haastii ENSAHAG00000003015
apteryx_rowi ENSARWG00000002904
dromaius_novaehollandiae ENSDNVG00000002688
nothoprocta_perdicaria ENSNPEG00000013043
melopsittacus_undulatus ENSMUNG00000002062
crocodylus_porosus ENSCPRG00005014640
gopherus_agassizii ENSGAGG00000011679
chelonoidis_abingdonii ENSCABG00000006090
chrysemys_picta_bellii ENSCPBG00000016471
pelodiscus_sinensis ENSPSIG00000016723
anolis_carolinensis ENSACAG00000008272
pogona_vitticeps ENSPVIG00000000401
notechis_scutatus ENSNSUG00000005736
salvator_merianae ENSSMRG00000009907
sphenodon_punctatus ENSSPUG00000016282
phascolarctos_cinereus ENSPCIG00000012528
notamacropus_eugenii ENSMEUG00000009841
sarcophilus_harrisii ENSSHAG00000016359
monodelphis_domestica ENSMODG00000009255
ornithorhynchus_anatinus ENSOANG00000000284
castor_canadensis ENSCCNG00000021732
dipodomys_ordii ENSDORG00000015502
mus_spicilegus ENSMSIG00000010295
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016940
mus_musculus ENSMUSG00000020182
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016098
mus_pahari MGP_PahariEiJ_G0016793
rattus_norvegicus ENSRNOG00000004327
meriones_unguiculatus ENSMUGG00000017726
peromyscus_maniculatus_bairdii ENSPEMG00000006473
microtus_ochrogaster ENSMOCG00000014117
cricetulus_griseus_crigri ENSCGRG00000007012
cricetulus_griseus_chok1gshd ENSCGRG00001020321
cricetulus_griseus_crigri-picr ENSCGRG00015028029
mesocricetus_auratus ENSMAUG00000016145
nannospalax_galili ENSNGAG00000013414
jaculus_jaculus ENSJJAG00000022528
urocitellus_parryii ENSUPAG00010021332
ictidomys_tridecemlineatus ENSSTOG00000003606
spermophilus_dauricus ENSSDAG00000024414
marmota_marmota_marmota ENSMMMG00000015645
tupaia_belangeri ENSTBEG00000004240
saimiri_boliviensis_boliviensis ENSSBOG00000031737
callithrix_jacchus ENSCJAG00000011007
cebus_capucinus ENSCCAG00000029242
