paramormyrops_kingsleyae ENSPKIG00000018274
scleropages_formosus ENSSFOG00015006024
pygocentrus_nattereri ENSPNAG00000016003
astyanax_mexicanus ENSAMXG00000035970
danio_rerio ENSDARG00000069503
gambusia_affinis ENSGAFG00000001560
xiphophorus_maculatus ENSXMAG00000007319
poecilia_formosa ENSPFOG00000020221
oryzias_melastigma ENSOMEG00000009391
oryzias_melastigma ENSOMEG00000009292
oryzias_melastigma ENSOMEG00000000234
oryzias_melastigma ENSOMEG00000009310
oryzias_latipes ENSORLG00020016679
oryzias_latipes ENSORLG00000002898
oryzias_latipes_asm223469v1 ENSORLG00015000753
oryzias_latipes_asm223469v1 ENSORLG00015021812
oryzias_latipes ENSORLG00000030451
oryzias_latipes ENSORLG00020016672
pundamilia_nyererei ENSPNYG00000018855
astatotilapia_calliptera ENSACLG00000006823
maylandia_zebra ENSMZEG00005024851
haplochromis_burtoni ENSHBUG00000006266
neolamprologus_brichardi ENSNBRG00000001807
kryptolebias_marmoratus ENSKMAG00000006214
kryptolebias_marmoratus ENSKMAG00000006131
kryptolebias_marmoratus ENSKMAG00000006190
xiphophorus_couchianus ENSXCOG00000009201
poecilia_reticulata ENSPREG00000009246
amphiprion_percula ENSAPEG00000017664
amphiprion_ocellaris ENSAOCG00000006381
acanthochromis_polyacanthus ENSAPOG00000022608
mola_mola ENSMMOG00000013100
gasterosteus_aculeatus ENSGACG00000020498
seriola_dumerili ENSSDUG00000017442
seriola_lalandi_dorsalis ENSSLDG00000015403
monopterus_albus ENSMALG00000001018
amphiprion_ocellaris ENSAOCG00000006390
acanthochromis_polyacanthus ENSAPOG00000022697
labrus_bergylta ENSLBEG00000028156
anabas_testudineus ENSATEG00000007564
scophthalmus_maximus ENSSMAG00000001485
cynoglossus_semilaevis ENSCSEG00000018449
periophthalmus_magnuspinnatus ENSPMGG00000009962
poecilia_mexicana ENSPMEG00000013874
poecilia_latipinna ENSPLAG00000017944
cyprinodon_variegatus ENSCVAG00000006162
oryzias_latipes ENSORLG00020016661
oryzias_latipes ENSORLG00000002912
oryzias_latipes_asm223469v1 ENSORLG00015021726
oryzias_melastigma ENSOMEG00000009447
mastacembelus_armatus ENSMAMG00000020869
takifugu_rubripes ENSTRUG00000009962
tetraodon_nigroviridis ENSTNIG00000016116
gadus_morhua ENSGMOG00000020245
esox_lucius ENSELUG00000024152
esox_lucius ENSELUG00000024085
periophthalmus_magnuspinnatus ENSPMGG00000005405
lepisosteus_oculatus ENSLOCG00000017427
