loxodonta_africana ENSLAFG00000008195
echinops_telfairi ENSETEG00000014829
choloepus_hoffmanni ENSCHOG00000007536
dasypus_novemcinctus ENSDNOG00000037840
bos_mutus ENSBMUG00000007110
bos_taurus ENSBTAG00000054246
bison_bison_bison ENSBBBG00000008188
ovis_aries ENSOARG00000012294
capra_hircus ENSCHIG00000016475
sus_scrofa ENSSSCG00000015008
tursiops_truncatus ENSTTRG00000006065
vicugna_pacos ENSVPAG00000003234
pteropus_vampyrus ENSPVAG00000016406
equus_asinus_asinus ENSEASG00005010115
equus_caballus ENSECAG00000023635
ailuropoda_melanoleuca ENSAMEG00000016740
ursus_maritimus ENSUMAG00000007388
neovison_vison ENSNVIG00000024478
canis_lupus_dingo ENSCAFG00020007145
canis_lupus_familiaris ENSCAFG00000014425
vulpes_vulpes ENSVVUG00000015456
panthera_pardus ENSPPRG00000002213
panthera_tigris_altaica ENSPTIG00000010562
felis_catus ENSFCAG00000028849
erinaceus_europaeus ENSEEUG00000008706
sorex_araneus ENSSARG00000005936
colobus_angolensis_palliatus ENSCANG00000028759
piliocolobus_tephrosceles ENSPTEG00000029206
rhinopithecus_roxellana ENSRROG00000042578
rhinopithecus_bieti ENSRBIG00000037574
cercocebus_atys ENSCATG00000042226
mandrillus_leucophaeus ENSMLEG00000036417
macaca_fascicularis ENSMFAG00000042308
macaca_mulatta ENSMMUG00000020167
macaca_nemestrina ENSMNEG00000031879
theropithecus_gelada ENSTGEG00000016330
chlorocebus_sabaeus ENSCSAG00000002961
pan_troglodytes ENSPTRG00000004252
pan_paniscus ENSPPAG00000031914
homo_sapiens ENSG00000166323
pongo_abelii ENSPPYG00000003846
nomascus_leucogenys ENSNLEG00000007234
saimiri_boliviensis_boliviensis ENSSBOG00000033968
cebus_capucinus ENSCCAG00000036769
callithrix_jacchus ENSCJAG00000010238
aotus_nancymaae ENSANAG00000031891
carlito_syrichta ENSTSYG00000001893
propithecus_coquereli ENSPCOG00000016836
prolemur_simus ENSPSMG00000011473
microcebus_murinus ENSMICG00000003461
otolemur_garnettii ENSOGAG00000010944
tupaia_belangeri ENSTBEG00000003732
peromyscus_maniculatus_bairdii ENSPEMG00000012072
microtus_ochrogaster ENSMOCG00000012412
cricetulus_griseus_crigri ENSCGRG00000000332
cricetulus_griseus_chok1gshd ENSCGRG00001024526
cricetulus_griseus_crigri-picr ENSCGRG00015026568
mesocricetus_auratus ENSMAUG00000021850
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033355
mus_spicilegus ENSMSIG00000002342
mus_musculus ENSMUSG00000005131
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032215
mus_pahari MGP_PahariEiJ_G0015083
rattus_norvegicus ENSRNOG00000007266
meriones_unguiculatus ENSMUGG00000007121
nannospalax_galili ENSNGAG00000000140
jaculus_jaculus ENSJJAG00000015326
castor_canadensis ENSCCNG00000021240
dipodomys_ordii ENSDORG00000005437
spermophilus_dauricus ENSSDAG00000011400
urocitellus_parryii ENSUPAG00010008566
ictidomys_tridecemlineatus ENSSTOG00000004513
heterocephalus_glaber_female ENSHGLG00000009997
heterocephalus_glaber_male ENSHGLG00100010410
fukomys_damarensis ENSFDAG00000021138
chinchilla_lanigera ENSCLAG00000011009
octodon_degus ENSODEG00000010746
cavia_porcellus ENSCPOG00000007853
cavia_aperea ENSCAPG00000005374
oryctolagus_cuniculus ENSOCUG00000000044
ochotona_princeps ENSOPRG00000008130
phascolarctos_cinereus ENSPCIG00000002822
sarcophilus_harrisii ENSSHAG00000010519
monodelphis_domestica ENSMODG00000014615
ornithorhynchus_anatinus ENSOANG00000030303
pogona_vitticeps ENSPVIG00000014695
salvator_merianae ENSSMRG00000010904
sphenodon_punctatus ENSSPUG00000017572
apteryx_rowi ENSARWG00000016970
apteryx_haastii ENSAHAG00000012504
nothoprocta_perdicaria ENSNPEG00000006875
stegastes_partitus ENSSPAG00000023592
amphiprion_ocellaris ENSAOCG00000010514
maylandia_zebra ENSMZEG00005011742
astatotilapia_calliptera ENSACLG00000016042
pundamilia_nyererei ENSPNYG00000013425
haplochromis_burtoni ENSHBUG00000019309
neolamprologus_brichardi ENSNBRG00000023998
oreochromis_niloticus ENSONIG00000008084
poecilia_mexicana ENSPMEG00000010164
poecilia_formosa ENSPFOG00000007515
poecilia_latipinna ENSPLAG00000022584
poecilia_reticulata ENSPREG00000010930
xiphophorus_maculatus ENSXMAG00000027202
xiphophorus_maculatus ENSXMAG00000025557
fundulus_heteroclitus ENSFHEG00000019734
kryptolebias_marmoratus ENSKMAG00000018603
scophthalmus_maximus ENSSMAG00000020197
seriola_dumerili ENSSDUG00000007200
gasterosteus_aculeatus ENSGACG00000002156
anabas_testudineus ENSATEG00000020344
