mola_mola ENSMMOG00000017132
takifugu_rubripes ENSTRUG00000020467
labrus_bergylta ENSLBEG00000010146
gasterosteus_aculeatus ENSGACG00000016154
scophthalmus_maximus ENSSMAG00000009390
cynoglossus_semilaevis ENSCSEG00000010192
seriola_dumerili ENSSDUG00000008750
seriola_lalandi_dorsalis ENSSLDG00000020092
mastacembelus_armatus ENSMAMG00000001510
monopterus_albus ENSMALG00000007183
anabas_testudineus ENSATEG00000021447
haplochromis_burtoni ENSHBUG00000014421
astatotilapia_calliptera ENSACLG00000012623
pundamilia_nyererei ENSPNYG00000020467
maylandia_zebra ENSMZEG00005009789
neolamprologus_brichardi ENSNBRG00000005714
amphilophus_citrinellus ENSACIG00000019182
oryzias_latipes ENSORLG00020010113
oryzias_latipes ENSORLG00000021929
oryzias_latipes_asm223469v1 ENSORLG00015004918
oryzias_melastigma ENSOMEG00000010000
fundulus_heteroclitus ENSFHEG00000000382
fundulus_heteroclitus ENSFHEG00000000367
cyprinodon_variegatus ENSCVAG00000007968
xiphophorus_maculatus ENSXMAG00000019973
xiphophorus_couchianus ENSXCOG00000007625
poecilia_latipinna ENSPLAG00000011921
poecilia_reticulata ENSPREG00000004262
poecilia_mexicana ENSPMEG00000004278
poecilia_formosa ENSPFOG00000020075
gambusia_affinis ENSGAFG00000011241
hippocampus_comes ENSHCOG00000004676
periophthalmus_magnuspinnatus ENSPMGG00000009179
gadus_morhua ENSGMOG00000011788
esox_lucius ENSELUG00000004774
