sphenodon_punctatus ENSSPUG00000014535
notechis_scutatus ENSNSUG00000004720
lonchura_striata_domestica ENSLSDG00000007977
parus_major ENSPMJG00000010634
gallus_gallus ENSGALG00000054412
coturnix_japonica ENSCJPG00005005750
numida_meleagris ENSNMEG00000012032
vulpes_vulpes ENSVVUG00000025073
ursus_americanus ENSUAMG00000010191
bos_taurus ENSBTAG00000048589
bos_mutus ENSBMUG00000014783
bison_bison_bison ENSBBBG00000021086
capra_hircus ENSCHIG00000011958
cricetulus_griseus_crigri ENSCGRG00000001088
