petromyzon_marinus ENSPMAG00000006473
eptatretus_burgeri ENSEBUG00000014104
pogona_vitticeps ENSPVIG00000017858
anolis_carolinensis ENSACAG00000009825
notechis_scutatus ENSNSUG00000006624
salvator_merianae ENSSMRG00000008849
sphenodon_punctatus ENSSPUG00000004312
apteryx_owenii ENSAOWG00000016451
apteryx_haastii ENSAHAG00000015931
apteryx_rowi ENSARWG00000017391
dromaius_novaehollandiae ENSDNVG00000013004
nothoprocta_perdicaria ENSNPEG00000014550
cyanistes_caeruleus ENSCCEG00000022572
parus_major ENSPMJG00000017433
ficedula_albicollis ENSFALG00000013758
zonotrichia_albicollis ENSZALG00000005283
junco_hyemalis ENSJHYG00000004748
serinus_canaria ENSSCAG00000008821
taeniopygia_guttata ENSTGUG00000007283
lonchura_striata_domestica ENSLSDG00000007211
lepidothrix_coronata ENSLCOG00000012759
manacus_vitellinus ENSMVIG00005015076
melopsittacus_undulatus ENSMUNG00000008529
calidris_pugnax ENSCPUG00000010602
calidris_pygmaea ENSCPGG00000003167
anser_brachyrhynchus ENSABRG00000015555
anas_platyrhynchos_platyrhynchos ENSAPLG00000008088
gallus_gallus ENSGALG00000004916
meleagris_gallopavo ENSMGAG00000004606
coturnix_japonica ENSCJPG00005002545
numida_meleagris ENSNMEG00000009737
crocodylus_porosus ENSCPRG00005015978
gopherus_agassizii ENSGAGG00000007506
chelonoidis_abingdonii ENSCABG00000021625
chrysemys_picta_bellii ENSCPBG00000020958
pelodiscus_sinensis ENSPSIG00000010972
phascolarctos_cinereus ENSPCIG00000027363
notamacropus_eugenii ENSMEUG00000003323
sarcophilus_harrisii ENSSHAG00000008492
monodelphis_domestica ENSMODG00000014045
cricetulus_griseus_crigri-picr ENSCGRG00015016782
cricetulus_griseus_crigri ENSCGRG00000004204
cricetulus_griseus_chok1gshd ENSCGRG00001018383
mesocricetus_auratus ENSMAUG00000014975
microtus_ochrogaster ENSMOCG00000017912
peromyscus_maniculatus_bairdii ENSPEMG00000006285
mus_spicilegus ENSMSIG00000019824
mus_musculus ENSMUSG00000056598
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017288
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016453
mus_pahari MGP_PahariEiJ_G0017583
rattus_norvegicus ENSRNOG00000021303
meriones_unguiculatus ENSMUGG00000009129
nannospalax_galili ENSNGAG00000011790
jaculus_jaculus ENSJJAG00000012470
urocitellus_parryii ENSUPAG00010014914
ictidomys_tridecemlineatus ENSSTOG00000014957
marmota_marmota_marmota ENSMMMG00000009109
spermophilus_dauricus ENSSDAG00000022884
spermophilus_dauricus ENSSDAG00000022909
castor_canadensis ENSCCNG00000021276
dipodomys_ordii ENSDORG00000016478
