ursus_americanus ENSUAMG00000024023
ailuropoda_melanoleuca ENSAMEG00000016528
canis_lupus_dingo ENSCAFG00020004660
canis_lupus_familiaris ENSCAFG00000011844
vulpes_vulpes ENSVVUG00000029132
neovison_vison ENSNVIG00000000029
mustela_putorius_furo ENSMPUG00000006240
panthera_pardus ENSPPRG00000009555
felis_catus ENSFCAG00000034529
equus_asinus_asinus ENSEASG00005011921
equus_caballus ENSECAG00000012935
pteropus_vampyrus ENSPVAG00000007699
myotis_lucifugus ENSMLUG00000009640
erinaceus_europaeus ENSEEUG00000005171
sorex_araneus ENSSARG00000010505
capra_hircus ENSCHIG00000025139
ovis_aries ENSOARG00000019240
bison_bison_bison ENSBBBG00000005820
bos_mutus ENSBMUG00000024745
bos_taurus ENSBTAG00000001871
tursiops_truncatus ENSTTRG00000008616
sus_scrofa ENSSSCG00000002010
vicugna_pacos ENSVPAG00000000025
chinchilla_lanigera ENSCLAG00000009966
cavia_porcellus ENSCPOG00000031682
octodon_degus ENSODEG00000002799
heterocephalus_glaber_male ENSHGLG00100018389
heterocephalus_glaber_female ENSHGLG00000003953
fukomys_damarensis ENSFDAG00000005580
ictidomys_tridecemlineatus ENSSTOG00000021648
urocitellus_parryii ENSUPAG00010009985
marmota_marmota_marmota ENSMMMG00000012717
castor_canadensis ENSCCNG00000005908
castor_canadensis ENSCCNG00000031388
dipodomys_ordii ENSDORG00000030022
mus_musculus ENSMUSG00000040632
mus_spicilegus ENSMSIG00000014627
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020183
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019294
mus_pahari MGP_PahariEiJ_G0030311
rattus_norvegicus ENSRNOG00000018528
meriones_unguiculatus ENSMUGG00000008390
cricetulus_griseus_crigri-picr ENSCGRG00015018418
cricetulus_griseus_chok1gshd ENSCGRG00001021888
cricetulus_griseus_crigri ENSCGRG00000012404
mesocricetus_auratus ENSMAUG00000011630
microtus_ochrogaster ENSMOCG00000007332
peromyscus_maniculatus_bairdii ENSPEMG00000030339
nannospalax_galili ENSNGAG00000014391
jaculus_jaculus ENSJJAG00000022974
tupaia_belangeri ENSTBEG00000009042
prolemur_simus ENSPSMG00000016279
microcebus_murinus ENSMICG00000043659
propithecus_coquereli ENSPCOG00000015749
otolemur_garnettii ENSOGAG00000025982
pan_troglodytes ENSPTRG00000006190
pan_paniscus ENSPPAG00000031712
homo_sapiens ENSG00000129535
gorilla_gorilla ENSGGOG00000015980
pongo_abelii ENSPPYG00000005678
nomascus_leucogenys ENSNLEG00000015184
rhinopithecus_bieti ENSRBIG00000027741
rhinopithecus_roxellana ENSRROG00000023819
piliocolobus_tephrosceles ENSPTEG00000019203
macaca_fascicularis ENSMFAG00000044677
macaca_nemestrina ENSMNEG00000010252
macaca_mulatta ENSMMUG00000007361
theropithecus_gelada ENSTGEG00000021275
papio_anubis ENSPANG00000015719
cercocebus_atys ENSCATG00000039460
chlorocebus_sabaeus ENSCSAG00000016205
callithrix_jacchus ENSCJAG00000023219
cebus_capucinus ENSCCAG00000013760
aotus_nancymaae ENSANAG00000015199
colobus_angolensis_palliatus ENSCANG00000039727
mandrillus_leucophaeus ENSMLEG00000037923
saimiri_boliviensis_boliviensis ENSSBOG00000035747
carlito_syrichta ENSTSYG00000003560
panthera_tigris_altaica ENSPTIG00000021828
choloepus_hoffmanni ENSCHOG00000008389
oryctolagus_cuniculus ENSOCUG00000029347
ochotona_princeps ENSOPRG00000000256
dasypus_novemcinctus ENSDNOG00000043996
loxodonta_africana ENSLAFG00000015806
procavia_capensis ENSPCAG00000015036
notamacropus_eugenii ENSMEUG00000007634
phascolarctos_cinereus ENSPCIG00000010771
sarcophilus_harrisii ENSSHAG00000016617
monodelphis_domestica ENSMODG00000003609
