tetraodon_nigroviridis ENSTNIG00000007064
takifugu_rubripes ENSTRUG00000014417
gasterosteus_aculeatus ENSGACG00000006641
cynoglossus_semilaevis ENSCSEG00000010658
mola_mola ENSMMOG00000010372
labrus_bergylta ENSLBEG00000014988
seriola_lalandi_dorsalis ENSSLDG00000001806
seriola_dumerili ENSSDUG00000018832
scophthalmus_maximus ENSSMAG00000012758
mastacembelus_armatus ENSMAMG00000010257
monopterus_albus ENSMALG00000009788
anabas_testudineus ENSATEG00000025013
xiphophorus_maculatus ENSXMAG00000017840
xiphophorus_couchianus ENSXCOG00000013800
gambusia_affinis ENSGAFG00000013351
poecilia_formosa ENSPFOG00000007503
poecilia_latipinna ENSPLAG00000017665
poecilia_mexicana ENSPMEG00000007784
poecilia_reticulata ENSPREG00000007827
cyprinodon_variegatus ENSCVAG00000009812
fundulus_heteroclitus ENSFHEG00000016121
kryptolebias_marmoratus ENSKMAG00000012155
oryzias_latipes ENSORLG00020017736
oryzias_latipes ENSORLG00000005215
oryzias_latipes_asm223469v1 ENSORLG00015013214
oryzias_melastigma ENSOMEG00000018841
maylandia_zebra ENSMZEG00005006905
haplochromis_burtoni ENSHBUG00000018645
pundamilia_nyererei ENSPNYG00000014107
astatotilapia_calliptera ENSACLG00000018596
neolamprologus_brichardi ENSNBRG00000003986
oreochromis_niloticus ENSONIG00000005114
amphilophus_citrinellus ENSACIG00000016758
amphiprion_ocellaris ENSAOCG00000005189
amphiprion_percula ENSAPEG00000008382
acanthochromis_polyacanthus ENSAPOG00000019907
stegastes_partitus ENSSPAG00000022795
hippocampus_comes ENSHCOG00000001032
periophthalmus_magnuspinnatus ENSPMGG00000014958
gadus_morhua ENSGMOG00000001278
esox_lucius ENSELUG00000010613
pygocentrus_nattereri ENSPNAG00000016870
astyanax_mexicanus ENSAMXG00000029881
ictalurus_punctatus ENSIPUG00000024425
danio_rerio ENSDARG00000019516
scleropages_formosus ENSSFOG00015010799
paramormyrops_kingsleyae ENSPKIG00000002485
lepisosteus_oculatus ENSLOCG00000005679
loxodonta_africana ENSLAFG00000013129
procavia_capensis ENSPCAG00000012545
echinops_telfairi ENSETEG00000015121
oryctolagus_cuniculus ENSOCUG00000003811
ochotona_princeps ENSOPRG00000015704
carlito_syrichta ENSTSYG00000027614
propithecus_coquereli ENSPCOG00000014948
microcebus_murinus ENSMICG00000038102
prolemur_simus ENSPSMG00000019647
otolemur_garnettii ENSOGAG00000032371
pan_paniscus ENSPPAG00000031590
pan_troglodytes ENSPTRG00000050925
homo_sapiens ENSG00000170374
gorilla_gorilla ENSGGOG00000015818
nomascus_leucogenys ENSNLEG00000017701
piliocolobus_tephrosceles ENSPTEG00000036988
colobus_angolensis_palliatus ENSCANG00000031547
rhinopithecus_roxellana ENSRROG00000029296
rhinopithecus_bieti ENSRBIG00000039181
macaca_mulatta ENSMMUG00000022039
macaca_fascicularis ENSMFAG00000000985
macaca_nemestrina ENSMNEG00000030296
mandrillus_leucophaeus ENSMLEG00000029733
cercocebus_atys ENSCATG00000035712
papio_anubis ENSPANG00000014421
theropithecus_gelada ENSTGEG00000008467
chlorocebus_sabaeus ENSCSAG00000019258
saimiri_boliviensis_boliviensis ENSSBOG00000034582
callithrix_jacchus ENSCJAG00000018549
cebus_capucinus ENSCCAG00000032917
aotus_nancymaae ENSANAG00000020784
cavia_aperea ENSCAPG00000006670
cavia_porcellus ENSCPOG00000035057
octodon_degus ENSODEG00000013161
chinchilla_lanigera ENSCLAG00000012354
heterocephalus_glaber_female ENSHGLG00000000980
heterocephalus_glaber_male ENSHGLG00100009900
fukomys_damarensis ENSFDAG00000010885
urocitellus_parryii ENSUPAG00010020894
ictidomys_tridecemlineatus ENSSTOG00000025061
spermophilus_dauricus ENSSDAG00000009289
marmota_marmota_marmota ENSMMMG00000002774
castor_canadensis ENSCCNG00000021294
dipodomys_ordii ENSDORG00000028171
mus_spicilegus ENSMSIG00000025533
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021242
mus_musculus ENSMUSG00000060284
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020349
mus_pahari MGP_PahariEiJ_G0020348
rattus_norvegicus ENSRNOG00000014082
meriones_unguiculatus ENSMUGG00000014543
cricetulus_griseus_chok1gshd ENSCGRG00001012000
cricetulus_griseus_crigri ENSCGRG00000003776
cricetulus_griseus_crigri-picr ENSCGRG00015028653
mesocricetus_auratus ENSMAUG00000010687
peromyscus_maniculatus_bairdii ENSPEMG00000006882
microtus_ochrogaster ENSMOCG00000004740
nannospalax_galili ENSNGAG00000023698
jaculus_jaculus ENSJJAG00000016003
bos_taurus ENSBTAG00000033292
bos_mutus ENSBMUG00000022156
bison_bison_bison ENSBBBG00000005289
capra_hircus ENSCHIG00000026953
tursiops_truncatus ENSTTRG00000002784
sus_scrofa ENSSSCG00000034328
panthera_pardus ENSPPRG00000009172
panthera_tigris_altaica ENSPTIG00000018235
felis_catus ENSFCAG00000030976
mustela_putorius_furo ENSMPUG00000006036
neovison_vison ENSNVIG00000001314
canis_lupus_familiaris ENSCAFG00000025559
vulpes_vulpes ENSVVUG00000028120
ursus_americanus ENSUAMG00000008190
ursus_maritimus ENSUMAG00000010381
ailuropoda_melanoleuca ENSAMEG00000019390
equus_asinus_asinus ENSEASG00005010017
equus_caballus ENSECAG00000020140
pteropus_vampyrus ENSPVAG00000012279
dasypus_novemcinctus ENSDNOG00000013009
phascolarctos_cinereus ENSPCIG00000006646
sarcophilus_harrisii ENSSHAG00000005844
anser_brachyrhynchus ENSABRG00000013768
anas_platyrhynchos_platyrhynchos ENSAPLG00000026205
gallus_gallus ENSGALG00000050811
junco_hyemalis ENSJHYG00000015629
lonchura_striata_domestica ENSLSDG00000003882
parus_major ENSPMJG00000000660
lepidothrix_coronata ENSLCOG00000001607
calidris_pygmaea ENSCPGG00000017178
xenopus_tropicalis ENSXETG00000012663
gopherus_agassizii ENSGAGG00000017724
chelonoidis_abingdonii ENSCABG00000004773
chrysemys_picta_bellii ENSCPBG00000001726
pelodiscus_sinensis ENSPSIG00000001445
crocodylus_porosus ENSCPRG00005006987
pogona_vitticeps ENSPVIG00000006941
anolis_carolinensis ENSACAG00000000606
notechis_scutatus ENSNSUG00000003038
salvator_merianae ENSSMRG00000003860
latimeria_chalumnae ENSLACG00000013206
cynoglossus_semilaevis ENSCSEG00000010614
caenorhabditis_elegans_strain_n2 WBGene00009743
