microcebus_murinus ENSMICG00000012027
propithecus_coquereli ENSPCOG00000020733
prolemur_simus ENSPSMG00000018877
carlito_syrichta ENSTSYG00000027394
mus_musculus ENSMUSG00000029655
mus_spicilegus ENSMSIG00000022244
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029060
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028062
mus_pahari MGP_PahariEiJ_G0024628
rattus_norvegicus ENSRNOG00000001108
peromyscus_maniculatus_bairdii ENSPEMG00000010796
microtus_ochrogaster ENSMOCG00000017238
cricetulus_griseus_chok1gshd ENSCGRG00001023249
cricetulus_griseus_crigri-picr ENSCGRG00015018572
cricetulus_griseus_crigri ENSCGRG00000017096
mesocricetus_auratus ENSMAUG00000011937
castor_canadensis ENSCCNG00000020003
urocitellus_parryii ENSUPAG00010008586
spermophilus_dauricus ENSSDAG00000023602
marmota_marmota_marmota ENSMMMG00000022165
fukomys_damarensis ENSFDAG00000004826
octodon_degus ENSODEG00000006521
jaculus_jaculus ENSJJAG00000007334
cavia_aperea ENSCAPG00000012001
nannospalax_galili ENSNGAG00000023894
dipodomys_ordii ENSDORG00000023870
cavia_porcellus ENSCPOG00000038887
chinchilla_lanigera ENSCLAG00000004607
heterocephalus_glaber_female ENSHGLG00000006416
heterocephalus_glaber_male ENSHGLG00100017092
ictidomys_tridecemlineatus ENSSTOG00000030222
oryctolagus_cuniculus ENSOCUG00000008952
pongo_abelii ENSPPYG00000005268
macaca_mulatta ENSMMUG00000007200
callithrix_jacchus ENSCJAG00000018437
saimiri_boliviensis_boliviensis ENSSBOG00000027888
rhinopithecus_roxellana ENSRROG00000027299
macaca_nemestrina ENSMNEG00000035638
saimiri_boliviensis_boliviensis ENSSBOG00000022903
pan_troglodytes ENSPTRG00000005770
nomascus_leucogenys ENSNLEG00000026904
homo_sapiens ENSG00000244754
gorilla_gorilla ENSGGOG00000025225
pan_paniscus ENSPPAG00000040613
piliocolobus_tephrosceles ENSPTEG00000021967
rhinopithecus_bieti ENSRBIG00000009552
colobus_angolensis_palliatus ENSCANG00000035020
papio_anubis ENSPANG00000017987
cercocebus_atys ENSCATG00000035005
macaca_fascicularis ENSMFAG00000007968
mandrillus_leucophaeus ENSMLEG00000037564
chlorocebus_sabaeus ENSCSAG00000017912
theropithecus_gelada ENSTGEG00000022465
aotus_nancymaae ENSANAG00000019223
cebus_capucinus ENSCCAG00000036646
otolemur_garnettii ENSOGAG00000015760
felis_catus ENSFCAG00000022569
panthera_tigris_altaica ENSPTIG00000006468
capra_hircus ENSCHIG00000019989
ovis_aries ENSOARG00000011001
bos_taurus ENSBTAG00000023279
bos_mutus ENSBMUG00000013684
myotis_lucifugus ENSMLUG00000001225
neovison_vison ENSNVIG00000021498
mustela_putorius_furo ENSMPUG00000001920
ursus_maritimus ENSUMAG00000022353
canis_lupus_familiaris ENSCAFG00000006376
canis_lupus_dingo ENSCAFG00020024856
vulpes_vulpes ENSVVUG00000026468
equus_asinus_asinus ENSEASG00005021146
equus_caballus ENSECAG00000016028
loxodonta_africana ENSLAFG00000030456
sarcophilus_harrisii ENSSHAG00000011360
sarcophilus_harrisii ENSSHAG00000000214
monodelphis_domestica ENSMODG00000009531
phascolarctos_cinereus ENSPCIG00000025430
ornithorhynchus_anatinus ENSOANG00000015484
apteryx_haastii ENSAHAG00000011219
apteryx_rowi ENSARWG00000013407
apteryx_owenii ENSAOWG00000012770
dromaius_novaehollandiae ENSDNVG00000004075
nothoprocta_perdicaria ENSNPEG00000010938
calidris_pygmaea ENSCPGG00000009727
calidris_pugnax ENSCPUG00000013248
melopsittacus_undulatus ENSMUNG00000011605
lepidothrix_coronata ENSLCOG00000010515
manacus_vitellinus ENSMVIG00005003354
taeniopygia_guttata ENSTGUG00000015927
taeniopygia_guttata ENSTGUG00000011776
lonchura_striata_domestica ENSLSDG00000017610
serinus_canaria ENSSCAG00000008691
zonotrichia_albicollis ENSZALG00000003959
junco_hyemalis ENSJHYG00000011899
ficedula_albicollis ENSFALG00000008429
cyanistes_caeruleus ENSCCEG00000021756
parus_major ENSPMJG00000015021
anas_platyrhynchos_platyrhynchos ENSAPLG00000030183
anser_brachyrhynchus ENSABRG00000013520
coturnix_japonica ENSCJPG00005020411
gallus_gallus ENSGALG00000017071
numida_meleagris ENSNMEG00000014892
crocodylus_porosus ENSCPRG00005005905
chelonoidis_abingdonii ENSCABG00000021290
gopherus_agassizii ENSGAGG00000023020
chrysemys_picta_bellii ENSCPBG00000003734
anolis_carolinensis ENSACAG00000004509
pogona_vitticeps ENSPVIG00000012970
notechis_scutatus ENSNSUG00000012834
salvator_merianae ENSSMRG00000013088
sphenodon_punctatus ENSSPUG00000014461
phascolarctos_cinereus ENSPCIG00000033534
notamacropus_eugenii ENSMEUG00000011230
echinops_telfairi ENSETEG00000014356
anolis_carolinensis ENSACAG00000024120
pelodiscus_sinensis ENSPSIG00000006247
chelonoidis_abingdonii ENSCABG00000021291
chrysemys_picta_bellii ENSCPBG00000003759
notechis_scutatus ENSNSUG00000012835
latimeria_chalumnae ENSLACG00000009275
mola_mola ENSMMOG00000015856
kryptolebias_marmoratus ENSKMAG00000007664
scophthalmus_maximus ENSSMAG00000006437
gasterosteus_aculeatus ENSGACG00000011499
monopterus_albus ENSMALG00000018448
fundulus_heteroclitus ENSFHEG00000011527
cyprinodon_variegatus ENSCVAG00000012208
poecilia_formosa ENSPFOG00000001585
poecilia_mexicana ENSPMEG00000001754
poecilia_latipinna ENSPLAG00000014954
poecilia_reticulata ENSPREG00000012450
gambusia_affinis ENSGAFG00000020754
xiphophorus_couchianus ENSXCOG00000005469
amphiprion_percula ENSAPEG00000009848
acanthochromis_polyacanthus ENSAPOG00000005054
stegastes_partitus ENSSPAG00000013484
astatotilapia_calliptera ENSACLG00000000330
maylandia_zebra ENSMZEG00005011380
pundamilia_nyererei ENSPNYG00000011747
oreochromis_niloticus ENSONIG00000005525
amphilophus_citrinellus ENSACIG00000004310
oryzias_latipes ENSORLG00020012591
oryzias_latipes ENSORLG00000022813
cynoglossus_semilaevis ENSCSEG00000011096
mastacembelus_armatus ENSMAMG00000010678
seriola_dumerili ENSSDUG00000011357
seriola_lalandi_dorsalis ENSSLDG00000005272
anabas_testudineus ENSATEG00000012703
labrus_bergylta ENSLBEG00000002241
hippocampus_comes ENSHCOG00000011201
gadus_morhua ENSGMOG00000009727
esox_lucius ENSELUG00000007388
pygocentrus_nattereri ENSPNAG00000011775
astyanax_mexicanus ENSAMXG00000011534
danio_rerio ENSDARG00000103507
