castor_canadensis ENSCCNG00000000440
dipodomys_ordii ENSDORG00000005720
mus_spicilegus ENSMSIG00000013300
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024530
mus_musculus ENSMUSG00000034810
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023608
mus_pahari MGP_PahariEiJ_G0025059
rattus_norvegicus ENSRNOG00000029342
meriones_unguiculatus ENSMUGG00000019614
cricetulus_griseus_crigri ENSCGRG00000019375
cricetulus_griseus_chok1gshd ENSCGRG00001018559
cricetulus_griseus_crigri ENSCGRG00000003663
cricetulus_griseus_crigri-picr ENSCGRG00015005524
mesocricetus_auratus ENSMAUG00000001305
microtus_ochrogaster ENSMOCG00000015090
peromyscus_maniculatus_bairdii ENSPEMG00000019127
jaculus_jaculus ENSJJAG00000024222
ictidomys_tridecemlineatus ENSSTOG00000011072
urocitellus_parryii ENSUPAG00010019946
spermophilus_dauricus ENSSDAG00000006784
marmota_marmota_marmota ENSMMMG00000023276
chinchilla_lanigera ENSCLAG00000003279
octodon_degus ENSODEG00000001514
cavia_porcellus ENSCPOG00000014210
cavia_aperea ENSCAPG00000010596
heterocephalus_glaber_female ENSHGLG00000008262
heterocephalus_glaber_male ENSHGLG00100013303
fukomys_damarensis ENSFDAG00000006800
oryctolagus_cuniculus ENSOCUG00000017729
ochotona_princeps ENSOPRG00000005832
nomascus_leucogenys ENSNLEG00000003497
pongo_abelii ENSPPYG00000012900
pan_paniscus ENSPPAG00000030335
pan_troglodytes ENSPTRG00000012599
homo_sapiens ENSG00000136546
gorilla_gorilla ENSGGOG00000002109
cercocebus_atys ENSCATG00000030854
mandrillus_leucophaeus ENSMLEG00000039617
papio_anubis ENSPANG00000013338
theropithecus_gelada ENSTGEG00000015054
macaca_mulatta ENSMMUG00000002297
macaca_fascicularis ENSMFAG00000012357
chlorocebus_sabaeus ENSCSAG00000015365
colobus_angolensis_palliatus ENSCANG00000013357
piliocolobus_tephrosceles ENSPTEG00000035240
rhinopithecus_roxellana ENSRROG00000037525
rhinopithecus_bieti ENSRBIG00000034715
saimiri_boliviensis_boliviensis ENSSBOG00000035538
cebus_capucinus ENSCCAG00000033305
callithrix_jacchus ENSCJAG00000006448
aotus_nancymaae ENSANAG00000023904
carlito_syrichta ENSTSYG00000010722
prolemur_simus ENSPSMG00000021773
microcebus_murinus ENSMICG00000014439
propithecus_coquereli ENSPCOG00000022394
otolemur_garnettii ENSOGAG00000015002
tupaia_belangeri ENSTBEG00000009618
vicugna_pacos ENSVPAG00000007813
sus_scrofa ENSSSCG00000015914
ovis_aries ENSOARG00000004467
capra_hircus ENSCHIG00000018164
bos_mutus ENSBMUG00000007427
bos_taurus ENSBTAG00000019137
bison_bison_bison ENSBBBG00000004390
tursiops_truncatus ENSTTRG00000003838
equus_caballus ENSECAG00000014625
equus_asinus_asinus ENSEASG00005022905
ursus_maritimus ENSUMAG00000013410
ursus_americanus ENSUAMG00000028130
ailuropoda_melanoleuca ENSAMEG00000001312
neovison_vison ENSNVIG00000004718
mustela_putorius_furo ENSMPUG00000000705
canis_lupus_familiaris ENSCAFG00000011648
canis_lupus_dingo ENSCAFG00020001913
vulpes_vulpes ENSVVUG00000016900
panthera_tigris_altaica ENSPTIG00000011368
panthera_pardus ENSPPRG00000024968
felis_catus ENSFCAG00000011354
pteropus_vampyrus ENSPVAG00000007562
myotis_lucifugus ENSMLUG00000009778
sorex_araneus ENSSARG00000003315
erinaceus_europaeus ENSEEUG00000011378
loxodonta_africana ENSLAFG00000006518
procavia_capensis ENSPCAG00000016487
echinops_telfairi ENSETEG00000018276
choloepus_hoffmanni ENSCHOG00000007771
dasypus_novemcinctus ENSDNOG00000019792
