paramormyrops_kingsleyae ENSPKIG00000012215
scleropages_formosus ENSSFOG00015011680
xiphophorus_maculatus ENSXMAG00000030085
gambusia_affinis ENSGAFG00000005947
poecilia_latipinna ENSPLAG00000007915
poecilia_mexicana ENSPMEG00000001672
poecilia_formosa ENSPFOG00000000209
poecilia_reticulata ENSPREG00000010825
cyprinodon_variegatus ENSCVAG00000017237
kryptolebias_marmoratus ENSKMAG00000017010
cynoglossus_semilaevis ENSCSEG00000009075
gasterosteus_aculeatus ENSGACG00000005069
labrus_bergylta ENSLBEG00000010393
takifugu_rubripes ENSTRUG00000002152
tetraodon_nigroviridis ENSTNIG00000010602
mola_mola ENSMMOG00000008056
astatotilapia_calliptera ENSACLG00000017343
maylandia_zebra ENSMZEG00005021292
pundamilia_nyererei ENSPNYG00000006615
haplochromis_burtoni ENSHBUG00000021268
oreochromis_niloticus ENSONIG00000013936
neolamprologus_brichardi ENSNBRG00000008670
amphilophus_citrinellus ENSACIG00000012476
oryzias_latipes ENSORLG00020014364
oryzias_latipes ENSORLG00000017335
oryzias_latipes_asm223469v1 ENSORLG00015005302
oryzias_melastigma ENSOMEG00000023608
amphiprion_ocellaris ENSAOCG00000019336
amphiprion_percula ENSAPEG00000012452
acanthochromis_polyacanthus ENSAPOG00000013965
stegastes_partitus ENSSPAG00000011897
hippocampus_comes ENSHCOG00000001433
monopterus_albus ENSMALG00000007384
mastacembelus_armatus ENSMAMG00000017821
anabas_testudineus ENSATEG00000010493
seriola_dumerili ENSSDUG00000008923
seriola_lalandi_dorsalis ENSSLDG00000011082
periophthalmus_magnuspinnatus ENSPMGG00000005638
gadus_morhua ENSGMOG00000005576
esox_lucius ENSELUG00000007100
astyanax_mexicanus ENSAMXG00000004934
pygocentrus_nattereri ENSPNAG00000023831
ictalurus_punctatus ENSIPUG00000022781
danio_rerio ENSDARG00000018918
lepisosteus_oculatus ENSLOCG00000004231
notechis_scutatus ENSNSUG00000004663
anolis_carolinensis ENSACAG00000010254
pogona_vitticeps ENSPVIG00000025352
salvator_merianae ENSSMRG00000006429
sphenodon_punctatus ENSSPUG00000000478
calidris_pygmaea ENSCPGG00000017795
calidris_pugnax ENSCPUG00000013360
melopsittacus_undulatus ENSMUNG00000016585
parus_major ENSPMJG00000001446
cyanistes_caeruleus ENSCCEG00000002382
ficedula_albicollis ENSFALG00000012863
lonchura_striata_domestica ENSLSDG00000009247
taeniopygia_guttata ENSTGUG00000017526
serinus_canaria ENSSCAG00000009425
zonotrichia_albicollis ENSZALG00000014286
lepidothrix_coronata ENSLCOG00000004625
manacus_vitellinus ENSMVIG00005020052
anser_brachyrhynchus ENSABRG00000008290
anas_platyrhynchos_platyrhynchos ENSAPLG00000006015
gallus_gallus ENSGALG00000015571
meleagris_gallopavo ENSMGAG00000002053
coturnix_japonica ENSCJPG00005001194
numida_meleagris ENSNMEG00000008275
apteryx_haastii ENSAHAG00000000775
apteryx_owenii ENSAOWG00000008495
apteryx_rowi ENSARWG00000005506
dromaius_novaehollandiae ENSDNVG00000018238
nothoprocta_perdicaria ENSNPEG00000015903
crocodylus_porosus ENSCPRG00005001320
gopherus_agassizii ENSGAGG00000024996
chelonoidis_abingdonii ENSCABG00000015038
chrysemys_picta_bellii ENSCPBG00000010919
pelodiscus_sinensis ENSPSIG00000014945
phascolarctos_cinereus ENSPCIG00000024704
sarcophilus_harrisii ENSSHAG00000015220
monodelphis_domestica ENSMODG00000019420
ailuropoda_melanoleuca ENSAMEG00000003234
ursus_maritimus ENSUMAG00000007897
mustela_putorius_furo ENSMPUG00000014524
neovison_vison ENSNVIG00000015184
canis_lupus_familiaris ENSCAFG00000007771
canis_lupus_dingo ENSCAFG00020019244
vulpes_vulpes ENSVVUG00000006809
panthera_pardus ENSPPRG00000012257
panthera_tigris_altaica ENSPTIG00000014986
felis_catus ENSFCAG00000002487
equus_asinus_asinus ENSEASG00005017990
equus_caballus ENSECAG00000011029
pteropus_vampyrus ENSPVAG00000004138
myotis_lucifugus ENSMLUG00000001882
ovis_aries ENSOARG00000005629
capra_hircus ENSCHIG00000020796
bos_mutus ENSBMUG00000023938
bos_taurus ENSBTAG00000002073
bison_bison_bison ENSBBBG00000013520
tursiops_truncatus ENSTTRG00000002880
sus_scrofa ENSSSCG00000016960
vicugna_pacos ENSVPAG00000001895
erinaceus_europaeus ENSEEUG00000003117
sorex_araneus ENSSARG00000012316
ursus_americanus ENSUAMG00000006262
castor_canadensis ENSCCNG00000022101
dipodomys_ordii ENSDORG00000000227
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019723
mus_musculus ENSMUSG00000021635
mus_spicilegus ENSMSIG00000029022
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018844
mus_pahari MGP_PahariEiJ_G0015916
rattus_norvegicus ENSRNOG00000018353
meriones_unguiculatus ENSMUGG00000005247
meriones_unguiculatus ENSMUGG00000005137
cricetulus_griseus_chok1gshd ENSCGRG00001015180
cricetulus_griseus_crigri ENSCGRG00000009865
cricetulus_griseus_crigri-picr ENSCGRG00015006539
mesocricetus_auratus ENSMAUG00000001790
peromyscus_maniculatus_bairdii ENSPEMG00000008160
microtus_ochrogaster ENSMOCG00000015264
nannospalax_galili ENSNGAG00000000763
jaculus_jaculus ENSJJAG00000019042
heterocephalus_glaber_female ENSHGLG00000000374
heterocephalus_glaber_male ENSHGLG00100010323
fukomys_damarensis ENSFDAG00000007338
cavia_porcellus ENSCPOG00000000834
cavia_aperea ENSCAPG00000011905
chinchilla_lanigera ENSCLAG00000000608
octodon_degus ENSODEG00000016096
spermophilus_dauricus ENSSDAG00000018852
urocitellus_parryii ENSUPAG00010021136
marmota_marmota_marmota ENSMMMG00000023216
ictidomys_tridecemlineatus ENSSTOG00000004772
oryctolagus_cuniculus ENSOCUG00000022840
oryctolagus_cuniculus ENSOCUG00000016052
ochotona_princeps ENSOPRG00000016823
tupaia_belangeri ENSTBEG00000014663
pan_troglodytes ENSPTRG00000016950
pan_paniscus ENSPPAG00000043964
gorilla_gorilla ENSGGOG00000015549
homo_sapiens ENSG00000152942
pongo_abelii ENSPPYG00000015528
nomascus_leucogenys ENSNLEG00000004118
rhinopithecus_roxellana ENSRROG00000030212
rhinopithecus_bieti ENSRBIG00000043552
piliocolobus_tephrosceles ENSPTEG00000009098
colobus_angolensis_palliatus ENSCANG00000033915
macaca_mulatta ENSMMUG00000014881
macaca_nemestrina ENSMNEG00000035710
macaca_fascicularis ENSMFAG00000031075
mandrillus_leucophaeus ENSMLEG00000031020
cercocebus_atys ENSCATG00000038902
papio_anubis ENSPANG00000015469
theropithecus_gelada ENSTGEG00000019022
chlorocebus_sabaeus ENSCSAG00000015775
pan_paniscus ENSPPAG00000038575
pan_troglodytes ENSPTRG00000050595
gorilla_gorilla ENSGGOG00000038771
macaca_mulatta ENSMMUG00000043157
cebus_capucinus ENSCCAG00000037823
saimiri_boliviensis_boliviensis ENSSBOG00000031202
callithrix_jacchus ENSCJAG00000016163
aotus_nancymaae ENSANAG00000027512
carlito_syrichta ENSTSYG00000001504
prolemur_simus ENSPSMG00000020049
propithecus_coquereli ENSPCOG00000023648
microcebus_murinus ENSMICG00000034342
otolemur_garnettii ENSOGAG00000025295
dasypus_novemcinctus ENSDNOG00000004852
choloepus_hoffmanni ENSCHOG00000012480
loxodonta_africana ENSLAFG00000012085
procavia_capensis ENSPCAG00000003374
echinops_telfairi ENSETEG00000014184
ornithorhynchus_anatinus ENSOANG00000001617
ornithorhynchus_anatinus ENSOANG00000032027
xenopus_tropicalis ENSXETG00000018168
latimeria_chalumnae ENSLACG00000010493
petromyzon_marinus ENSPMAG00000009771
eptatretus_burgeri ENSEBUG00000011502
ciona_savignyi ENSCSAVG00000011221
ciona_savignyi ENSCSAVG00000011224
ciona_intestinalis ENSCING00000008719
drosophila_melanogaster FBgn0025808
caenorhabditis_elegans_strain_n2 WBGene00001998
saccharomyces_cerevisiae YER173W
