gasterosteus_aculeatus ENSGACG00000017587
cynoglossus_semilaevis ENSCSEG00000002920
hippocampus_comes ENSHCOG00000020328
fundulus_heteroclitus ENSFHEG00000021700
cyprinodon_variegatus ENSCVAG00000003024
poecilia_formosa ENSPFOG00000011915
poecilia_mexicana ENSPMEG00000018302
poecilia_latipinna ENSPLAG00000015944
poecilia_reticulata ENSPREG00000005708
xiphophorus_couchianus ENSXCOG00000011232
xiphophorus_maculatus ENSXMAG00000005473
gambusia_affinis ENSGAFG00000005839
seriola_dumerili ENSSDUG00000002525
seriola_lalandi_dorsalis ENSSLDG00000016474
scophthalmus_maximus ENSSMAG00000007547
mastacembelus_armatus ENSMAMG00000016130
monopterus_albus ENSMALG00000001545
anabas_testudineus ENSATEG00000016191
takifugu_rubripes ENSTRUG00000003046
tetraodon_nigroviridis ENSTNIG00000018042
mola_mola ENSMMOG00000006413
labrus_bergylta ENSLBEG00000020882
amphiprion_percula ENSAPEG00000014985
amphiprion_ocellaris ENSAOCG00000000233
acanthochromis_polyacanthus ENSAPOG00000018104
stegastes_partitus ENSSPAG00000000669
maylandia_zebra ENSMZEG00005019774
pundamilia_nyererei ENSPNYG00000009456
astatotilapia_calliptera ENSACLG00000021137
haplochromis_burtoni ENSHBUG00000010595
neolamprologus_brichardi ENSNBRG00000013109
oreochromis_niloticus ENSONIG00000017548
amphilophus_citrinellus ENSACIG00000020543
oryzias_latipes ENSORLG00000006439
oryzias_latipes_asm223469v1 ENSORLG00015021384
oryzias_latipes ENSORLG00020021194
oryzias_melastigma ENSOMEG00000006816
periophthalmus_magnuspinnatus ENSPMGG00000004426
gadus_morhua ENSGMOG00000017887
esox_lucius ENSELUG00000017393
danio_rerio ENSDARG00000054031
scleropages_formosus ENSSFOG00015017287
paramormyrops_kingsleyae ENSPKIG00000017270
scleropages_formosus ENSSFOG00015018937
paramormyrops_kingsleyae ENSPKIG00000011632
pygocentrus_nattereri ENSPNAG00000001830
astyanax_mexicanus ENSAMXG00000044122
lepisosteus_oculatus ENSLOCG00000002303
apteryx_haastii ENSAHAG00000015360
apteryx_owenii ENSAOWG00000007502
dromaius_novaehollandiae ENSDNVG00000013094
nothoprocta_perdicaria ENSNPEG00000001721
lonchura_striata_domestica ENSLSDG00000010550
taeniopygia_guttata ENSTGUG00000010530
parus_major ENSPMJG00000016745
lepidothrix_coronata ENSLCOG00000013567
serinus_canaria ENSSCAG00000015320
junco_hyemalis ENSJHYG00000018263
ficedula_albicollis ENSFALG00000009868
melopsittacus_undulatus ENSMUNG00000000100
calidris_pugnax ENSCPUG00000007560
calidris_pygmaea ENSCPGG00000009219
meleagris_gallopavo ENSMGAG00000013027
gallus_gallus ENSGALG00000015688
numida_meleagris ENSNMEG00000020035
crocodylus_porosus ENSCPRG00005001655
chrysemys_picta_bellii ENSCPBG00000025001
chelonoidis_abingdonii ENSCABG00000003432
pelodiscus_sinensis ENSPSIG00000016320
gopherus_agassizii ENSGAGG00000006720
coturnix_japonica ENSCJPG00005000809
anolis_carolinensis ENSACAG00000007819
notechis_scutatus ENSNSUG00000019837
monodelphis_domestica ENSMODG00000004033
phascolarctos_cinereus ENSPCIG00000028502
mus_spicilegus ENSMSIG00000021408
mus_musculus ENSMUSG00000037235
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028124
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027128
mus_pahari MGP_PahariEiJ_G0016912
rattus_norvegicus ENSRNOG00000015033
meriones_unguiculatus ENSMUGG00000017979
peromyscus_maniculatus_bairdii ENSPEMG00000015018
microtus_ochrogaster ENSMOCG00000018278
cricetulus_griseus_chok1gshd ENSCGRG00001011783
cricetulus_griseus_crigri-picr ENSCGRG00015026777
mesocricetus_auratus ENSMAUG00000014477
nannospalax_galili ENSNGAG00000016526
jaculus_jaculus ENSJJAG00000012844
castor_canadensis ENSCCNG00000013686
chinchilla_lanigera ENSCLAG00000011445
octodon_degus ENSODEG00000011512
cavia_porcellus ENSCPOG00000022492
heterocephalus_glaber_female ENSHGLG00000007994
urocitellus_parryii ENSUPAG00010005747
oryctolagus_cuniculus ENSOCUG00000005063
propithecus_coquereli ENSPCOG00000018116
microcebus_murinus ENSMICG00000047939
prolemur_simus ENSPSMG00000021932
otolemur_garnettii ENSOGAG00000011305
homo_sapiens ENSG00000123933
gorilla_gorilla ENSGGOG00000000747
pan_troglodytes ENSPTRG00000015844
nomascus_leucogenys ENSNLEG00000000149
macaca_fascicularis ENSMFAG00000030142
macaca_mulatta ENSMMUG00000048558
macaca_nemestrina ENSMNEG00000036831
papio_anubis ENSPANG00000024535
cercocebus_atys ENSCATG00000037468
chlorocebus_sabaeus ENSCSAG00000015741
piliocolobus_tephrosceles ENSPTEG00000019607
cebus_capucinus ENSCCAG00000026915
callithrix_jacchus ENSCJAG00000042551
aotus_nancymaae ENSANAG00000026969
bos_taurus ENSBTAG00000015209
capra_hircus ENSCHIG00000024119
tursiops_truncatus ENSTTRG00000013740
sus_scrofa ENSSSCG00000008687
canis_lupus_dingo ENSCAFG00020012430
canis_lupus_familiaris ENSCAFG00000014873
vulpes_vulpes ENSVVUG00000023848
neovison_vison ENSNVIG00000000639
mustela_putorius_furo ENSMPUG00000010989
felis_catus ENSFCAG00000042853
pteropus_vampyrus ENSPVAG00000011169
equus_asinus_asinus ENSEASG00005022763
equus_caballus ENSECAG00000029077
theropithecus_gelada ENSTGEG00000021471
loxodonta_africana ENSLAFG00000026709
echinops_telfairi ENSETEG00000005547
panthera_pardus ENSPPRG00000009897
ailuropoda_melanoleuca ENSAMEG00000014340
myotis_lucifugus ENSMLUG00000028940
bos_mutus ENSBMUG00000024833
cricetulus_griseus_crigri ENSCGRG00000010849
jaculus_jaculus ENSJJAG00000017036
fukomys_damarensis ENSFDAG00000006288
heterocephalus_glaber_male ENSHGLG00100011605
cavia_aperea ENSCAPG00000017144
ictidomys_tridecemlineatus ENSSTOG00000028770
procavia_capensis ENSPCAG00000014133
carlito_syrichta ENSTSYG00000030047
dipodomys_ordii ENSDORG00000000173
ursus_americanus ENSUAMG00000010020
ursus_maritimus ENSUMAG00000006575
marmota_marmota_marmota ENSMMMG00000010466
spermophilus_dauricus ENSSDAG00000013278
dasypus_novemcinctus ENSDNOG00000047281
pongo_abelii ENSPPYG00000014540
pan_paniscus ENSPPAG00000042591
colobus_angolensis_palliatus ENSCANG00000037918
rhinopithecus_bieti ENSRBIG00000043500
mandrillus_leucophaeus ENSMLEG00000021543
rhinopithecus_roxellana ENSRROG00000040089
saimiri_boliviensis_boliviensis ENSSBOG00000020590
ornithorhynchus_anatinus ENSOANG00000012196
ailuropoda_melanoleuca ENSAMEG00000009095
manacus_vitellinus ENSMVIG00005001712
cyanistes_caeruleus ENSCCEG00000023563
apteryx_rowi ENSARWG00000012481
pogona_vitticeps ENSPVIG00000014437
zonotrichia_albicollis ENSZALG00000007521
numida_meleagris ENSNMEG00000020036
sphenodon_punctatus ENSSPUG00000015621
notamacropus_eugenii ENSMEUG00000013427
anser_brachyrhynchus ENSABRG00000008646
anas_platyrhynchos_platyrhynchos ENSAPLG00000004997
xenopus_tropicalis ENSXETG00000020483
latimeria_chalumnae ENSLACG00000006663
kryptolebias_marmoratus ENSKMAG00000001145
ictalurus_punctatus ENSIPUG00000002049
sarcophilus_harrisii ENSSHAG00000011878
