petromyzon_marinus ENSPMAG00000002659
eptatretus_burgeri ENSEBUG00000007609
notamacropus_eugenii ENSMEUG00000016584
phascolarctos_cinereus ENSPCIG00000028515
sarcophilus_harrisii ENSSHAG00000011412
monodelphis_domestica ENSMODG00000003757
propithecus_coquereli ENSPCOG00000021370
prolemur_simus ENSPSMG00000021410
cebus_capucinus ENSCCAG00000018868
callithrix_jacchus ENSCJAG00000014217
saimiri_boliviensis_boliviensis ENSSBOG00000030513
aotus_nancymaae ENSANAG00000026094
cebus_capucinus ENSCCAG00000017228
aotus_nancymaae ENSANAG00000022060
piliocolobus_tephrosceles ENSPTEG00000030454
colobus_angolensis_palliatus ENSCANG00000023633
rhinopithecus_bieti ENSRBIG00000011690
rhinopithecus_roxellana ENSRROG00000041583
macaca_nemestrina ENSMNEG00000029943
macaca_mulatta ENSMMUG00000008383
macaca_fascicularis ENSMFAG00000038471
papio_anubis ENSPANG00000018032
cercocebus_atys ENSCATG00000036685
pongo_abelii ENSPPYG00000014548
castor_canadensis ENSCCNG00000024457
dipodomys_ordii ENSDORG00000001192
cricetulus_griseus_crigri ENSCGRG00000002646
cricetulus_griseus_chok1gshd ENSCGRG00001023141
mesocricetus_auratus ENSMAUG00000009757
peromyscus_maniculatus_bairdii ENSPEMG00000011931
meriones_unguiculatus ENSMUGG00000018365
rattus_norvegicus ENSRNOG00000012534
nannospalax_galili ENSNGAG00000004792
jaculus_jaculus ENSJJAG00000019357
heterocephalus_glaber_male ENSHGLG00100019061
heterocephalus_glaber_female ENSHGLG00000005051
fukomys_damarensis ENSFDAG00000019593
chinchilla_lanigera ENSCLAG00000011338
octodon_degus ENSODEG00000011022
urocitellus_parryii ENSUPAG00010005416
ictidomys_tridecemlineatus ENSSTOG00000025349
marmota_marmota_marmota ENSMMMG00000012548
tupaia_belangeri ENSTBEG00000013365
pteropus_vampyrus ENSPVAG00000011302
myotis_lucifugus ENSMLUG00000027483
capra_hircus ENSCHIG00000014284
ovis_aries ENSOARG00000014708
bos_taurus ENSBTAG00000021130
tursiops_truncatus ENSTTRG00000009483
equus_caballus ENSECAG00000010491
equus_asinus_asinus ENSEASG00005001678
ursus_maritimus ENSUMAG00000006673
loxodonta_africana ENSLAFG00000029996
procavia_capensis ENSPCAG00000009089
ornithorhynchus_anatinus ENSOANG00000001782
pogona_vitticeps ENSPVIG00000008587
anolis_carolinensis ENSACAG00000005264
notechis_scutatus ENSNSUG00000006868
salvator_merianae ENSSMRG00000023403
sphenodon_punctatus ENSSPUG00000013310
apteryx_owenii ENSAOWG00000007617
apteryx_rowi ENSARWG00000012658
apteryx_haastii ENSAHAG00000015810
nothoprocta_perdicaria ENSNPEG00000001768
dromaius_novaehollandiae ENSDNVG00000013338
manacus_vitellinus ENSMVIG00005001974
lepidothrix_coronata ENSLCOG00000013680
parus_major ENSPMJG00000016715
cyanistes_caeruleus ENSCCEG00000023514
ficedula_albicollis ENSFALG00000009804
lonchura_striata_domestica ENSLSDG00000010609
taeniopygia_guttata ENSTGUG00000010470
serinus_canaria ENSSCAG00000015458
junco_hyemalis ENSJHYG00000018309
zonotrichia_albicollis ENSZALG00000007473
melopsittacus_undulatus ENSMUNG00000016285
calidris_pugnax ENSCPUG00000007486
calidris_pygmaea ENSCPGG00000008807
gallus_gallus ENSGALG00000015652
meleagris_gallopavo ENSMGAG00000012986
