vombatus_ursinus ENSVURG00010017450
phascolarctos_cinereus ENSPCIG00000019850
notamacropus_eugenii ENSMEUG00000005094
monodelphis_domestica ENSMODG00000013196
sarcophilus_harrisii ENSSHAG00000004170
capra_hircus ENSCHIG00000009308
capra_hircus ENSCHIG00000018735
ovis_aries ENSOARG00000020695
bos_indicus ENSBIXG00000020660
bos_indicus ENSBIXG00005023289
bos_taurus ENSBTAG00000011225
bos_mutus ENSBMUG00000005288
bison_bison ENSBBBG00000015156
tursiops_truncatus ENSTTRG00000006948
vicugna_pacos ENSVPAG00000000752
sus_scrofa ENSSSCG00000038422
pteropus_vampyrus ENSPVAG00000001863
myotis_lucifugus ENSMLUG00000005745
ursus_maritimus ENSUMAG00000001268
ursus_americanus ENSUAMG00000003635
ailuropoda_melanoleuca ENSAMEG00000015041
mustela_putorius ENSMPUG00000005236
neovison_vison ENSNVIG00000001705
canis_lupus ENSCAFG00000014626
canis_lupus ENSCAFG00020019064
vulpes_vulpes ENSVVUG00000029745
panthera_tigris ENSPTIG00000008851
panthera_pardus ENSPPRG00000001600
felis_catus ENSFCAG00000041427
equus_asinus ENSEASG00005008326
equus_caballus ENSECAG00000003592
erinaceus_europaeus ENSEEUG00000008276
sorex_araneus ENSSARG00000004077
oryctolagus_cuniculus ENSOCUG00000003980
ochotona_princeps ENSOPRG00000002179
loxodonta_africana ENSLAFG00000013251
procavia_capensis ENSPCAG00000012315
pan_paniscus ENSPPAG00000038812
pan_troglodytes ENSPTRG00000006339
homo_sapiens ENSG00000139921
gorilla_gorilla ENSGGOG00000009768
pongo_abelii ENSPPYG00000005810
nomascus_leucogenys ENSNLEG00000012362
macaca_nemestrina ENSMNEG00000036032
macaca_mulatta ENSMMUG00000001901
macaca_fascicularis ENSMFAG00000042769
papio_anubis ENSPANG00000024493
theropithecus_gelada ENSTGEG00000008925
cercocebus_atys ENSCATG00000041956
mandrillus_leucophaeus ENSMLEG00000030724
chlorocebus_sabaeus ENSCSAG00000015090
piliocolobus_tephrosceles ENSPTEG00000039144
colobus_angolensis ENSCANG00000024812
rhinopithecus_bieti ENSRBIG00000037627
rhinopithecus_roxellana ENSRROG00000041170
cebus_capucinus ENSCCAG00000037586
saimiri_boliviensis ENSSBOG00000023315
callithrix_jacchus ENSCJAG00000048070
aotus_nancymaae ENSANAG00000022304
saimiri_boliviensis ENSSBOG00000003211
aotus_nancymaae ENSANAG00000037311
gorilla_gorilla ENSGGOG00000039686
pan_troglodytes ENSPTRG00000051971
nomascus_leucogenys ENSNLEG00000029534
colobus_angolensis ENSCANG00000032984
macaca_fascicularis ENSMFAG00000027945
cebus_capucinus ENSCCAG00000028445
saimiri_boliviensis ENSSBOG00000032600
aotus_nancymaae ENSANAG00000022924
carlito_syrichta ENSTSYG00000004866
propithecus_coquereli ENSPCOG00000009417
microcebus_murinus ENSMICG00000008688
prolemur_simus ENSPSMG00000009690
otolemur_garnettii ENSOGAG00000006427
castor_canadensis ENSCCNG00000025385
castor_canadensis ENSCCNG00000012750
dipodomys_ordii ENSDORG00000014646
mus_musculus ENSMUSG00000021072
mus_spicilegus ENSMSIG00000029286
mus_spretus MGP_SPRETEiJ_G0018665
mus_caroli MGP_CAROLIEiJ_G0017820
mus_pahari MGP_PahariEiJ_G0029576
rattus_norvegicus ENSRNOG00000057934
meriones_unguiculatus ENSMUGG00000019354
cricetulus_griseus ENSCGRG00001017821
cricetulus_griseus ENSCGRG00015026749
cricetulus_griseus ENSCGRG00000017293
mesocricetus_auratus ENSMAUG00000011486
microtus_ochrogaster ENSMOCG00000010006
peromyscus_maniculatus ENSPEMG00000020440
nannospalax_galili ENSNGAG00000017261
jaculus_jaculus ENSJJAG00000019783
marmota_marmota ENSMMMG00000001345
marmota_marmota ENSMMMG00000000761
spermophilus_dauricus ENSSDAG00000016208
ictidomys_tridecemlineatus ENSSTOG00000016236
urocitellus_parryii ENSUPAG00010001455
octodon_degus ENSODEG00000011543
octodon_degus ENSODEG00000008463
chinchilla_lanigera ENSCLAG00000012466
cavia_porcellus ENSCPOG00000031959
cavia_aperea ENSCAPG00000009067
heterocephalus_glaber ENSHGLG00100013634
heterocephalus_glaber ENSHGLG00000012700
fukomys_damarensis ENSFDAG00000008684
tupaia_belangeri ENSTBEG00000004278
echinops_telfairi ENSETEG00000019789
dasypus_novemcinctus ENSDNOG00000044818
choloepus_hoffmanni ENSCHOG00000011305
ornithorhynchus_anatinus ENSOANG00000013964
chelonoidis_abingdonii ENSCABG00000006519
gopherus_agassizii ENSGAGG00000024424
chrysemys_picta ENSCPBG00000021130
crocodylus_porosus ENSCPRG00005018652
apteryx_haastii ENSAHAG00000000435
apteryx_rowi ENSARWG00000007929
apteryx_owenii ENSAOWG00000001151
dromaius_novaehollandiae ENSDNVG00000006937
nothoprocta_perdicaria ENSNPEG00000015060
lonchura_striata ENSLSDG00000003076
taeniopygia_guttata ENSTGUG00000013139
ficedula_albicollis ENSFALG00000001908
serinus_canaria ENSSCAG00000001808
parus_major ENSPMJG00000011904
parus_major ENSPMJG00000011903
cyanistes_caeruleus ENSCCEG00000001433
junco_hyemalis ENSJHYG00000004062
manacus_vitellinus ENSMVIG00005007901
lepidothrix_coronata ENSLCOG00000011350
melopsittacus_undulatus ENSMUNG00000004107
melopsittacus_undulatus ENSMUNG00000008967
calidris_pygmaea ENSCPGG00000008945
calidris_pugnax ENSCPUG00000018796
anser_brachyrhynchus ENSABRG00000009971
