labrus_bergylta ENSLBEG00000013399
takifugu_rubripes ENSTRUG00000010157
poecilia_mexicana ENSPMEG00000020415
poecilia_formosa ENSPFOG00000004956
poecilia_latipinna ENSPLAG00000006936
fundulus_heteroclitus ENSFHEG00000005226
cyprinodon_variegatus ENSCVAG00000017550
kryptolebias_marmoratus ENSKMAG00000016290
haplochromis_burtoni ENSHBUG00000005971
pundamilia_nyererei ENSPNYG00000002101
astatotilapia_calliptera ENSACLG00000005546
maylandia_zebra ENSMZEG00005008738
neolamprologus_brichardi ENSNBRG00000000755
oreochromis_niloticus ENSONIG00000005461
amphiprion_ocellaris ENSAOCG00000005484
amphiprion_percula ENSAPEG00000015472
acanthochromis_polyacanthus ENSAPOG00000017225
stegastes_partitus ENSSPAG00000011255
monopterus_albus ENSMALG00000019517
mastacembelus_armatus ENSMAMG00000003336
anabas_testudineus ENSATEG00000020711
scophthalmus_maximus ENSSMAG00000004971
cynoglossus_semilaevis ENSCSEG00000004675
seriola_dumerili ENSSDUG00000003436
seriola_lalandi_dorsalis ENSSLDG00000013657
periophthalmus_magnuspinnatus ENSPMGG00000001006
esox_lucius ENSELUG00000011775
pygocentrus_nattereri ENSPNAG00000001696
ictalurus_punctatus ENSIPUG00000002802
danio_rerio ENSDARG00000096804
paramormyrops_kingsleyae ENSPKIG00000016513
scleropages_formosus ENSSFOG00015020978
lepisosteus_oculatus ENSLOCG00000013161
