ursus_americanus ENSUAMG00000026002
ursus_maritimus ENSUMAG00000024779
ailuropoda_melanoleuca ENSAMEG00000004498
mustela_putorius_furo ENSMPUG00000006739
neovison_vison ENSNVIG00000012702
canis_lupus_familiaris ENSCAFG00000002501
canis_lupus_dingo ENSCAFG00020015175
vulpes_vulpes ENSVVUG00000006663
panthera_tigris_altaica ENSPTIG00000015521
panthera_pardus ENSPPRG00000009876
felis_catus ENSFCAG00000028778
equus_caballus ENSECAG00000024101
equus_asinus_asinus ENSEASG00005020497
pteropus_vampyrus ENSPVAG00000008688
myotis_lucifugus ENSMLUG00000024407
bos_mutus ENSBMUG00000019866
bos_taurus ENSBTAG00000013247
bison_bison_bison ENSBBBG00000006267
capra_hircus ENSCHIG00000022684
ovis_aries ENSOARG00000003214
tursiops_truncatus ENSTTRG00000000301
sus_scrofa ENSSSCG00000028861
erinaceus_europaeus ENSEEUG00000003302
pan_paniscus ENSPPAG00000031725
pan_troglodytes ENSPTRG00000011533
gorilla_gorilla ENSGGOG00000004662
homo_sapiens ENSG00000171487
pongo_abelii ENSPPYG00000010438
nomascus_leucogenys ENSNLEG00000010742
colobus_angolensis_palliatus ENSCANG00000041600
piliocolobus_tephrosceles ENSPTEG00000000534
rhinopithecus_roxellana ENSRROG00000035846
rhinopithecus_bieti ENSRBIG00000037871
theropithecus_gelada ENSTGEG00000013727
papio_anubis ENSPANG00000030718
cercocebus_atys ENSCATG00000013095
mandrillus_leucophaeus ENSMLEG00000026428
macaca_nemestrina ENSMNEG00000036479
macaca_fascicularis ENSMFAG00000038459
macaca_mulatta ENSMMUG00000028710
chlorocebus_sabaeus ENSCSAG00000001687
cebus_capucinus ENSCCAG00000027175
saimiri_boliviensis_boliviensis ENSSBOG00000025030
callithrix_jacchus ENSCJAG00000032099
aotus_nancymaae ENSANAG00000037297
carlito_syrichta ENSTSYG00000032172
propithecus_coquereli ENSPCOG00000022907
prolemur_simus ENSPSMG00000024952
microcebus_murinus ENSMICG00000046761
otolemur_garnettii ENSOGAG00000015105
microtus_ochrogaster ENSMOCG00000010782
peromyscus_maniculatus_bairdii ENSPEMG00000019281
cricetulus_griseus_crigri-picr ENSCGRG00015005087
cricetulus_griseus_chok1gshd ENSCGRG00001001854
cricetulus_griseus_crigri ENSCGRG00000001388
mus_musculus ENSMUSG00000015721
mus_spicilegus ENSMSIG00000031703
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029319
rattus_norvegicus ENSRNOG00000022994
meriones_unguiculatus ENSMUGG00000004538
nannospalax_galili ENSNGAG00000017882
castor_canadensis ENSCCNG00000005592
marmota_marmota_marmota ENSMMMG00000016557
urocitellus_parryii ENSUPAG00010021255
oryctolagus_cuniculus ENSOCUG00000005757
ochotona_princeps ENSOPRG00000007683
choloepus_hoffmanni ENSCHOG00000004092
dasypus_novemcinctus ENSDNOG00000014811
loxodonta_africana ENSLAFG00000012834
procavia_capensis ENSPCAG00000003828
