phascolarctos_cinereus ENSPCIG00000018038
notamacropus_eugenii ENSMEUG00000001191
sarcophilus_harrisii ENSSHAG00000001548
monodelphis_domestica ENSMODG00000002386
ailuropoda_melanoleuca ENSAMEG00000001419
ursus_maritimus ENSUMAG00000014646
neovison_vison ENSNVIG00000020305
mustela_putorius_furo ENSMPUG00000007943
canis_lupus_familiaris ENSCAFG00000014916
canis_lupus_dingo ENSCAFG00020019412
vulpes_vulpes ENSVVUG00000016558
panthera_tigris_altaica ENSPTIG00000020869
panthera_pardus ENSPPRG00000022749
felis_catus ENSFCAG00000025633
pteropus_vampyrus ENSPVAG00000014006
equus_caballus ENSECAG00000013743
bison_bison_bison ENSBBBG00000024210
bos_mutus ENSBMUG00000022722
capra_hircus ENSCHIG00000020807
ovis_aries ENSOARG00000020999
bos_taurus ENSBTAG00000053150
tursiops_truncatus ENSTTRG00000000466
sus_scrofa ENSSSCG00000004648
vicugna_pacos ENSVPAG00000008355
erinaceus_europaeus ENSEEUG00000009206
peromyscus_maniculatus_bairdii ENSPEMG00000028378
microtus_ochrogaster ENSMOCG00000002372
cricetulus_griseus_crigri-picr ENSCGRG00015016509
cricetulus_griseus_crigri ENSCGRG00000015030
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025154
mus_spicilegus ENSMSIG00000005978
mus_musculus ENSMUSG00000027209
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024234
mus_pahari MGP_PahariEiJ_G0025680
rattus_norvegicus ENSRNOG00000037124
jaculus_jaculus ENSJJAG00000018025
castor_canadensis ENSCCNG00000021591
chinchilla_lanigera ENSCLAG00000008942
fukomys_damarensis ENSFDAG00000005460
spermophilus_dauricus ENSSDAG00000016886
marmota_marmota_marmota ENSMMMG00000016448
urocitellus_parryii ENSUPAG00010008415
oryctolagus_cuniculus ENSOCUG00000029524
prolemur_simus ENSPSMG00000018907
propithecus_coquereli ENSPCOG00000027669
microcebus_murinus ENSMICG00000013037
pan_troglodytes ENSPTRG00000007055
pan_paniscus ENSPPAG00000039634
homo_sapiens ENSG00000166262
gorilla_gorilla ENSGGOG00000042553
pongo_abelii ENSPPYG00000006462
nomascus_leucogenys ENSNLEG00000006158
macaca_mulatta ENSMMUG00000009840
macaca_nemestrina ENSMNEG00000037771
macaca_fascicularis ENSMFAG00000035254
cercocebus_atys ENSCATG00000029979
mandrillus_leucophaeus ENSMLEG00000044467
theropithecus_gelada ENSTGEG00000012380
papio_anubis ENSPANG00000017726
chlorocebus_sabaeus ENSCSAG00000010690
rhinopithecus_roxellana ENSRROG00000010536
rhinopithecus_bieti ENSRBIG00000037430
piliocolobus_tephrosceles ENSPTEG00000007178
colobus_angolensis_palliatus ENSCANG00000033990
saimiri_boliviensis_boliviensis ENSSBOG00000021531
cebus_capucinus ENSCCAG00000030829
callithrix_jacchus ENSCJAG00000001562
aotus_nancymaae ENSANAG00000033925
tupaia_belangeri ENSTBEG00000006925
choloepus_hoffmanni ENSCHOG00000013409
dasypus_novemcinctus ENSDNOG00000001578
procavia_capensis ENSPCAG00000008550
echinops_telfairi ENSETEG00000019528
sorex_araneus ENSSARG00000013496
gopherus_agassizii ENSGAGG00000023616
chrysemys_picta_bellii ENSCPBG00000024745
pogona_vitticeps ENSPVIG00000024869
anolis_carolinensis ENSACAG00000029305
