fundulus_heteroclitus ENSFHEG00000006405
cyprinodon_variegatus ENSCVAG00000016445
xiphophorus_couchianus ENSXCOG00000015915
xiphophorus_maculatus ENSXMAG00000029568
gambusia_affinis ENSGAFG00000017424
poecilia_formosa ENSPFOG00000022396
poecilia_latipinna ENSPLAG00000002695
poecilia_mexicana ENSPMEG00000013628
poecilia_reticulata ENSPREG00000016056
kryptolebias_marmoratus ENSKMAG00000013262
oryzias_latipes_asm223469v1 ENSORLG00015017877
oryzias_latipes ENSORLG00020005825
oryzias_latipes ENSORLG00000026788
oryzias_melastigma ENSOMEG00000007838
tetraodon_nigroviridis ENSTNIG00000001492
takifugu_rubripes ENSTRUG00000008001
mola_mola ENSMMOG00000008595
monopterus_albus ENSMALG00000002338
seriola_lalandi_dorsalis ENSSLDG00000018100
seriola_dumerili ENSSDUG00000009678
cynoglossus_semilaevis ENSCSEG00000007400
labrus_bergylta ENSLBEG00000028325
scophthalmus_maximus ENSSMAG00000004268
gasterosteus_aculeatus ENSGACG00000007157
anabas_testudineus ENSATEG00000010120
amphiprion_ocellaris ENSAOCG00000015283
amphiprion_percula ENSAPEG00000013989
acanthochromis_polyacanthus ENSAPOG00000021623
stegastes_partitus ENSSPAG00000016317
haplochromis_burtoni ENSHBUG00000021537
maylandia_zebra ENSMZEG00005005024
astatotilapia_calliptera ENSACLG00000017347
pundamilia_nyererei ENSPNYG00000020565
neolamprologus_brichardi ENSNBRG00000001552
oreochromis_niloticus ENSONIG00000008335
amphilophus_citrinellus ENSACIG00000022867
hippocampus_comes ENSHCOG00000005572
periophthalmus_magnuspinnatus ENSPMGG00000016984
gadus_morhua ENSGMOG00000010325
esox_lucius ENSELUG00000009448
scleropages_formosus ENSSFOG00015013360
paramormyrops_kingsleyae ENSPKIG00000006797
scleropages_formosus ENSSFOG00015010398
danio_rerio ENSDARG00000086189
pygocentrus_nattereri ENSPNAG00000001763
gopherus_agassizii ENSGAGG00000002618
chelonoidis_abingdonii ENSCABG00000006867
chrysemys_picta_bellii ENSCPBG00000005872
pelodiscus_sinensis ENSPSIG00000003615
taeniopygia_guttata ENSTGUG00000009234
lonchura_striata_domestica ENSLSDG00000002038
junco_hyemalis ENSJHYG00000013143
zonotrichia_albicollis ENSZALG00000010768
serinus_canaria ENSSCAG00000006513
ficedula_albicollis ENSFALG00000011328
parus_major ENSPMJG00000000137
cyanistes_caeruleus ENSCCEG00000004982
manacus_vitellinus ENSMVIG00005001179
lepidothrix_coronata ENSLCOG00000008817
melopsittacus_undulatus ENSMUNG00000014474
anas_platyrhynchos_platyrhynchos ENSAPLG00000003895
anser_brachyrhynchus ENSABRG00000000766
gallus_gallus ENSGALG00000011740
meleagris_gallopavo ENSMGAG00000011815
coturnix_japonica ENSCJPG00005008390
numida_meleagris ENSNMEG00000011061
calidris_pygmaea ENSCPGG00000002456
calidris_pugnax ENSCPUG00000001435
apteryx_owenii ENSAOWG00000017746
apteryx_rowi ENSARWG00000016451
apteryx_haastii ENSAHAG00000002754
nothoprocta_perdicaria ENSNPEG00000008310
dromaius_novaehollandiae ENSDNVG00000006027
crocodylus_porosus ENSCPRG00005001264
anolis_carolinensis ENSACAG00000010792
pogona_vitticeps ENSPVIG00000008759
salvator_merianae ENSSMRG00000014092
notamacropus_eugenii ENSMEUG00000011820
phascolarctos_cinereus ENSPCIG00000020605
sarcophilus_harrisii ENSSHAG00000016561
monodelphis_domestica ENSMODG00000017944
equus_asinus_asinus ENSEASG00005014617
equus_caballus ENSECAG00000010721
callithrix_jacchus ENSCJAG00000048083
cebus_capucinus ENSCCAG00000031782
saimiri_boliviensis_boliviensis ENSSBOG00000032801
pan_troglodytes ENSPTRG00000004727
pan_paniscus ENSPPAG00000042944
gorilla_gorilla ENSGGOG00000040239
homo_sapiens ENSG00000111341
nomascus_leucogenys ENSNLEG00000003978
colobus_angolensis_palliatus ENSCANG00000030761
rhinopithecus_roxellana ENSRROG00000024618
piliocolobus_tephrosceles ENSPTEG00000016529
theropithecus_gelada ENSTGEG00000022944
papio_anubis ENSPANG00000032011
cercocebus_atys ENSCATG00000034575
mandrillus_leucophaeus ENSMLEG00000031247
macaca_fascicularis ENSMFAG00000003266
macaca_nemestrina ENSMNEG00000033574
chlorocebus_sabaeus ENSCSAG00000008382
loxodonta_africana ENSLAFG00000021787
procavia_capensis ENSPCAG00000004567
ovis_aries ENSOARG00000020724
capra_hircus ENSCHIG00000017819
bison_bison_bison ENSBBBG00000021867
sus_scrofa ENSSSCG00000037697
vicugna_pacos ENSVPAG00000002439
erinaceus_europaeus ENSEEUG00000006610
pteropus_vampyrus ENSPVAG00000013312
neovison_vison ENSNVIG00000021666
mustela_putorius_furo ENSMPUG00000011597
vulpes_vulpes ENSVVUG00000004413
ailuropoda_melanoleuca ENSAMEG00000009601
panthera_pardus ENSPPRG00000004875
panthera_tigris_altaica ENSPTIG00000009308
felis_catus ENSFCAG00000039580
urocitellus_parryii ENSUPAG00010001836
ictidomys_tridecemlineatus ENSSTOG00000011249
spermophilus_dauricus ENSSDAG00000008707
marmota_marmota_marmota ENSMMMG00000016309
castor_canadensis ENSCCNG00000007308
ochotona_princeps ENSOPRG00000015078
oryctolagus_cuniculus ENSOCUG00000016964
tupaia_belangeri ENSTBEG00000004606
carlito_syrichta ENSTSYG00000034836
myotis_lucifugus ENSMLUG00000006238
sorex_araneus ENSSARG00000007116
cricetulus_griseus_crigri-picr ENSCGRG00015000656
cricetulus_griseus_chok1gshd ENSCGRG00001015968
cricetulus_griseus_crigri ENSCGRG00000010866
mesocricetus_auratus ENSMAUG00000012745
peromyscus_maniculatus_bairdii ENSPEMG00000029708
microtus_ochrogaster ENSMOCG00000013235
mus_musculus ENSMUSG00000030218
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030053
mus_spicilegus ENSMSIG00000018082
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029003
mus_pahari MGP_PahariEiJ_G0022766
rattus_norvegicus ENSRNOG00000005695
meriones_unguiculatus ENSMUGG00000009245
jaculus_jaculus ENSJJAG00000015199
dipodomys_ordii ENSDORG00000004599
nannospalax_galili ENSNGAG00000006306
heterocephalus_glaber_male ENSHGLG00100009537
heterocephalus_glaber_female ENSHGLG00000010697
fukomys_damarensis ENSFDAG00000009746
octodon_degus ENSODEG00000010694
chinchilla_lanigera ENSCLAG00000017282
cavia_aperea ENSCAPG00000002830
cavia_porcellus ENSCPOG00000035758
microcebus_murinus ENSMICG00000033769
propithecus_coquereli ENSPCOG00000021017
prolemur_simus ENSPSMG00000009566
otolemur_garnettii ENSOGAG00000010525
dasypus_novemcinctus ENSDNOG00000024696
choloepus_hoffmanni ENSCHOG00000008157
echinops_telfairi ENSETEG00000000680
xenopus_tropicalis ENSXETG00000025213
