petromyzon_marinus ENSPMAG00000003960
eptatretus_burgeri ENSEBUG00000006261
anolis_carolinensis ENSACAG00000017276
pogona_vitticeps ENSPVIG00000000969
notechis_scutatus ENSNSUG00000000475
salvator_merianae ENSSMRG00000012442
sphenodon_punctatus ENSSPUG00000009359
apteryx_haastii ENSAHAG00000010665
apteryx_rowi ENSARWG00000012704
apteryx_owenii ENSAOWG00000004542
dromaius_novaehollandiae ENSDNVG00000003123
nothoprocta_perdicaria ENSNPEG00000011688
taeniopygia_guttata ENSTGUG00000012335
lonchura_striata ENSLSDG00000003225
serinus_canaria ENSSCAG00000009247
zonotrichia_albicollis ENSZALG00000014867
junco_hyemalis ENSJHYG00000011969
parus_major ENSPMJG00000016853
cyanistes_caeruleus ENSCCEG00000018437
ficedula_albicollis ENSFALG00000012588
lepidothrix_coronata ENSLCOG00000005771
manacus_vitellinus ENSMVIG00005003971
melopsittacus_undulatus ENSMUNG00000009174
calidris_pygmaea ENSCPGG00000002630
calidris_pugnax ENSCPUG00000019435
gallus_gallus ENSGALG00000010485
coturnix_japonica ENSCJPG00005019292
meleagris_gallopavo ENSMGAG00000012910
numida_meleagris ENSNMEG00000022418
anser_brachyrhynchus ENSABRG00000001722
anas_platyrhynchos ENSAPLG00000015685
crocodylus_porosus ENSCPRG00005005493
gopherus_agassizii ENSGAGG00000009957
chelonoidis_abingdonii ENSCABG00000022819
chrysemys_picta ENSCPBG00000026326
pelodiscus_sinensis ENSPSIG00000011527
cercocebus_atys ENSCATG00000003846
mandrillus_leucophaeus ENSMLEG00000033965
papio_anubis ENSPANG00000006979
theropithecus_gelada ENSTGEG00000026441
macaca_mulatta ENSMMUG00000023626
macaca_nemestrina ENSMNEG00000033314
macaca_fascicularis ENSMFAG00000001551
rhinopithecus_roxellana ENSRROG00000041777
rhinopithecus_bieti ENSRBIG00000026838
piliocolobus_tephrosceles ENSPTEG00000023284
colobus_angolensis ENSCANG00000028132
pan_troglodytes ENSPTRG00000006586
pan_paniscus ENSPPAG00000041592
homo_sapiens ENSG00000100601
gorilla_gorilla ENSGGOG00000011055
pongo_abelii ENSPPYG00000006029
nomascus_leucogenys ENSNLEG00000016766
saimiri_boliviensis ENSSBOG00000014817
cebus_capucinus ENSCCAG00000037198
callithrix_jacchus ENSCJAG00000016936
aotus_nancymaae ENSANAG00000023679
carlito_syrichta ENSTSYG00000010944
propithecus_coquereli ENSPCOG00000027372
microcebus_murinus ENSMICG00000030789
