hippocampus_comes ENSHCOG00000017063
periophthalmus_magnuspinnatus ENSPMGG00000016484
neolamprologus_brichardi ENSNBRG00000005645
neolamprologus_brichardi ENSNBRG00000010315
amphilophus_citrinellus ENSACIG00000008629
fundulus_heteroclitus ENSFHEG00000023164
xiphophorus_couchianus ENSXCOG00000000853
neolamprologus_brichardi ENSNBRG00000023726
mola_mola ENSMMOG00000001144
scleropages_formosus ENSSFOG00015012474
poecilia_latipinna ENSPLAG00000012558
poecilia_mexicana ENSPMEG00000004269
poecilia_formosa ENSPFOG00000005303
poecilia_reticulata ENSPREG00000001795
xiphophorus_maculatus ENSXMAG00000014421
gambusia_affinis ENSGAFG00000007254
cyprinodon_variegatus ENSCVAG00000010048
kryptolebias_marmoratus ENSKMAG00000015115
oryzias_latipes ENSORLG00020022291
oryzias_latipes ENSORLG00000018591
oryzias_latipes_asm223469v1 ENSORLG00015022174
oryzias_melastigma ENSOMEG00000013138
pundamilia_nyererei ENSPNYG00000022913
haplochromis_burtoni ENSHBUG00000004396
maylandia_zebra ENSMZEG00005006260
oreochromis_niloticus ENSONIG00000008053
acanthochromis_polyacanthus ENSAPOG00000005861
cynoglossus_semilaevis ENSCSEG00000002961
monopterus_albus ENSMALG00000009148
mastacembelus_armatus ENSMAMG00000021109
labrus_bergylta ENSLBEG00000027007
gasterosteus_aculeatus ENSGACG00000015293
anabas_testudineus ENSATEG00000023610
seriola_dumerili ENSSDUG00000017603
seriola_lalandi_dorsalis ENSSLDG00000014605
scophthalmus_maximus ENSSMAG00000019526
amphiprion_ocellaris ENSAOCG00000020051
amphiprion_percula ENSAPEG00000018962
stegastes_partitus ENSSPAG00000006893
gadus_morhua ENSGMOG00000000622
esox_lucius ENSELUG00000005215
pygocentrus_nattereri ENSPNAG00000025202
astyanax_mexicanus ENSAMXG00000006295
ictalurus_punctatus ENSIPUG00000004299
danio_rerio ENSDARG00000027070
paramormyrops_kingsleyae ENSPKIG00000003043
lepisosteus_oculatus ENSLOCG00000011535
pogona_vitticeps ENSPVIG00000019032
anolis_carolinensis ENSACAG00000000928
