notamacropus_eugenii ENSMEUG00000007581
phascolarctos_cinereus ENSPCIG00000030114
monodelphis_domestica ENSMODG00000006451
sarcophilus_harrisii ENSSHAG00000018841
pteropus_vampyrus ENSPVAG00000003449
myotis_lucifugus ENSMLUG00000014313
ursus_maritimus ENSUMAG00000020633
ursus_americanus ENSUAMG00000016273
ailuropoda_melanoleuca ENSAMEG00000015780
mustela_putorius_furo ENSMPUG00000013034
neovison_vison ENSNVIG00000015384
canis_lupus_dingo ENSCAFG00020022951
canis_lupus_familiaris ENSCAFG00000020037
vulpes_vulpes ENSVVUG00000025967
panthera_tigris_altaica ENSPTIG00000007577
panthera_pardus ENSPPRG00000013950
felis_catus ENSFCAG00000005857
erinaceus_europaeus ENSEEUG00000010966
pan_paniscus ENSPPAG00000014377
pan_troglodytes ENSPTRG00000021440
homo_sapiens ENSG00000107021
gorilla_gorilla ENSGGOG00000003145
pongo_abelii ENSPPYG00000019662
nomascus_leucogenys ENSNLEG00000017611
mandrillus_leucophaeus ENSMLEG00000021631
cercocebus_atys ENSCATG00000044380
papio_anubis ENSPANG00000025925
theropithecus_gelada ENSTGEG00000017801
macaca_mulatta ENSMMUG00000019179
chlorocebus_sabaeus ENSCSAG00000014420
colobus_angolensis_palliatus ENSCANG00000032702
rhinopithecus_bieti ENSRBIG00000039606
rhinopithecus_roxellana ENSRROG00000018115
macaca_fascicularis ENSMFAG00000033076
macaca_nemestrina ENSMNEG00000041058
piliocolobus_tephrosceles ENSPTEG00000006689
callithrix_jacchus ENSCJAG00000020207
saimiri_boliviensis_boliviensis ENSSBOG00000025129
cebus_capucinus ENSCCAG00000026892
aotus_nancymaae ENSANAG00000036964
jaculus_jaculus ENSJJAG00000018509
oryctolagus_cuniculus ENSOCUG00000016872
ochotona_princeps ENSOPRG00000010730
cavia_porcellus ENSCPOG00000015146
cavia_aperea ENSCAPG00000009138
octodon_degus ENSODEG00000016965
chinchilla_lanigera ENSCLAG00000005683
heterocephalus_glaber_male ENSHGLG00100014499
heterocephalus_glaber_female ENSHGLG00000012272
fukomys_damarensis ENSFDAG00000001609
carlito_syrichta ENSTSYG00000037454
dipodomys_ordii ENSDORG00000027055
sorex_araneus ENSSARG00000003997
procavia_capensis ENSPCAG00000012094
loxodonta_africana ENSLAFG00000021344
choloepus_hoffmanni ENSCHOG00000001569
dasypus_novemcinctus ENSDNOG00000025500
mus_musculus ENSMUSG00000039678
mus_spicilegus ENSMSIG00000004898
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024299
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023382
mus_pahari MGP_PahariEiJ_G0024839
rattus_norvegicus ENSRNOG00000015970
