fundulus_heteroclitus ENSFHEG00000010108
cyprinodon_variegatus ENSCVAG00000017814
xiphophorus_couchianus ENSXCOG00000011242
xiphophorus_maculatus ENSXMAG00000026148
poecilia_latipinna ENSPLAG00000023894
poecilia_formosa ENSPFOG00000022843
poecilia_mexicana ENSPMEG00000024089
poecilia_reticulata ENSPREG00000022792
gambusia_affinis ENSGAFG00000017814
stegastes_partitus ENSSPAG00000001430
astatotilapia_calliptera ENSACLG00000013339
haplochromis_burtoni ENSHBUG00000008595
pundamilia_nyererei ENSPNYG00000017269
maylandia_zebra ENSMZEG00005015082
neolamprologus_brichardi ENSNBRG00000008077
amphilophus_citrinellus ENSACIG00000011373
monopterus_albus ENSMALG00000008161
oryzias_latipes ENSORLG00000025624
oryzias_latipes_asm223469v1 ENSORLG00015016734
oryzias_latipes ENSORLG00020017321
oryzias_melastigma ENSOMEG00000000642
mastacembelus_armatus ENSMAMG00000019237
seriola_lalandi_dorsalis ENSSLDG00000007549
seriola_lalandi_dorsalis ENSSLDG00000004636
seriola_dumerili ENSSDUG00000018850
kryptolebias_marmoratus ENSKMAG00000006952
takifugu_rubripes ENSTRUG00000023709
amphiprion_percula ENSAPEG00000021650
amphiprion_ocellaris ENSAOCG00000024201
acanthochromis_polyacanthus ENSAPOG00000004400
labrus_bergylta ENSLBEG00000024584
labrus_bergylta ENSLBEG00000005668
anabas_testudineus ENSATEG00000017071
esox_lucius ENSELUG00000016145
pygocentrus_nattereri ENSPNAG00000003181
astyanax_mexicanus ENSAMXG00000035391
ictalurus_punctatus ENSIPUG00000006813
