paramormyrops_kingsleyae ENSPKIG00000017961
scleropages_formosus ENSSFOG00015020609
monopterus_albus ENSMALG00000015963
mastacembelus_armatus ENSMAMG00000012304
anabas_testudineus ENSATEG00000015679
seriola_dumerili ENSSDUG00000015281
seriola_lalandi_dorsalis ENSSLDG00000017436
scophthalmus_maximus ENSSMAG00000011659
xiphophorus_maculatus ENSXMAG00000011018
xiphophorus_couchianus ENSXCOG00000006605
poecilia_formosa ENSPFOG00000017928
poecilia_latipinna ENSPLAG00000003114
poecilia_mexicana ENSPMEG00000024226
poecilia_reticulata ENSPREG00000012243
gambusia_affinis ENSGAFG00000000327
fundulus_heteroclitus ENSFHEG00000011345
cyprinodon_variegatus ENSCVAG00000001956
kryptolebias_marmoratus ENSKMAG00000002489
oryzias_latipes_asm223469v1 ENSORLG00015012578
oryzias_latipes ENSORLG00020000646
oryzias_melastigma ENSOMEG00000004436
maylandia_zebra ENSMZEG00005003640
astatotilapia_calliptera ENSACLG00000014544
pundamilia_nyererei ENSPNYG00000017507
haplochromis_burtoni ENSHBUG00000010632
oreochromis_niloticus ENSONIG00000009238
amphilophus_citrinellus ENSACIG00000023015
amphiprion_ocellaris ENSAOCG00000015313
amphiprion_percula ENSAPEG00000008929
stegastes_partitus ENSSPAG00000011690
acanthochromis_polyacanthus ENSAPOG00000021886
gasterosteus_aculeatus ENSGACG00000014802
mola_mola ENSMMOG00000001411
labrus_bergylta ENSLBEG00000026351
cynoglossus_semilaevis ENSCSEG00000008110
hippocampus_comes ENSHCOG00000002518
periophthalmus_magnuspinnatus ENSPMGG00000016255
gadus_morhua ENSGMOG00000008832
esox_lucius ENSELUG00000013179
astyanax_mexicanus ENSAMXG00000000466
pygocentrus_nattereri ENSPNAG00000005079
ictalurus_punctatus ENSIPUG00000010215
danio_rerio ENSDARG00000038186
lepisosteus_oculatus ENSLOCG00000013179
tursiops_truncatus ENSTTRG00000001310
ailuropoda_melanoleuca ENSAMEG00000019542
equus_caballus ENSECAG00000022182
equus_asinus_asinus ENSEASG00005010554
erinaceus_europaeus ENSEEUG00000006127
sus_scrofa ENSSSCG00000017574
sus_scrofa ENSSSCG00000017575
vicugna_pacos ENSVPAG00000006621
bos_mutus ENSBMUG00000001952
bos_taurus ENSBTAG00000000030
bison_bison_bison ENSBBBG00000020009
capra_hircus ENSCHIG00000020607
tursiops_truncatus ENSTTRG00000006200
ursus_maritimus ENSUMAG00000015423
ursus_americanus ENSUAMG00000027279
neovison_vison ENSNVIG00000022923
mustela_putorius_furo ENSMPUG00000008363
canis_lupus_familiaris ENSCAFG00000015160
canis_lupus_familiaris ENSCAFG00000029973
felis_catus ENSFCAG00000043429
pteropus_vampyrus ENSPVAG00000001116
echinops_telfairi ENSETEG00000012507
mus_spicilegus ENSMSIG00000007855
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018069
mus_musculus ENSMUSG00000010362
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017226
mus_pahari MGP_PahariEiJ_G0018356
rattus_norvegicus ENSRNOG00000020751
meriones_unguiculatus ENSMUGG00000022907
peromyscus_maniculatus_bairdii ENSPEMG00000018985
microtus_ochrogaster ENSMOCG00000015095
cricetulus_griseus_crigri-picr ENSCGRG00015025241
cricetulus_griseus_chok1gshd ENSCGRG00001015927
mesocricetus_auratus ENSMAUG00000018559
jaculus_jaculus ENSJJAG00000020882
octodon_degus ENSODEG00000017788
cavia_porcellus ENSCPOG00000001495
heterocephalus_glaber_female ENSHGLG00000011280
heterocephalus_glaber_male ENSHGLG00100001284
chinchilla_lanigera ENSCLAG00000016494
ictidomys_tridecemlineatus ENSSTOG00000022491
urocitellus_parryii ENSUPAG00010000761
oryctolagus_cuniculus ENSOCUG00000022704
tupaia_belangeri ENSTBEG00000010030
microcebus_murinus ENSMICG00000038651
propithecus_coquereli ENSPCOG00000017995
prolemur_simus ENSPSMG00000007711
otolemur_garnettii ENSOGAG00000011332
pan_troglodytes ENSPTRG00000009031
pan_paniscus ENSPPAG00000029969
gorilla_gorilla ENSGGOG00000010584
homo_sapiens ENSG00000278023
pongo_abelii ENSPPYG00000008198
nomascus_leucogenys ENSNLEG00000014173
papio_anubis ENSPANG00000022933
theropithecus_gelada ENSTGEG00000017107
cercocebus_atys ENSCATG00000044451
macaca_fascicularis ENSMFAG00000032968
macaca_nemestrina ENSMNEG00000039977
macaca_mulatta ENSMMUG00000006847
mandrillus_leucophaeus ENSMLEG00000041158
chlorocebus_sabaeus ENSCSAG00000006209
piliocolobus_tephrosceles ENSPTEG00000017664
colobus_angolensis_palliatus ENSCANG00000041322
rhinopithecus_roxellana ENSRROG00000035242
rhinopithecus_bieti ENSRBIG00000030000
cebus_capucinus ENSCCAG00000035763
callithrix_jacchus ENSCJAG00000015031
saimiri_boliviensis_boliviensis ENSSBOG00000028130
aotus_nancymaae ENSANAG00000032752
sorex_araneus ENSSARG00000010736
sorex_araneus ENSSARG00000008937
sorex_araneus ENSSARG00000004627
sorex_araneus ENSSARG00000007718
loxodonta_africana ENSLAFG00000029300
procavia_capensis ENSPCAG00000013625
dasypus_novemcinctus ENSDNOG00000045423
dasypus_novemcinctus ENSDNOG00000045224
choloepus_hoffmanni ENSCHOG00000010041
phascolarctos_cinereus ENSPCIG00000032544
notamacropus_eugenii ENSMEUG00000015826
sarcophilus_harrisii ENSSHAG00000013584
monodelphis_domestica ENSMODG00000011101
ornithorhynchus_anatinus ENSOANG00000021143
