fundulus_heteroclitus ENSFHEG00000000709
cyprinodon_variegatus ENSCVAG00000002412
xiphophorus_maculatus ENSXMAG00000028058
gambusia_affinis ENSGAFG00000019161
poecilia_mexicana ENSPMEG00000015615
poecilia_formosa ENSPFOG00000024377
kryptolebias_marmoratus ENSKMAG00000013327
oryzias_latipes ENSORLG00020015764
oryzias_latipes ENSORLG00000024424
oryzias_latipes_asm223469v1 ENSORLG00015007663
oryzias_melastigma ENSOMEG00000004625
mola_mola ENSMMOG00000014216
hippocampus_comes ENSHCOG00000017131
mastacembelus_armatus ENSMAMG00000018402
seriola_dumerili ENSSDUG00000001207
seriola_lalandi_dorsalis ENSSLDG00000024803
cynoglossus_semilaevis ENSCSEG00000019207
monopterus_albus ENSMALG00000000949
amphiprion_percula ENSAPEG00000014879
amphiprion_ocellaris ENSAOCG00000008836
acanthochromis_polyacanthus ENSAPOG00000018146
pundamilia_nyererei ENSPNYG00000009828
haplochromis_burtoni ENSHBUG00000009778
maylandia_zebra ENSMZEG00005020391
astatotilapia_calliptera ENSACLG00000023028
neolamprologus_brichardi ENSNBRG00000003506
labrus_bergylta ENSLBEG00000019224
periophthalmus_magnuspinnatus ENSPMGG00000013816
gadus_morhua ENSGMOG00000015387
esox_lucius ENSELUG00000006063
astyanax_mexicanus ENSAMXG00000037134
pygocentrus_nattereri ENSPNAG00000028430
danio_rerio ENSDARG00000076857
paramormyrops_kingsleyae ENSPKIG00000013493
paramormyrops_kingsleyae ENSPKIG00000012352
scleropages_formosus ENSSFOG00015008268
lepisosteus_oculatus ENSLOCG00000005161
chelonoidis_abingdonii ENSCABG00000018136
gopherus_agassizii ENSGAGG00000004370
salvator_merianae ENSSMRG00000000550
pogona_vitticeps ENSPVIG00000017256
sphenodon_punctatus ENSSPUG00000011257
microcebus_murinus ENSMICG00000046334
propithecus_coquereli ENSPCOG00000022941
prolemur_simus ENSPSMG00000022780
prolemur_simus ENSPSMG00000022786
otolemur_garnettii ENSOGAG00000024336
pan_troglodytes ENSPTRG00000000081
pan_paniscus ENSPPAG00000041442
homo_sapiens ENSG00000173673
nomascus_leucogenys ENSNLEG00000029984
macaca_mulatta ENSMMUG00000039017
macaca_nemestrina ENSMNEG00000029062
cercocebus_atys ENSCATG00000033247
papio_anubis ENSPANG00000020174
theropithecus_gelada ENSTGEG00000015076
chlorocebus_sabaeus ENSCSAG00000000737
rhinopithecus_roxellana ENSRROG00000044490
rhinopithecus_bieti ENSRBIG00000031845
piliocolobus_tephrosceles ENSPTEG00000011870
saimiri_boliviensis_boliviensis ENSSBOG00000022732
callithrix_jacchus ENSCJAG00000000154
cebus_capucinus ENSCCAG00000011513
aotus_nancymaae ENSANAG00000037436
tupaia_belangeri ENSTBEG00000002798
cricetulus_griseus_crigri ENSCGRG00000005496
cricetulus_griseus_chok1gshd ENSCGRG00001018644
cricetulus_griseus_crigri-picr ENSCGRG00015010011
mesocricetus_auratus ENSMAUG00000017157
peromyscus_maniculatus_bairdii ENSPEMG00000031261
microtus_ochrogaster ENSMOCG00000000573
mus_spicilegus ENSMSIG00000013400
mus_musculus ENSMUSG00000028946
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027846
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026853
mus_pahari MGP_PahariEiJ_G0029201
rattus_norvegicus ENSRNOG00000010893
meriones_unguiculatus ENSMUGG00000008344
nannospalax_galili ENSNGAG00000001131
jaculus_jaculus ENSJJAG00000015707
castor_canadensis ENSCCNG00000027986
urocitellus_parryii ENSUPAG00010011138
ictidomys_tridecemlineatus ENSSTOG00000010776
spermophilus_dauricus ENSSDAG00000023738
marmota_marmota_marmota ENSMMMG00000018001
chinchilla_lanigera ENSCLAG00000006579
octodon_degus ENSODEG00000011898
cavia_porcellus ENSCPOG00000026623
heterocephalus_glaber_female ENSHGLG00000009953
ochotona_princeps ENSOPRG00000011063
equus_caballus ENSECAG00000024724
equus_asinus_asinus ENSEASG00005021338
erinaceus_europaeus ENSEEUG00000005956
neovison_vison ENSNVIG00000005075
mustela_putorius_furo ENSMPUG00000006974
ursus_americanus ENSUAMG00000024542
ailuropoda_melanoleuca ENSAMEG00000009841
canis_lupus_dingo ENSCAFG00020008584
canis_lupus_familiaris ENSCAFG00000019571
panthera_pardus ENSPPRG00000004423
panthera_pardus ENSPPRG00000004164
felis_catus ENSFCAG00000045063
vulpes_vulpes ENSVVUG00000026407
ursus_maritimus ENSUMAG00000024166
panthera_tigris_altaica ENSPTIG00000014742
capra_hircus ENSCHIG00000022936
ovis_aries ENSOARG00000012818
bos_taurus ENSBTAG00000024525
bison_bison_bison ENSBBBG00000019402
sus_scrofa ENSSSCG00000003370
myotis_lucifugus ENSMLUG00000014815
pteropus_vampyrus ENSPVAG00000009777
dasypus_novemcinctus ENSDNOG00000032069
pongo_abelii ENSPPYG00000001947
oryctolagus_cuniculus ENSOCUG00000028151
loxodonta_africana ENSLAFG00000006355
phascolarctos_cinereus ENSPCIG00000028300
latimeria_chalumnae ENSLACG00000017267
