parus_major ENSPMJG00000017495
taeniopygia_guttata ENSTGUG00000011486
ficedula_albicollis ENSFALG00000014826
melopsittacus_undulatus ENSMUNG00000005048
crocodylus_porosus ENSCPRG00005012789
propithecus_coquereli ENSPCOG00000019923
microcebus_murinus ENSMICG00000045032
prolemur_simus ENSPSMG00000007570
otolemur_garnettii ENSOGAG00000026431
pan_troglodytes ENSPTRG00000047295
pan_paniscus ENSPPAG00000032206
homo_sapiens ENSG00000180730
gorilla_gorilla ENSGGOG00000025679
pongo_abelii ENSPPYG00000005227
nomascus_leucogenys ENSNLEG00000030975
rhinopithecus_roxellana ENSRROG00000038302
rhinopithecus_bieti ENSRBIG00000029204
piliocolobus_tephrosceles ENSPTEG00000017337
colobus_angolensis_palliatus ENSCANG00000043788
theropithecus_gelada ENSTGEG00000019520
papio_anubis ENSPANG00000002307
cercocebus_atys ENSCATG00000023199
chlorocebus_sabaeus ENSCSAG00000017992
macaca_nemestrina ENSMNEG00000040542
macaca_fascicularis ENSMFAG00000002392
mandrillus_leucophaeus ENSMLEG00000034103
saimiri_boliviensis_boliviensis ENSSBOG00000010466
callithrix_jacchus ENSCJAG00000040940
cebus_capucinus ENSCCAG00000027476
aotus_nancymaae ENSANAG00000035019
tupaia_belangeri ENSTBEG00000008710
cricetulus_griseus_crigri-picr ENSCGRG00015011928
cricetulus_griseus_chok1gshd ENSCGRG00001022075
cricetulus_griseus_crigri ENSCGRG00000006541
mesocricetus_auratus ENSMAUG00000018919
peromyscus_maniculatus_bairdii ENSPEMG00000030541
microtus_ochrogaster ENSMOCG00000020664
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020262
mus_spicilegus ENSMSIG00000025508
mus_musculus ENSMUSG00000044461
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019370
mus_pahari MGP_PahariEiJ_G0030388
rattus_norvegicus ENSRNOG00000012521
meriones_unguiculatus ENSMUGG00000017498
nannospalax_galili ENSNGAG00000011290
jaculus_jaculus ENSJJAG00000009486
octodon_degus ENSODEG00000006105
chinchilla_lanigera ENSCLAG00000008393
cavia_porcellus ENSCPOG00000009049
heterocephalus_glaber_female ENSHGLG00000009578
heterocephalus_glaber_male ENSHGLG00100008926
fukomys_damarensis ENSFDAG00000016269
spermophilus_dauricus ENSSDAG00000017683
marmota_marmota_marmota ENSMMMG00000012400
urocitellus_parryii ENSUPAG00010006141
ictidomys_tridecemlineatus ENSSTOG00000015447
ochotona_princeps ENSOPRG00000005752
oryctolagus_cuniculus ENSOCUG00000015248
myotis_lucifugus ENSMLUG00000016357
pteropus_vampyrus ENSPVAG00000000900
equus_caballus ENSECAG00000013207
equus_asinus_asinus ENSEASG00005022528
ursus_americanus ENSUAMG00000027674
ailuropoda_melanoleuca ENSAMEG00000008511
neovison_vison ENSNVIG00000000718
mustela_putorius_furo ENSMPUG00000006765
canis_lupus_dingo ENSCAFG00020025330
canis_lupus_familiaris ENSCAFG00000030320
felis_catus ENSFCAG00000043175
panthera_pardus ENSPPRG00000013331
bison_bison_bison ENSBBBG00000013012
bos_taurus ENSBTAG00000018214
capra_hircus ENSCHIG00000015912
sus_scrofa ENSSSCG00000030113
loxodonta_africana ENSLAFG00000004541
procavia_capensis ENSPCAG00000014313
dasypus_novemcinctus ENSDNOG00000047800
choloepus_hoffmanni ENSCHOG00000002743
echinops_telfairi ENSETEG00000007403
dipodomys_ordii ENSDORG00000024227
phascolarctos_cinereus ENSPCIG00000025956
notamacropus_eugenii ENSMEUG00000015906
monodelphis_domestica ENSMODG00000008622
junco_hyemalis ENSJHYG00000006614
zonotrichia_albicollis ENSZALG00000011665
lonchura_striata_domestica ENSLSDG00000013719
lepidothrix_coronata ENSLCOG00000005804
calidris_pygmaea ENSCPGG00000000567
calidris_pugnax ENSCPUG00000013695
anser_brachyrhynchus ENSABRG00000020328
anas_platyrhynchos_platyrhynchos ENSAPLG00000026795
gallus_gallus ENSGALG00000043035
coturnix_japonica ENSCJPG00005001121
meleagris_gallopavo ENSMGAG00000015604
numida_meleagris ENSNMEG00000019392
nothoprocta_perdicaria ENSNPEG00000009968
chelonoidis_abingdonii ENSCABG00000021352
gopherus_agassizii ENSGAGG00000005468
chrysemys_picta_bellii ENSCPBG00000020540
ornithorhynchus_anatinus ENSOANG00000009048
castor_canadensis ENSCCNG00000016910
serinus_canaria ENSSCAG00000006063
cyanistes_caeruleus ENSCCEG00000023797
pelodiscus_sinensis ENSPSIG00000009323
bos_mutus ENSBMUG00000023607
ovis_aries ENSOARG00000017037
tursiops_truncatus ENSTTRG00000012740
capra_hircus ENSCHIG00000000060
panthera_tigris_altaica ENSPTIG00000003520
sarcophilus_harrisii ENSSHAG00000001962
apteryx_owenii ENSAOWG00000016334
apteryx_haastii ENSAHAG00000016059
apteryx_rowi ENSARWG00000010374
pogona_vitticeps ENSPVIG00000021277
anolis_carolinensis ENSACAG00000002377
notechis_scutatus ENSNSUG00000013391
salvator_merianae ENSSMRG00000014778
xenopus_tropicalis ENSXETG00000010680
latimeria_chalumnae ENSLACG00000016261
seriola_dumerili ENSSDUG00000015155
seriola_lalandi_dorsalis ENSSLDG00000003874
scophthalmus_maximus ENSSMAG00000014239
labrus_bergylta ENSLBEG00000018324
oryzias_latipes ENSORLG00000009065
oryzias_latipes_asm223469v1 ENSORLG00015000401
oryzias_latipes ENSORLG00020013973
oryzias_melastigma ENSOMEG00000007061
stegastes_partitus ENSSPAG00000019106
kryptolebias_marmoratus ENSKMAG00000009487
mola_mola ENSMMOG00000002866
amphiprion_ocellaris ENSAOCG00000024289
amphiprion_percula ENSAPEG00000019549
acanthochromis_polyacanthus ENSAPOG00000001748
xiphophorus_couchianus ENSXCOG00000009549
xiphophorus_maculatus ENSXMAG00000010029
gambusia_affinis ENSGAFG00000007349
poecilia_formosa ENSPFOG00000009024
poecilia_mexicana ENSPMEG00000016763
poecilia_latipinna ENSPLAG00000002624
poecilia_reticulata ENSPREG00000019052
fundulus_heteroclitus ENSFHEG00000016943
cyprinodon_variegatus ENSCVAG00000005375
pundamilia_nyererei ENSPNYG00000003832
haplochromis_burtoni ENSHBUG00000017332
maylandia_zebra ENSMZEG00005021941
astatotilapia_calliptera ENSACLG00000026696
neolamprologus_brichardi ENSNBRG00000023056
oreochromis_niloticus ENSONIG00000014104
amphilophus_citrinellus ENSACIG00000021688
takifugu_rubripes ENSTRUG00000019612
tetraodon_nigroviridis ENSTNIG00000000624
gasterosteus_aculeatus ENSGACG00000003182
hippocampus_comes ENSHCOG00000018152
cynoglossus_semilaevis ENSCSEG00000016679
periophthalmus_magnuspinnatus ENSPMGG00000023733
monopterus_albus ENSMALG00000021728
mastacembelus_armatus ENSMAMG00000001341
anabas_testudineus ENSATEG00000010133
esox_lucius ENSELUG00000013867
astyanax_mexicanus ENSAMXG00000032367
pygocentrus_nattereri ENSPNAG00000020748
ictalurus_punctatus ENSIPUG00000010144
danio_rerio ENSDARG00000088232
gadus_morhua ENSGMOG00000015491
paramormyrops_kingsleyae ENSPKIG00000013355
scleropages_formosus ENSSFOG00015016211
pygocentrus_nattereri ENSPNAG00000029962
esox_lucius ENSELUG00000021457
lepisosteus_oculatus ENSLOCG00000004070
lepidothrix_coronata ENSLCOG00000011384
manacus_vitellinus ENSMVIG00005016800
melopsittacus_undulatus ENSMUNG00000011471
calidris_pygmaea ENSCPGG00000014275
anser_brachyrhynchus ENSABRG00000019058
numida_meleagris ENSNMEG00000020785
apteryx_rowi ENSARWG00000012523
apteryx_haastii ENSAHAG00000019145
dromaius_novaehollandiae ENSDNVG00000002270
crocodylus_porosus ENSCPRG00005007243
chelonoidis_abingdonii ENSCABG00000008649
chrysemys_picta_bellii ENSCPBG00000006962
xenopus_tropicalis ENSXETG00000025609
xenopus_tropicalis ENSXETG00000025608
latimeria_chalumnae ENSLACG00000013114
