prolemur_simus ENSPSMG00000006872
propithecus_coquereli ENSPCOG00000016133
pan_troglodytes ENSPTRG00000010444
pan_paniscus ENSPPAG00000033819
homo_sapiens ENSG00000188321
gorilla_gorilla ENSGGOG00000012935
pongo_abelii ENSPPYG00000009525
pan_paniscus ENSPPAG00000039186
nomascus_leucogenys ENSNLEG00000011969
cercocebus_atys ENSCATG00000040537
mandrillus_leucophaeus ENSMLEG00000036649
theropithecus_gelada ENSTGEG00000023168
macaca_mulatta ENSMMUG00000018884
macaca_nemestrina ENSMNEG00000044448
macaca_fascicularis ENSMFAG00000033248
papio_anubis ENSPANG00000013225
chlorocebus_sabaeus ENSCSAG00000007695
piliocolobus_tephrosceles ENSPTEG00000032159
colobus_angolensis_palliatus ENSCANG00000034701
rhinopithecus_bieti ENSRBIG00000037439
rhinopithecus_roxellana ENSRROG00000028174
cebus_capucinus ENSCCAG00000027457
callithrix_jacchus ENSCJAG00000044628
aotus_nancymaae ENSANAG00000019494
panthera_pardus ENSPPRG00000022882
panthera_tigris_altaica ENSPTIG00000016402
felis_catus ENSFCAG00000042889
neovison_vison ENSNVIG00000023581
pteropus_vampyrus ENSPVAG00000002772
tursiops_truncatus ENSTTRG00000004523
vicugna_pacos ENSVPAG00000007632
