pteropus_vampyrus ENSPVAG00000000267
myotis_lucifugus ENSMLUG00000010557
bos_taurus ENSBTAG00000048077
bos_taurus ENSBTAG00000052987
bos_mutus ENSBMUG00000012517
bison_bison ENSBBBG00000003909
ovis_aries ENSOARG00000009190
capra_hircus ENSCHIG00000014893
tursiops_truncatus ENSTTRG00000011023
sus_scrofa ENSSSCG00000039860
sus_scrofa ENSSSCG00000012319
felis_catus ENSFCAG00000044705
mustela_putorius ENSMPUG00000011688
neovison_vison ENSNVIG00000002602
mustela_putorius ENSMPUG00000001428
mustela_putorius ENSMPUG00000004011
ursus_americanus ENSUAMG00000018963
ursus_maritimus ENSUMAG00000024851
canis_lupus ENSCAFG00020015198
canis_lupus ENSCAFG00020002033
canis_lupus ENSCAFG00000016072
vulpes_vulpes ENSVVUG00000010630
felis_catus ENSFCAG00000039731
felis_catus ENSFCAG00000037682
panthera_pardus ENSPPRG00000015227
panthera_tigris ENSPTIG00000015951
equus_caballus ENSECAG00000029663
equus_caballus ENSECAG00000034424
equus_caballus ENSECAG00000026992
equus_asinus ENSEASG00005018677
erinaceus_europaeus ENSEEUG00000007314
heterocephalus_glaber ENSHGLG00000000115
heterocephalus_glaber ENSHGLG00100001229
fukomys_damarensis ENSFDAG00000020192
cavia_porcellus ENSCPOG00000013229
cavia_aperea ENSCAPG00000011275
ictidomys_tridecemlineatus ENSSTOG00000000889
urocitellus_parryii ENSUPAG00010014291
spermophilus_dauricus ENSSDAG00000021498
marmota_marmota ENSMMMG00000024252
castor_canadensis ENSCCNG00000018027
dipodomys_ordii ENSDORG00000000066
oryctolagus_cuniculus ENSOCUG00000016686
oryctolagus_cuniculus ENSOCUG00000024497
tupaia_belangeri ENSTBEG00000004890
pan_paniscus ENSPPAG00000041779
pan_paniscus ENSPPAG00000027565
pan_troglodytes ENSPTRG00000023548
homo_sapiens ENSG00000187243
homo_sapiens ENSG00000154545
gorilla_gorilla ENSGGOG00000041832
gorilla_gorilla ENSGGOG00000041156
pongo_abelii ENSPPYG00000020363
nomascus_leucogenys ENSNLEG00000008180
rhinopithecus_roxellana ENSRROG00000020001
rhinopithecus_bieti ENSRBIG00000034263
colobus_angolensis ENSCANG00000042421
piliocolobus_tephrosceles ENSPTEG00000035326
theropithecus_gelada ENSTGEG00000027236
chlorocebus_sabaeus ENSCSAG00000012678
macaca_mulatta ENSMMUG00000048507
macaca_mulatta ENSMMUG00000020202
macaca_mulatta ENSMMUG00000047591
macaca_fascicularis ENSMFAG00000040747
macaca_nemestrina ENSMNEG00000032793
papio_anubis ENSPANG00000009000
macaca_mulatta ENSMMUG00000045113
cercocebus_atys ENSCATG00000008058
papio_anubis ENSPANG00000004578
mandrillus_leucophaeus ENSMLEG00000034931
callithrix_jacchus ENSCJAG00000000290
callithrix_jacchus ENSCJAG00000048637
cebus_capucinus ENSCCAG00000029059
saimiri_boliviensis ENSSBOG00000001725
aotus_nancymaae ENSANAG00000029673
carlito_syrichta ENSTSYG00000027899
propithecus_coquereli ENSPCOG00000017652
microcebus_murinus ENSMICG00000012828
prolemur_simus ENSPSMG00000011629
dasypus_novemcinctus ENSDNOG00000038470
dasypus_novemcinctus ENSDNOG00000013424
loxodonta_africana ENSLAFG00000008306
loxodonta_africana ENSLAFG00000032108
