chrysemys_picta_bellii ENSCPBG00000020144
gopherus_agassizii ENSGAGG00000019577
pelodiscus_sinensis ENSPSIG00000010429
crocodylus_porosus ENSCPRG00005005710
pogona_vitticeps ENSPVIG00000019567
anolis_carolinensis ENSACAG00000001025
notechis_scutatus ENSNSUG00000017851
sphenodon_punctatus ENSSPUG00000007485
notamacropus_eugenii ENSMEUG00000016140
phascolarctos_cinereus ENSPCIG00000035736
sarcophilus_harrisii ENSSHAG00000001352
monodelphis_domestica ENSMODG00000024861
pan_troglodytes ENSPTRG00000029247
pan_paniscus ENSPPAG00000027896
homo_sapiens ENSG00000204711
gorilla_gorilla ENSGGOG00000005837
pongo_abelii ENSPPYG00000019280
nomascus_leucogenys ENSNLEG00000000707
theropithecus_gelada ENSTGEG00000024488
papio_anubis ENSPANG00000025100
macaca_fascicularis ENSMFAG00000034619
macaca_nemestrina ENSMNEG00000038228
macaca_mulatta ENSMMUG00000015844
cercocebus_atys ENSCATG00000038166
mandrillus_leucophaeus ENSMLEG00000026731
chlorocebus_sabaeus ENSCSAG00000008403
piliocolobus_tephrosceles ENSPTEG00000039413
colobus_angolensis_palliatus ENSCANG00000023331
rhinopithecus_roxellana ENSRROG00000043947
rhinopithecus_bieti ENSRBIG00000044992
cebus_capucinus ENSCCAG00000037801
saimiri_boliviensis_boliviensis ENSSBOG00000031509
callithrix_jacchus ENSCJAG00000043410
aotus_nancymaae ENSANAG00000031989
carlito_syrichta ENSTSYG00000011112
cricetulus_griseus_chok1gshd ENSCGRG00001000720
cricetulus_griseus_crigri ENSCGRG00000000341
cricetulus_griseus_crigri-picr ENSCGRG00015002148
mesocricetus_auratus ENSMAUG00000009592
microtus_ochrogaster ENSMOCG00000018700
peromyscus_maniculatus_bairdii ENSPEMG00000021140
mus_spicilegus ENSMSIG00000011339
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023742
mus_musculus ENSMUSG00000033053
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022823
mus_pahari MGP_PahariEiJ_G0014317
rattus_norvegicus ENSRNOG00000036615
meriones_unguiculatus ENSMUGG00000012517
nannospalax_galili ENSNGAG00000007489
jaculus_jaculus ENSJJAG00000021419
castor_canadensis ENSCCNG00000010173
heterocephalus_glaber_female ENSHGLG00000008365
heterocephalus_glaber_male ENSHGLG00100013168
fukomys_damarensis ENSFDAG00000015411
cavia_porcellus ENSCPOG00000006639
cavia_aperea ENSCAPG00000011237
octodon_degus ENSODEG00000003865
chinchilla_lanigera ENSCLAG00000007041
urocitellus_parryii ENSUPAG00010023499
ictidomys_tridecemlineatus ENSSTOG00000012360
spermophilus_dauricus ENSSDAG00000019640
marmota_marmota_marmota ENSMMMG00000011090
propithecus_coquereli ENSPCOG00000027657
microcebus_murinus ENSMICG00000033544
prolemur_simus ENSPSMG00000025775
otolemur_garnettii ENSOGAG00000009764
oryctolagus_cuniculus ENSOCUG00000008788
ochotona_princeps ENSOPRG00000000969
procavia_capensis ENSPCAG00000007776
echinops_telfairi ENSETEG00000017331
choloepus_hoffmanni ENSCHOG00000000042
dasypus_novemcinctus ENSDNOG00000015500
tupaia_belangeri ENSTBEG00000000937
capra_hircus ENSCHIG00000022040
ovis_aries ENSOARG00000012949
bos_mutus ENSBMUG00000002165
bos_taurus ENSBTAG00000033396
bison_bison_bison ENSBBBG00000004778
tursiops_truncatus ENSTTRG00000010083
sus_scrofa ENSSSCG00000035668
vicugna_pacos ENSVPAG00000010051
equus_asinus_asinus ENSEASG00005009601
pteropus_vampyrus ENSPVAG00000005958
myotis_lucifugus ENSMLUG00000007798
erinaceus_europaeus ENSEEUG00000012582
sorex_araneus ENSSARG00000008443
ursus_maritimus ENSUMAG00000021672
ailuropoda_melanoleuca ENSAMEG00000007019
neovison_vison ENSNVIG00000010477
mustela_putorius_furo ENSMPUG00000009548
canis_lupus_dingo ENSCAFG00020026561
vulpes_vulpes ENSVVUG00000004036
panthera_tigris_altaica ENSPTIG00000017058
panthera_pardus ENSPPRG00000008448
felis_catus ENSFCAG00000000106
canis_lupus_familiaris ENSCAFG00000001893
ursus_americanus ENSUAMG00000006205
equus_caballus ENSECAG00000021795
ornithorhynchus_anatinus ENSOANG00000005027
latimeria_chalumnae ENSLACG00000022490
pygocentrus_nattereri ENSPNAG00000029449
astyanax_mexicanus ENSAMXG00000031363
ictalurus_punctatus ENSIPUG00000016361
esox_lucius ENSELUG00000006330
lepisosteus_oculatus ENSLOCG00000009476
ciona_savignyi ENSCSAVG00000006520
ciona_intestinalis ENSCING00000003931
