calidris_pygmaea ENSCPGG00000006734
calidris_pugnax ENSCPUG00000008359
melopsittacus_undulatus ENSMUNG00000015997
lepidothrix_coronata ENSLCOG00000012991
manacus_vitellinus ENSMVIG00005006513
parus_major ENSPMJG00000010816
cyanistes_caeruleus ENSCCEG00000006016
ficedula_albicollis ENSFALG00000010282
zonotrichia_albicollis ENSZALG00000001511
junco_hyemalis ENSJHYG00000017109
serinus_canaria ENSSCAG00000013357
taeniopygia_guttata ENSTGUG00000005617
lonchura_striata ENSLSDG00000006548
gallus_gallus ENSGALG00000009505
meleagris_gallopavo ENSMGAG00000009260
coturnix_japonica ENSCJPG00005013387
numida_meleagris ENSNMEG00000011230
anas_platyrhynchos ENSAPLG00000017737
anser_brachyrhynchus ENSABRG00000005527
apteryx_haastii ENSAHAG00000010455
apteryx_owenii ENSAOWG00000009513
apteryx_rowi ENSARWG00000016034
dromaius_novaehollandiae ENSDNVG00000001408
nothoprocta_perdicaria ENSNPEG00000003280
crocodylus_porosus ENSCPRG00005009762
chelonoidis_abingdonii ENSCABG00000018737
gopherus_agassizii ENSGAGG00000001603
chrysemys_picta ENSCPBG00000026288
pelodiscus_sinensis ENSPSIG00000017915
pogona_vitticeps ENSPVIG00000005449
anolis_carolinensis ENSACAG00000000006
notechis_scutatus ENSNSUG00000013355
salvator_merianae ENSSMRG00000012731
sphenodon_punctatus ENSSPUG00000010137
ornithorhynchus_anatinus ENSOANG00000029301
xenopus_tropicalis ENSXETG00000021103
pteropus_vampyrus ENSPVAG00000013894
myotis_lucifugus ENSMLUG00000010509
erinaceus_europaeus ENSEEUG00000007462
sorex_araneus ENSSARG00000009043
capra_hircus ENSCHIG00000022837
ovis_aries ENSOARG00000008013
bos_indicus ENSBIXG00000028404
bos_indicus ENSBIXG00005001775
bos_mutus ENSBMUG00000000652
bos_taurus ENSBTAG00000024387
bison_bison ENSBBBG00000014728
tursiops_truncatus ENSTTRG00000004089
sus_scrofa ENSSSCG00000015446
vicugna_pacos ENSVPAG00000012513
mustela_putorius ENSMPUG00000018237
neovison_vison ENSNVIG00000021249
ursus_americanus ENSUAMG00000019975
ursus_maritimus ENSUMAG00000011140
ailuropoda_melanoleuca ENSAMEG00000014217
canis_lupus ENSCAFG00000003661
canis_lupus ENSCAFG00020023247
vulpes_vulpes ENSVVUG00000017186
panthera_pardus ENSPPRG00000006146
panthera_tigris ENSPTIG00000010792
felis_catus ENSFCAG00000030045
equus_asinus ENSEASG00005017551
equus_caballus ENSECAG00000012878
pan_troglodytes ENSPTRG00000048977
pongo_abelii ENSPPYG00000020918
spermophilus_dauricus ENSSDAG00000015466
chinchilla_lanigera ENSCLAG00000014342
octodon_degus ENSODEG00000002289
cavia_aperea ENSCAPG00000015496
cavia_porcellus ENSCPOG00000007525
heterocephalus_glaber ENSHGLG00000016141
heterocephalus_glaber ENSHGLG00100000587
fukomys_damarensis ENSFDAG00000008544
urocitellus_parryii ENSUPAG00010011232
ictidomys_tridecemlineatus ENSSTOG00000007647
spermophilus_dauricus ENSSDAG00000018525
marmota_marmota ENSMMMG00000013634
castor_canadensis ENSCCNG00000015778
dipodomys_ordii ENSDORG00000009929
mus_spicilegus ENSMSIG00000012326
mus_musculus ENSMUSG00000036257
mus_spretus MGP_SPRETEiJ_G0018567
mus_caroli MGP_CAROLIEiJ_G0017725
mus_pahari MGP_PahariEiJ_G0029482
rattus_norvegicus ENSRNOG00000039091
meriones_unguiculatus ENSMUGG00000011005
cricetulus_griseus ENSCGRG00001002943
cricetulus_griseus ENSCGRG00015014349
cricetulus_griseus ENSCGRG00000002824
mesocricetus_auratus ENSMAUG00000018550
microtus_ochrogaster ENSMOCG00000017091
peromyscus_maniculatus ENSPEMG00000013308
nannospalax_galili ENSNGAG00000003473
jaculus_jaculus ENSJJAG00000003475
oryctolagus_cuniculus ENSOCUG00000009815
ochotona_princeps ENSOPRG00000006448
tupaia_belangeri ENSTBEG00000016981
pan_troglodytes ENSPTRG00000019590
pan_paniscus ENSPPAG00000029848
homo_sapiens ENSG00000135241
gorilla_gorilla ENSGGOG00000010179
pongo_abelii ENSPPYG00000017910
nomascus_leucogenys ENSNLEG00000008297
colobus_angolensis ENSCANG00000034704
piliocolobus_tephrosceles ENSPTEG00000037578
rhinopithecus_roxellana ENSRROG00000027076
rhinopithecus_bieti ENSRBIG00000038526
mandrillus_leucophaeus ENSMLEG00000041711
cercocebus_atys ENSCATG00000038703
macaca_fascicularis ENSMFAG00000033607
macaca_mulatta ENSMMUG00000011831
macaca_nemestrina ENSMNEG00000039448
papio_anubis ENSPANG00000018692
theropithecus_gelada ENSTGEG00000014555
chlorocebus_sabaeus ENSCSAG00000011178
saimiri_boliviensis ENSSBOG00000035298
saimiri_boliviensis ENSSBOG00000028353
cebus_capucinus ENSCCAG00000037778
callithrix_jacchus ENSCJAG00000016680
aotus_nancymaae ENSANAG00000024808
carlito_syrichta ENSTSYG00000004635
propithecus_coquereli ENSPCOG00000018135
prolemur_simus ENSPSMG00000011999
microcebus_murinus ENSMICG00000033400
microcebus_murinus ENSMICG00000029336
otolemur_garnettii ENSOGAG00000005327
dasypus_novemcinctus ENSDNOG00000000312
choloepus_hoffmanni ENSCHOG00000007311
loxodonta_africana ENSLAFG00000032424
loxodonta_africana ENSLAFG00000022359
procavia_capensis ENSPCAG00000007773
echinops_telfairi ENSETEG00000016623
phascolarctos_cinereus ENSPCIG00000004574
vombatus_ursinus ENSVURG00010009810
notamacropus_eugenii ENSMEUG00000010294
sarcophilus_harrisii ENSSHAG00000010999
monodelphis_domestica ENSMODG00000016018
ornithorhynchus_anatinus ENSOANG00000022311
cyprinodon_variegatus ENSCVAG00000021444
periophthalmus_magnuspinnatus ENSPMGG00000012281
hucho_hucho ENSHHUG00000006845
ornithorhynchus_anatinus ENSOANG00000012543
latimeria_chalumnae ENSLACG00000008810
callorhinchus_milii ENSCMIG00000014822
petromyzon_marinus ENSPMAG00000001983
eptatretus_burgeri ENSEBUG00000015963
petromyzon_marinus ENSPMAG00000002373
eptatretus_burgeri ENSEBUG00000007356
mastacembelus_armatus ENSMAMG00000024190
mastacembelus_armatus ENSMAMG00000024191
lates_calcarifer ENSLCAG00010011158
lates_calcarifer ENSLCAG00010011157
acanthochromis_polyacanthus ENSAPOG00000016633
amphiprion_ocellaris ENSAOCG00000013887
amphiprion_ocellaris ENSAOCG00000022388
amphiprion_percula ENSAPEG00000019057
stegastes_partitus ENSSPAG00000018972
maylandia_zebra ENSMZEG00005026264
haplochromis_burtoni ENSHBUG00000007465
pundamilia_nyererei ENSPNYG00000017376
neolamprologus_brichardi ENSNBRG00000011811
oreochromis_niloticus ENSONIG00000016933
amphilophus_citrinellus ENSACIG00000000069
oryzias_latipes ENSORLG00020014783
oryzias_latipes ENSORLG00000024222
oryzias_latipes ENSORLG00015008593
oryzias_melastigma ENSOMEG00000004395
parambassis_ranga ENSPRNG00000021141
gouania_willdenowi ENSGWIG00000000804
scophthalmus_maximus ENSSMAG00000006602
cynoglossus_semilaevis ENSCSEG00000018645
seriola_lalandi ENSSLDG00000007205
tetraodon_nigroviridis ENSTNIG00000012556
tetraodon_nigroviridis ENSTNIG00000012555
mola_mola ENSMMOG00000011632
larimichthys_crocea ENSLCRG00005007131
labrus_bergylta ENSLBEG00000011882
cottoperca_gobio ENSCGOG00000023452
gasterosteus_aculeatus ENSGACG00000003501
seriola_dumerili ENSSDUG00000020578
xiphophorus_couchianus ENSXCOG00000013319
xiphophorus_maculatus ENSXMAG00000016379
gambusia_affinis ENSGAFG00000004619
poecilia_latipinna ENSPLAG00000009375
poecilia_reticulata ENSPREG00000004551
poecilia_formosa ENSPFOG00000006304
hippocampus_comes ENSHCOG00000007851
gadus_morhua ENSGMOG00000010269
hucho_hucho ENSHHUG00000037003
esox_lucius ENSELUG00000020122
clupea_harengus ENSCHAG00000023706
denticeps_clupeoides ENSDCDG00000018226
astyanax_mexicanus ENSAMXG00005025335
astyanax_mexicanus ENSAMXG00000032058
pygocentrus_nattereri ENSPNAG00000015256
ictalurus_punctatus ENSIPUG00000012049
paramormyrops_kingsleyae ENSPKIG00000011949
lepisosteus_oculatus ENSLOCG00000001102
erpetoichthys_calabaricus ENSECRG00000001102
paramormyrops_kingsleyae ENSPKIG00000015277
paramormyrops_kingsleyae ENSPKIG00000012872
scleropages_formosus ENSSFOG00015005087
scleropages_formosus ENSSFOG00015004728
paramormyrops_kingsleyae ENSPKIG00000010599
clupea_harengus ENSCHAG00000000806
denticeps_clupeoides ENSDCDG00000029201
astyanax_mexicanus ENSAMXG00000016446
