anser_brachyrhynchus ENSABRG00000000196
anas_platyrhynchos_platyrhynchos ENSAPLG00000014841
meleagris_gallopavo ENSMGAG00000001799
gallus_gallus ENSGALG00000045668
coturnix_japonica ENSCJPG00005015158
numida_meleagris ENSNMEG00000019554
apteryx_rowi ENSARWG00000011631
apteryx_owenii ENSAOWG00000001767
apteryx_haastii ENSAHAG00000001915
dromaius_novaehollandiae ENSDNVG00000006774
nothoprocta_perdicaria ENSNPEG00000011183
crocodylus_porosus ENSCPRG00005002858
chrysemys_picta_bellii ENSCPBG00000005671
chelonoidis_abingdonii ENSCABG00000016506
pelodiscus_sinensis ENSPSIG00000013805
pogona_vitticeps ENSPVIG00000013029
anolis_carolinensis ENSACAG00000015565
notechis_scutatus ENSNSUG00000002231
salvator_merianae ENSSMRG00000000040
choloepus_hoffmanni ENSCHOG00000000674
dasypus_novemcinctus ENSDNOG00000025703
loxodonta_africana ENSLAFG00000020552
procavia_capensis ENSPCAG00000015292
heterocephalus_glaber_male ENSHGLG00100011784
heterocephalus_glaber_female ENSHGLG00000015824
fukomys_damarensis ENSFDAG00000010679
cavia_aperea ENSCAPG00000001088
cavia_porcellus ENSCPOG00000023207
octodon_degus ENSODEG00000005868
urocitellus_parryii ENSUPAG00010023963
spermophilus_dauricus ENSSDAG00000015240
ictidomys_tridecemlineatus ENSSTOG00000023181
marmota_marmota_marmota ENSMMMG00000015009
castor_canadensis ENSCCNG00000028626
dipodomys_ordii ENSDORG00000027914
cricetulus_griseus_crigri ENSCGRG00000011379
cricetulus_griseus_chok1gshd ENSCGRG00001023216
cricetulus_griseus_crigri-picr ENSCGRG00015024755
mesocricetus_auratus ENSMAUG00000017852
microtus_ochrogaster ENSMOCG00000000959
peromyscus_maniculatus_bairdii ENSPEMG00000013411
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032052
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030933
mus_musculus ENSMUSG00000031576
mus_spicilegus ENSMSIG00000029849
mus_pahari MGP_PahariEiJ_G0021403
rattus_norvegicus ENSRNOG00000014741
jaculus_jaculus ENSJJAG00000011267
oryctolagus_cuniculus ENSOCUG00000022744
ochotona_princeps ENSOPRG00000019104
prolemur_simus ENSPSMG00000014093
propithecus_coquereli ENSPCOG00000019016
microcebus_murinus ENSMICG00000031005
otolemur_garnettii ENSOGAG00000025257
pan_paniscus ENSPPAG00000037711
pan_troglodytes ENSPTRG00000033774
homo_sapiens ENSG00000215262
gorilla_gorilla ENSGGOG00000011534
pongo_abelii ENSPPYG00000018507
nomascus_leucogenys ENSNLEG00000012134
rhinopithecus_roxellana ENSRROG00000014472
piliocolobus_tephrosceles ENSPTEG00000033536
rhinopithecus_bieti ENSRBIG00000042719
colobus_angolensis_palliatus ENSCANG00000028969
cercocebus_atys ENSCATG00000033641
mandrillus_leucophaeus ENSMLEG00000030957
theropithecus_gelada ENSTGEG00000006863
macaca_fascicularis ENSMFAG00000014847
macaca_mulatta ENSMMUG00000000200
macaca_nemestrina ENSMNEG00000031911
chlorocebus_sabaeus ENSCSAG00000015733
papio_anubis ENSPANG00000016902
aotus_nancymaae ENSANAG00000037568
callithrix_jacchus ENSCJAG00000002801
saimiri_boliviensis_boliviensis ENSSBOG00000028528
cebus_capucinus ENSCCAG00000036196
vicugna_pacos ENSVPAG00000002208
sus_scrofa ENSSSCG00000029131
capra_hircus ENSCHIG00000010549
ovis_aries ENSOARG00000000631
bos_taurus ENSBTAG00000027118
bos_mutus ENSBMUG00000006546
bison_bison_bison ENSBBBG00000022052
tursiops_truncatus ENSTTRG00000001945
equus_caballus ENSECAG00000026836
equus_asinus_asinus ENSEASG00005016720
ursus_maritimus ENSUMAG00000009025
ailuropoda_melanoleuca ENSAMEG00000010781
mustela_putorius_furo ENSMPUG00000010081
neovison_vison ENSNVIG00000011599
canis_lupus_familiaris ENSCAFG00000028535
canis_lupus_dingo ENSCAFG00020001467
vulpes_vulpes ENSVVUG00000020067
panthera_tigris_altaica ENSPTIG00000012045
panthera_pardus ENSPPRG00000001511
felis_catus ENSFCAG00000018954
pteropus_vampyrus ENSPVAG00000009769
myotis_lucifugus ENSMLUG00000026031
notamacropus_eugenii ENSMEUG00000005075
sarcophilus_harrisii ENSSHAG00000011303
ornithorhynchus_anatinus ENSOANG00000001328
