paramormyrops_kingsleyae ENSPKIG00000009211
scleropages_formosus ENSSFOG00015010131
amphiprion_percula ENSAPEG00000003769
amphiprion_ocellaris ENSAOCG00000024534
acanthochromis_polyacanthus ENSAPOG00000021481
stegastes_partitus ENSSPAG00000021720
poecilia_formosa ENSPFOG00000014196
poecilia_latipinna ENSPLAG00000012771
poecilia_mexicana ENSPMEG00000010893
poecilia_reticulata ENSPREG00000015744
xiphophorus_maculatus ENSXMAG00000018408
xiphophorus_couchianus ENSXCOG00000002740
gambusia_affinis ENSGAFG00000013683
fundulus_heteroclitus ENSFHEG00000007103
cyprinodon_variegatus ENSCVAG00000020621
kryptolebias_marmoratus ENSKMAG00000022115
oryzias_latipes ENSORLG00000005558
oryzias_latipes ENSORLG00020021819
oryzias_latipes_asm223469v1 ENSORLG00015019152
oryzias_melastigma ENSOMEG00000013525
haplochromis_burtoni ENSHBUG00000023153
pundamilia_nyererei ENSPNYG00000006090
maylandia_zebra ENSMZEG00005002929
astatotilapia_calliptera ENSACLG00000020196
neolamprologus_brichardi ENSNBRG00000016319
oreochromis_niloticus ENSONIG00000001730
amphilophus_citrinellus ENSACIG00000012274
seriola_lalandi_dorsalis ENSSLDG00000017207
seriola_dumerili ENSSDUG00000002646
scophthalmus_maximus ENSSMAG00000003429
mastacembelus_armatus ENSMAMG00000005794
monopterus_albus ENSMALG00000018038
anabas_testudineus ENSATEG00000009343
labrus_bergylta ENSLBEG00000004126
takifugu_rubripes ENSTRUG00000017690
tetraodon_nigroviridis ENSTNIG00000015536
mola_mola ENSMMOG00000019596
gasterosteus_aculeatus ENSGACG00000010119
cynoglossus_semilaevis ENSCSEG00000013104
hippocampus_comes ENSHCOG00000019403
periophthalmus_magnuspinnatus ENSPMGG00000012814
gadus_morhua ENSGMOG00000013976
esox_lucius ENSELUG00000014914
astyanax_mexicanus ENSAMXG00000009464
pygocentrus_nattereri ENSPNAG00000018370
ictalurus_punctatus ENSIPUG00000015940
danio_rerio ENSDARG00000057317
lepisosteus_oculatus ENSLOCG00000003732
nothoprocta_perdicaria ENSNPEG00000000821
xenopus_tropicalis ENSXETG00000031698
apteryx_rowi ENSARWG00000001949
apteryx_owenii ENSAOWG00000010924
apteryx_haastii ENSAHAG00000012023
dromaius_novaehollandiae ENSDNVG00000001108
nothoprocta_perdicaria ENSNPEG00000000820
cyanistes_caeruleus ENSCCEG00000016182
parus_major ENSPMJG00000019470
ficedula_albicollis ENSFALG00000005748
taeniopygia_guttata ENSTGUG00000006920
lonchura_striata_domestica ENSLSDG00000011640
serinus_canaria ENSSCAG00000014397
junco_hyemalis ENSJHYG00000004139
zonotrichia_albicollis ENSZALG00000007456
lepidothrix_coronata ENSLCOG00000001225
manacus_vitellinus ENSMVIG00005020012
melopsittacus_undulatus ENSMUNG00000009034
calidris_pygmaea ENSCPGG00000010658
calidris_pugnax ENSCPUG00000003194
anas_platyrhynchos_platyrhynchos ENSAPLG00000006591
anser_brachyrhynchus ENSABRG00000018218
gallus_gallus ENSGALG00000008945
coturnix_japonica ENSCJPG00005008430
meleagris_gallopavo ENSMGAG00000009489
numida_meleagris ENSNMEG00000021246
crocodylus_porosus ENSCPRG00005017222
gopherus_agassizii ENSGAGG00000019234
chrysemys_picta_bellii ENSCPBG00000016995
chelonoidis_abingdonii ENSCABG00000006113
pelodiscus_sinensis ENSPSIG00000012619
pogona_vitticeps ENSPVIG00000003032
anolis_carolinensis ENSACAG00000006274
notechis_scutatus ENSNSUG00000006960
salvator_merianae ENSSMRG00000020195
sphenodon_punctatus ENSSPUG00000008366
notechis_scutatus ENSNSUG00000001268
phascolarctos_cinereus ENSPCIG00000023009
notamacropus_eugenii ENSMEUG00000000713
sarcophilus_harrisii ENSSHAG00000004895
monodelphis_domestica ENSMODG00000020802
ornithorhynchus_anatinus ENSOANG00000009778
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026694
mus_spicilegus ENSMSIG00000024045
mus_musculus ENSMUSG00000039103
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025741
mus_pahari MGP_PahariEiJ_G0027192
rattus_norvegicus ENSRNOG00000012512
meriones_unguiculatus ENSMUGG00000016559
cricetulus_griseus_crigri ENSCGRG00000017251
cricetulus_griseus_chok1gshd ENSCGRG00001020243
cricetulus_griseus_crigri-picr ENSCGRG00015019703
mesocricetus_auratus ENSMAUG00000018088
microtus_ochrogaster ENSMOCG00000018832
nannospalax_galili ENSNGAG00000023009
jaculus_jaculus ENSJJAG00000012487
spermophilus_dauricus ENSSDAG00000005449
urocitellus_parryii ENSUPAG00010015390
ictidomys_tridecemlineatus ENSSTOG00000014300
marmota_marmota_marmota ENSMMMG00000001383
heterocephalus_glaber_female ENSHGLG00000004385
heterocephalus_glaber_male ENSHGLG00100010093
fukomys_damarensis ENSFDAG00000013260
chinchilla_lanigera ENSCLAG00000005059
octodon_degus ENSODEG00000003578
cavia_porcellus ENSCPOG00000002750
cavia_aperea ENSCAPG00000014938
dipodomys_ordii ENSDORG00000016532
castor_canadensis ENSCCNG00000010592
