mola_mola ENSMMOG00000019442
mastacembelus_armatus ENSMAMG00000016049
seriola_dumerili ENSSDUG00000020728
seriola_lalandi_dorsalis ENSSLDG00000013209
scophthalmus_maximus ENSSMAG00000015043
fundulus_heteroclitus ENSFHEG00000004316
cyprinodon_variegatus ENSCVAG00000013631
poecilia_formosa ENSPFOG00000006528
poecilia_latipinna ENSPLAG00000015670
poecilia_mexicana ENSPMEG00000000317
poecilia_reticulata ENSPREG00000017139
gambusia_affinis ENSGAFG00000014861
xiphophorus_maculatus ENSXMAG00000005846
kryptolebias_marmoratus ENSKMAG00000019546
oryzias_latipes ENSORLG00000027185
oryzias_latipes ENSORLG00020017863
oryzias_latipes_asm223469v1 ENSORLG00015008837
oryzias_melastigma ENSOMEG00000013833
amphiprion_ocellaris ENSAOCG00000022404
amphiprion_percula ENSAPEG00000023341
acanthochromis_polyacanthus ENSAPOG00000021894
stegastes_partitus ENSSPAG00000019121
maylandia_zebra ENSMZEG00005010520
astatotilapia_calliptera ENSACLG00000021888
haplochromis_burtoni ENSHBUG00000010589
pundamilia_nyererei ENSPNYG00000010339
anabas_testudineus ENSATEG00000010232
labrus_bergylta ENSLBEG00000006827
esox_lucius ENSELUG00000017378
pygocentrus_nattereri ENSPNAG00000012547
astyanax_mexicanus ENSAMXG00000020638
ictalurus_punctatus ENSIPUG00000023290
danio_rerio ENSDARG00000107077
lepisosteus_oculatus ENSLOCG00000002698
calidris_pygmaea ENSCPGG00000006966
calidris_pugnax ENSCPUG00000000343
numida_meleagris ENSNMEG00000013460
chelonoidis_abingdonii ENSCABG00000014941
chrysemys_picta_bellii ENSCPBG00000007252
pogona_vitticeps ENSPVIG00000022209
anolis_carolinensis ENSACAG00000028750
xenopus_tropicalis ENSXETG00000006049
latimeria_chalumnae ENSLACG00000018516
