ciona_intestinalis ENSCING00000019149
ciona_savignyi ENSCSAVG00000002840
tetraodon_nigroviridis ENSTNIG00000011214
tetraodon_nigroviridis ENSTNIG00000000434
takifugu_rubripes ENSTRUG00000002851
mola_mola ENSMMOG00000009495
gasterosteus_aculeatus ENSGACG00000004631
hippocampus_comes ENSHCOG00000006721
amphiprion_ocellaris ENSAOCG00000002740
amphiprion_percula ENSAPEG00000019571
acanthochromis_polyacanthus ENSAPOG00000009047
stegastes_partitus ENSSPAG00000016119
astatotilapia_calliptera ENSACLG00000010223
maylandia_zebra ENSMZEG00005001668
pundamilia_nyererei ENSPNYG00000010187
haplochromis_burtoni ENSHBUG00000021772
neolamprologus_brichardi ENSNBRG00000019033
oreochromis_niloticus ENSONIG00000017224
amphilophus_citrinellus ENSACIG00000021415
fundulus_heteroclitus ENSFHEG00000021654
cyprinodon_variegatus ENSCVAG00000020944
poecilia_mexicana ENSPMEG00000004613
poecilia_formosa ENSPFOG00000010535
poecilia_latipinna ENSPLAG00000016840
poecilia_reticulata ENSPREG00000001611
xiphophorus_couchianus ENSXCOG00000013134
xiphophorus_maculatus ENSXMAG00000013042
gambusia_affinis ENSGAFG00000017018
oryzias_latipes ENSORLG00000023949
oryzias_latipes_asm223469v1 ENSORLG00015012303
oryzias_melastigma ENSOMEG00000000690
monopterus_albus ENSMALG00000005574
mastacembelus_armatus ENSMAMG00000018943
anabas_testudineus ENSATEG00000020575
scophthalmus_maximus ENSSMAG00000005600
cynoglossus_semilaevis ENSCSEG00000006064
seriola_lalandi_dorsalis ENSSLDG00000024566
seriola_dumerili ENSSDUG00000006137
periophthalmus_magnuspinnatus ENSPMGG00000014908
gadus_morhua ENSGMOG00000019156
pygocentrus_nattereri ENSPNAG00000001831
astyanax_mexicanus ENSAMXG00000035012
ictalurus_punctatus ENSIPUG00000020386
danio_rerio ENSDARG00000069852
esox_lucius ENSELUG00000016796
paramormyrops_kingsleyae ENSPKIG00000018486
scleropages_formosus ENSSFOG00015007711
lepisosteus_oculatus ENSLOCG00000002316
latimeria_chalumnae ENSLACG00000003177
petromyzon_marinus ENSPMAG00000004574
eptatretus_burgeri ENSEBUG00000015867
lepidothrix_coronata ENSLCOG00000010832
manacus_vitellinus ENSMVIG00005001043
taeniopygia_guttata ENSTGUG00000013454
lonchura_striata_domestica ENSLSDG00000001448
gallus_gallus ENSGALG00000047148
coturnix_japonica ENSCJPG00005006477
calidris_pygmaea ENSCPGG00000005221
crocodylus_porosus ENSCPRG00005017650
salvator_merianae ENSSMRG00000006478
pogona_vitticeps ENSPVIG00000020484
echinops_telfairi ENSETEG00000014982
procavia_capensis ENSPCAG00000012831
dasypus_novemcinctus ENSDNOG00000008392
choloepus_hoffmanni ENSCHOG00000006446
ursus_americanus ENSUAMG00000009000
ailuropoda_melanoleuca ENSAMEG00000017166
neovison_vison ENSNVIG00000022257
mustela_putorius_furo ENSMPUG00000009304
canis_lupus_familiaris ENSCAFG00000005489
canis_lupus_dingo ENSCAFG00020001852
vulpes_vulpes ENSVVUG00000024412
panthera_pardus ENSPPRG00000012003
felis_catus ENSFCAG00000005135
equus_asinus_asinus ENSEASG00005017860
equus_caballus ENSECAG00000017517
bos_mutus ENSBMUG00000003209
bos_taurus ENSBTAG00000008227
bison_bison_bison ENSBBBG00000011117
capra_hircus ENSCHIG00000023926
tursiops_truncatus ENSTTRG00000005752
sus_scrofa ENSSSCG00000024060
pteropus_vampyrus ENSPVAG00000006676
myotis_lucifugus ENSMLUG00000028952
castor_canadensis ENSCCNG00000021909
dipodomys_ordii ENSDORG00000015519
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031151
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030040
mus_spicilegus ENSMSIG00000027742
mus_musculus ENSMUSG00000030725
mus_pahari MGP_PahariEiJ_G0013262
rattus_norvegicus ENSRNOG00000016906
meriones_unguiculatus ENSMUGG00000003967
cricetulus_griseus_chok1gshd ENSCGRG00001003966
cricetulus_griseus_crigri-picr ENSCGRG00015014136
cricetulus_griseus_crigri ENSCGRG00000016939
mesocricetus_auratus ENSMAUG00000019457
peromyscus_maniculatus_bairdii ENSPEMG00000009699
microtus_ochrogaster ENSMOCG00000017385
nannospalax_galili ENSNGAG00000015650
chinchilla_lanigera ENSCLAG00000016419
cavia_porcellus ENSCPOG00000025073
heterocephalus_glaber_female ENSHGLG00000008316
heterocephalus_glaber_male ENSHGLG00100014705
octodon_degus ENSODEG00000004972
ictidomys_tridecemlineatus ENSSTOG00000026720
urocitellus_parryii ENSUPAG00010023099
