paramormyrops_kingsleyae ENSPKIG00000022922
scleropages_formosus ENSSFOG00015006322
takifugu_rubripes ENSTRUG00000009660
tetraodon_nigroviridis ENSTNIG00000010653
mola_mola ENSMMOG00000005921
gasterosteus_aculeatus ENSGACG00000013786
labrus_bergylta ENSLBEG00000024639
seriola_dumerili ENSSDUG00000001714
seriola_lalandi_dorsalis ENSSLDG00000022671
scophthalmus_maximus ENSSMAG00000019800
mastacembelus_armatus ENSMAMG00000012243
monopterus_albus ENSMALG00000015362
anabas_testudineus ENSATEG00000012387
poecilia_formosa ENSPFOG00000014814
poecilia_mexicana ENSPMEG00000009418
poecilia_latipinna ENSPLAG00000015813
poecilia_reticulata ENSPREG00000017336
xiphophorus_maculatus ENSXMAG00000016132
xiphophorus_couchianus ENSXCOG00000006238
gambusia_affinis ENSGAFG00000018092
fundulus_heteroclitus ENSFHEG00000011451
cyprinodon_variegatus ENSCVAG00000015031
kryptolebias_marmoratus ENSKMAG00000016035
oryzias_latipes_asm223469v1 ENSORLG00015014755
oryzias_latipes ENSORLG00000015919
oryzias_latipes ENSORLG00020019057
oryzias_melastigma ENSOMEG00000004017
maylandia_zebra ENSMZEG00005007547
haplochromis_burtoni ENSHBUG00000015413
pundamilia_nyererei ENSPNYG00000017735
astatotilapia_calliptera ENSACLG00000024035
neolamprologus_brichardi ENSNBRG00000011798
oreochromis_niloticus ENSONIG00000004886
amphilophus_citrinellus ENSACIG00000008713
amphiprion_ocellaris ENSAOCG00000014415
amphiprion_percula ENSAPEG00000018468
stegastes_partitus ENSSPAG00000016987
periophthalmus_magnuspinnatus ENSPMGG00000003662
cynoglossus_semilaevis ENSCSEG00000007583
gadus_morhua ENSGMOG00000004503
esox_lucius ENSELUG00000000348
astyanax_mexicanus ENSAMXG00000012689
pygocentrus_nattereri ENSPNAG00000012489
ictalurus_punctatus ENSIPUG00000022326
danio_rerio ENSDARG00000055917
lepisosteus_oculatus ENSLOCG00000008231
phascolarctos_cinereus ENSPCIG00000016615
notamacropus_eugenii ENSMEUG00000006362
monodelphis_domestica ENSMODG00000000581
sarcophilus_harrisii ENSSHAG00000007633
ornithorhynchus_anatinus ENSOANG00000031286
ornithorhynchus_anatinus ENSOANG00000013091
chelonoidis_abingdonii ENSCABG00000005134
gopherus_agassizii ENSGAGG00000015457
chrysemys_picta_bellii ENSCPBG00000007672
pelodiscus_sinensis ENSPSIG00000006066
crocodylus_porosus ENSCPRG00005009914
pogona_vitticeps ENSPVIG00000005514
anolis_carolinensis ENSACAG00000012713
salvator_merianae ENSSMRG00000022396
gallus_gallus ENSGALG00000039811
meleagris_gallopavo ENSMGAG00000014763
numida_meleagris ENSNMEG00000015788
anas_platyrhynchos_platyrhynchos ENSAPLG00000005169
anser_brachyrhynchus ENSABRG00000015357
anser_brachyrhynchus ENSABRG00000015351
coturnix_japonica ENSCJPG00005019424
calidris_pygmaea ENSCPGG00000014493
calidris_pugnax ENSCPUG00000006324
melopsittacus_undulatus ENSMUNG00000002746
junco_hyemalis ENSJHYG00000018148
zonotrichia_albicollis ENSZALG00000008281
serinus_canaria ENSSCAG00000016456
lonchura_striata_domestica ENSLSDG00000015560
taeniopygia_guttata ENSTGUG00000010500
ficedula_albicollis ENSFALG00000004063
cyanistes_caeruleus ENSCCEG00000006756
parus_major ENSPMJG00000016387
lepidothrix_coronata ENSLCOG00000001968
manacus_vitellinus ENSMVIG00005018227
apteryx_haastii ENSAHAG00000005053
apteryx_haastii ENSAHAG00000005045
nothoprocta_perdicaria ENSNPEG00000004372
dromaius_novaehollandiae ENSDNVG00000017239
apteryx_rowi ENSARWG00000014516
apteryx_rowi ENSARWG00000014515
apteryx_owenii ENSAOWG00000010777
manacus_vitellinus ENSMVIG00005008470
notechis_scutatus ENSNSUG00000004759
sphenodon_punctatus ENSSPUG00000005057
vulpes_vulpes ENSVVUG00000003349
spermophilus_dauricus ENSSDAG00000003296
ictidomys_tridecemlineatus ENSSTOG00000004008
urocitellus_parryii ENSUPAG00010000450
marmota_marmota_marmota ENSMMMG00000023282
dipodomys_ordii ENSDORG00000025660
oryctolagus_cuniculus ENSOCUG00000010754
ochotona_princeps ENSOPRG00000003635
chinchilla_lanigera ENSCLAG00000001173
octodon_degus ENSODEG00000005406
cavia_aperea ENSCAPG00000011532
cavia_porcellus ENSCPOG00000034266
heterocephalus_glaber_female ENSHGLG00000008301
heterocephalus_glaber_male ENSHGLG00100004249
fukomys_damarensis ENSFDAG00000004843
pteropus_vampyrus ENSPVAG00000014024
myotis_lucifugus ENSMLUG00000005145
sorex_araneus ENSSARG00000005237
choloepus_hoffmanni ENSCHOG00000002209
dasypus_novemcinctus ENSDNOG00000044044
otolemur_garnettii ENSOGAG00000002200
prolemur_simus ENSPSMG00000005963
propithecus_coquereli ENSPCOG00000016963
microcebus_murinus ENSMICG00000038451
carlito_syrichta ENSTSYG00000003838
macaca_fascicularis ENSMFAG00000001691
macaca_mulatta ENSMMUG00000003013
macaca_nemestrina ENSMNEG00000038944
theropithecus_gelada ENSTGEG00000020405
papio_anubis ENSPANG00000020062
mandrillus_leucophaeus ENSMLEG00000003228
cercocebus_atys ENSCATG00000044931
chlorocebus_sabaeus ENSCSAG00000006544
piliocolobus_tephrosceles ENSPTEG00000039349
rhinopithecus_bieti ENSRBIG00000006023
colobus_angolensis_palliatus ENSCANG00000029887
rhinopithecus_roxellana ENSRROG00000032171
pan_troglodytes ENSPTRG00000051453
pan_paniscus ENSPPAG00000035632
gorilla_gorilla ENSGGOG00000012394
homo_sapiens ENSG00000170113
pongo_abelii ENSPPYG00000006260
nomascus_leucogenys ENSNLEG00000030666
cebus_capucinus ENSCCAG00000022845
saimiri_boliviensis_boliviensis ENSSBOG00000026682
callithrix_jacchus ENSCJAG00000044536
callithrix_jacchus ENSCJAG00000048467
aotus_nancymaae ENSANAG00000030345
tupaia_belangeri ENSTBEG00000016056
mus_spicilegus ENSMSIG00000001968
