amphiprion_percula ENSAPEG00000024518
amphiprion_ocellaris ENSAOCG00000005980
stegastes_partitus ENSSPAG00000023455
acanthochromis_polyacanthus ENSAPOG00000013971
poecilia_formosa ENSPFOG00000010680
fundulus_heteroclitus ENSFHEG00000017167
anabas_testudineus ENSATEG00000011362
takifugu_rubripes ENSTRUG00000010473
esox_lucius ENSELUG00000014606
scleropages_formosus ENSSFOG00015001788
pygocentrus_nattereri ENSPNAG00000018622
astyanax_mexicanus ENSAMXG00000021091
ictalurus_punctatus ENSIPUG00000020568
notamacropus_eugenii ENSMEUG00000013890
phascolarctos_cinereus ENSPCIG00000024519
ornithorhynchus_anatinus ENSOANG00000014249
castor_canadensis ENSCCNG00000003230
dipodomys_ordii ENSDORG00000001475
cricetulus_griseus_chok1gshd ENSCGRG00001023821
cricetulus_griseus_crigri-picr ENSCGRG00015000180
cricetulus_griseus_crigri ENSCGRG00000003830
mesocricetus_auratus ENSMAUG00000013796
peromyscus_maniculatus_bairdii ENSPEMG00000002692
mus_musculus ENSMUSG00000020439
mus_spicilegus ENSMSIG00000003334
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016853
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016014
mus_pahari MGP_PahariEiJ_G0016877
rattus_norvegicus ENSRNOG00000019451
meriones_unguiculatus ENSMUGG00000018797
nannospalax_galili ENSNGAG00000000214
jaculus_jaculus ENSJJAG00000005024
heterocephalus_glaber_female ENSHGLG00000013571
heterocephalus_glaber_male ENSHGLG00100015576
fukomys_damarensis ENSFDAG00000002456
octodon_degus ENSODEG00000005894
octodon_degus ENSODEG00000003954
chinchilla_lanigera ENSCLAG00000007037
cavia_porcellus ENSCPOG00000012362
cavia_aperea ENSCAPG00000013367
urocitellus_parryii ENSUPAG00010021034
ictidomys_tridecemlineatus ENSSTOG00000002222
spermophilus_dauricus ENSSDAG00000008078
marmota_marmota_marmota ENSMMMG00000013766
tupaia_belangeri ENSTBEG00000001324
pan_troglodytes ENSPTRG00000014259
pan_paniscus ENSPPAG00000034285
homo_sapiens ENSG00000183963
gorilla_gorilla ENSGGOG00000002628
nomascus_leucogenys ENSNLEG00000004083
rhinopithecus_roxellana ENSRROG00000039184
rhinopithecus_bieti ENSRBIG00000018955
colobus_angolensis_palliatus ENSCANG00000037541
mandrillus_leucophaeus ENSMLEG00000042076
cercocebus_atys ENSCATG00000039549
theropithecus_gelada ENSTGEG00000022847
papio_anubis ENSPANG00000017602
macaca_fascicularis ENSMFAG00000040512
macaca_mulatta ENSMMUG00000004675
macaca_nemestrina ENSMNEG00000040236
chlorocebus_sabaeus ENSCSAG00000008847
piliocolobus_tephrosceles ENSPTEG00000024475
pongo_abelii ENSPPYG00000011725
callithrix_jacchus ENSCJAG00000010736
cebus_capucinus ENSCCAG00000035040
saimiri_boliviensis_boliviensis ENSSBOG00000022437
aotus_nancymaae ENSANAG00000023851
carlito_syrichta ENSTSYG00000035224
prolemur_simus ENSPSMG00000017809
microcebus_murinus ENSMICG00000008551
propithecus_coquereli ENSPCOG00000016303
ursus_americanus ENSUAMG00000010018
ursus_maritimus ENSUMAG00000016143
ailuropoda_melanoleuca ENSAMEG00000007241
neovison_vison ENSNVIG00000001446
mustela_putorius_furo ENSMPUG00000012866
canis_lupus_familiaris ENSCAFG00000012922
canis_lupus_dingo ENSCAFG00020001247
vulpes_vulpes ENSVVUG00000002448
panthera_tigris_altaica ENSPTIG00000004467
panthera_pardus ENSPPRG00000007604
felis_catus ENSFCAG00000001312
equus_caballus ENSECAG00000017371
equus_asinus_asinus ENSEASG00005010385
bos_mutus ENSBMUG00000024308
bison_bison_bison ENSBBBG00000007061
bos_taurus ENSBTAG00000003100
capra_hircus ENSCHIG00000019901
ovis_aries ENSOARG00000009091
tursiops_truncatus ENSTTRG00000010248
pteropus_vampyrus ENSPVAG00000001733
oryctolagus_cuniculus ENSOCUG00000011904
otolemur_garnettii ENSOGAG00000004026
sorex_araneus ENSSARG00000003224
erinaceus_europaeus ENSEEUG00000000671
sus_scrofa ENSSSCG00000010017
dasypus_novemcinctus ENSDNOG00000040123
loxodonta_africana ENSLAFG00000008213
procavia_capensis ENSPCAG00000011487
echinops_telfairi ENSETEG00000011838
ochotona_princeps ENSOPRG00000002075
gopherus_agassizii ENSGAGG00000002861
chrysemys_picta_bellii ENSCPBG00000007432
zonotrichia_albicollis ENSZALG00000004080
ficedula_albicollis ENSFALG00000006809
calidris_pugnax ENSCPUG00000014652
anser_brachyrhynchus ENSABRG00000008164
anas_platyrhynchos_platyrhynchos ENSAPLG00000012665
coturnix_japonica ENSCJPG00005014570
gallus_gallus ENSGALG00000011865
numida_meleagris ENSNMEG00000022631
dromaius_novaehollandiae ENSDNVG00000006407
meleagris_gallopavo ENSMGAG00000009293
pogona_vitticeps ENSPVIG00000020989
anolis_carolinensis ENSACAG00000010041
salvator_merianae ENSSMRG00000006673
sphenodon_punctatus ENSSPUG00000007048
