apteryx_owenii ENSAOWG00000019461
apteryx_rowi ENSARWG00000012845
apteryx_haastii ENSAHAG00000005215
gopherus_agassizii ENSGAGG00000002717
chelonoidis_abingdonii ENSCABG00000023177
chrysemys_picta_bellii ENSCPBG00000019760
ornithorhynchus_anatinus ENSOANG00000019900
vicugna_pacos ENSVPAG00000009082
erinaceus_europaeus ENSEEUG00000011621
tupaia_belangeri ENSTBEG00000008795
carlito_syrichta ENSTSYG00000034183
cricetulus_griseus_crigri ENSCGRG00000012433
vulpes_vulpes ENSVVUG00000005902
ailuropoda_melanoleuca ENSAMEG00000012618
panthera_tigris_altaica ENSPTIG00000010643
ursus_maritimus ENSUMAG00000019607
ovis_aries ENSOARG00000006462
equus_asinus_asinus ENSEASG00005011567
sorex_araneus ENSSARG00000000905
choloepus_hoffmanni ENSCHOG00000005087
prolemur_simus ENSPSMG00000022862
propithecus_coquereli ENSPCOG00000028078
microcebus_murinus ENSMICG00000042859
otolemur_garnettii ENSOGAG00000013974
gorilla_gorilla ENSGGOG00000001392
homo_sapiens ENSG00000130758
pan_paniscus ENSPPAG00000044099
pan_troglodytes ENSPTRG00000010989
pongo_abelii ENSPPYG00000009985
nomascus_leucogenys ENSNLEG00000014086
rhinopithecus_roxellana ENSRROG00000039515
rhinopithecus_bieti ENSRBIG00000033641
piliocolobus_tephrosceles ENSPTEG00000036879
cercocebus_atys ENSCATG00000041412
theropithecus_gelada ENSTGEG00000024644
macaca_nemestrina ENSMNEG00000029521
macaca_fascicularis ENSMFAG00000044502
macaca_mulatta ENSMMUG00000003624
chlorocebus_sabaeus ENSCSAG00000003758
mandrillus_leucophaeus ENSMLEG00000043081
papio_anubis ENSPANG00000016117
colobus_angolensis_palliatus ENSCANG00000043729
cebus_capucinus ENSCCAG00000024098
saimiri_boliviensis_boliviensis ENSSBOG00000033354
callithrix_jacchus ENSCJAG00000014541
aotus_nancymaae ENSANAG00000038142
ictidomys_tridecemlineatus ENSSTOG00000004863
marmota_marmota_marmota ENSMMMG00000020654
heterocephalus_glaber_female ENSHGLG00000003138
heterocephalus_glaber_male ENSHGLG00100006246
fukomys_damarensis ENSFDAG00000018141
chinchilla_lanigera ENSCLAG00000000551
octodon_degus ENSODEG00000001463
cavia_aperea ENSCAPG00000007015
cavia_porcellus ENSCPOG00000015417
mus_spicilegus ENSMSIG00000027747
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030519
mus_musculus ENSMUSG00000040390
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029421
mus_pahari MGP_PahariEiJ_G0012658
rattus_norvegicus ENSRNOG00000023521
meriones_unguiculatus ENSMUGG00000014341
