ciona_savignyi ENSCSAVG00000009066
ciona_intestinalis ENSCING00000014774
drosophila_melanogaster FBgn0265178
scophthalmus_maximus ENSSMAG00000000047
gasterosteus_aculeatus ENSGACG00000010553
tetraodon_nigroviridis ENSTNIG00000006581
takifugu_rubripes ENSTRUG00000007709
mola_mola ENSMMOG00000013162
labrus_bergylta ENSLBEG00000007233
cynoglossus_semilaevis ENSCSEG00000014169
monopterus_albus ENSMALG00000005840
mastacembelus_armatus ENSMAMG00000022565
anabas_testudineus ENSATEG00000011250
anabas_testudineus ENSATEG00000006757
seriola_lalandi ENSSLDG00000013775
seriola_dumerili ENSSDUG00000005894
xiphophorus_maculatus ENSXMAG00000001025
xiphophorus_couchianus ENSXCOG00000016690
gambusia_affinis ENSGAFG00000000086
poecilia_latipinna ENSPLAG00000015862
poecilia_formosa ENSPFOG00000007695
poecilia_mexicana ENSPMEG00000006672
poecilia_reticulata ENSPREG00000022412
cyprinodon_variegatus ENSCVAG00000019623
fundulus_heteroclitus ENSFHEG00000011591
kryptolebias_marmoratus ENSKMAG00000004307
oryzias_latipes ENSORLG00020005225
oryzias_latipes ENSORLG00015008793
oryzias_latipes ENSORLG00000001533
oryzias_melastigma ENSOMEG00000016470
amphiprion_ocellaris ENSAOCG00000018398
amphiprion_percula ENSAPEG00000008612
acanthochromis_polyacanthus ENSAPOG00000004362
stegastes_partitus ENSSPAG00000005383
astatotilapia_calliptera ENSACLG00000005520
maylandia_zebra ENSMZEG00005012688
pundamilia_nyererei ENSPNYG00000021032
haplochromis_burtoni ENSHBUG00000023328
neolamprologus_brichardi ENSNBRG00000021964
oreochromis_niloticus ENSONIG00000018750
amphilophus_citrinellus ENSACIG00000024331
periophthalmus_magnuspinnatus ENSPMGG00000020619
hippocampus_comes ENSHCOG00000002815
gadus_morhua ENSGMOG00000002077
esox_lucius ENSELUG00000005979
pygocentrus_nattereri ENSPNAG00000023826
astyanax_mexicanus ENSAMXG00000025104
ictalurus_punctatus ENSIPUG00000020941
danio_rerio ENSDARG00000025233
paramormyrops_kingsleyae ENSPKIG00000011118
scleropages_formosus ENSSFOG00015000518
lepisosteus_oculatus ENSLOCG00000017769
calidris_pygmaea ENSCPGG00000016107
calidris_pugnax ENSCPUG00000005513
melopsittacus_undulatus ENSMUNG00000000123
lepidothrix_coronata ENSLCOG00000015082
manacus_vitellinus ENSMVIG00005017936
lonchura_striata ENSLSDG00000015374
taeniopygia_guttata ENSTGUG00000010145
serinus_canaria ENSSCAG00000016780
zonotrichia_albicollis ENSZALG00000009514
junco_hyemalis ENSJHYG00000018267
parus_major ENSPMJG00000015237
cyanistes_caeruleus ENSCCEG00000020741
ficedula_albicollis ENSFALG00000003944
anser_brachyrhynchus ENSABRG00000010430
anas_platyrhynchos ENSAPLG00000001991
gallus_gallus ENSGALG00000016758
coturnix_japonica ENSCJPG00005000139
meleagris_gallopavo ENSMGAG00000015493
numida_meleagris ENSNMEG00000016858
apteryx_owenii ENSAOWG00000015948
apteryx_haastii ENSAHAG00000014922
apteryx_rowi ENSARWG00000008257
nothoprocta_perdicaria ENSNPEG00000000333
dromaius_novaehollandiae ENSDNVG00000018249
crocodylus_porosus ENSCPRG00005012004
gopherus_agassizii ENSGAGG00000022054
chelonoidis_abingdonii ENSCABG00000001721
chrysemys_picta ENSCPBG00000005213
pelodiscus_sinensis ENSPSIG00000001039
pogona_vitticeps ENSPVIG00000010369
pogona_vitticeps ENSPVIG00000004918
anolis_carolinensis ENSACAG00000000976
notechis_scutatus ENSNSUG00000002559
salvator_merianae ENSSMRG00000021619
sphenodon_punctatus ENSSPUG00000009326
phascolarctos_cinereus ENSPCIG00000011551
notamacropus_eugenii ENSMEUG00000010129
sarcophilus_harrisii ENSSHAG00000008755
monodelphis_domestica ENSMODG00000025266
prolemur_simus ENSPSMG00000019416
otolemur_garnettii ENSOGAG00000002238
pan_troglodytes ENSPTRG00000012273
gorilla_gorilla ENSGGOG00000026223
homo_sapiens ENSG00000144182
pongo_abelii ENSPPYG00000012091
nomascus_leucogenys ENSNLEG00000002082
