anolis_carolinensis ENSACAG00000017476
pogona_vitticeps ENSPVIG00000017188
salvator_merianae ENSSMRG00000013460
sphenodon_punctatus ENSSPUG00000009088
apteryx_haastii ENSAHAG00000018727
apteryx_owenii ENSAOWG00000008951
apteryx_rowi ENSARWG00000013171
dromaius_novaehollandiae ENSDNVG00000001783
nothoprocta_perdicaria ENSNPEG00000001864
anas_platyrhynchos_platyrhynchos ENSAPLG00000015013
anser_brachyrhynchus ENSABRG00000010191
gallus_gallus ENSGALG00000004234
meleagris_gallopavo ENSMGAG00000002496
coturnix_japonica ENSCJPG00005013718
numida_meleagris ENSNMEG00000005280
calidris_pugnax ENSCPUG00000015208
calidris_pygmaea ENSCPGG00000003141
lepidothrix_coronata ENSLCOG00000002787
manacus_vitellinus ENSMVIG00005009790
taeniopygia_guttata ENSTGUG00000006825
lonchura_striata_domestica ENSLSDG00000004237
serinus_canaria ENSSCAG00000008452
junco_hyemalis ENSJHYG00000006587
zonotrichia_albicollis ENSZALG00000004621
ficedula_albicollis ENSFALG00000011508
cyanistes_caeruleus ENSCCEG00000017027
parus_major ENSPMJG00000006554
crocodylus_porosus ENSCPRG00005009205
chelonoidis_abingdonii ENSCABG00000013904
gopherus_agassizii ENSGAGG00000013286
chrysemys_picta_bellii ENSCPBG00000011396
pelodiscus_sinensis ENSPSIG00000009654
mus_spicilegus ENSMSIG00000014262
mus_musculus ENSMUSG00000062031
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031779
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030668
mus_pahari MGP_PahariEiJ_G0013868
rattus_norvegicus ENSRNOG00000014783
meriones_unguiculatus ENSMUGG00000011785
cricetulus_griseus_chok1gshd ENSCGRG00001022330
cricetulus_griseus_crigri-picr ENSCGRG00015027585
cricetulus_griseus_crigri ENSCGRG00000005156
mesocricetus_auratus ENSMAUG00000019984
microtus_ochrogaster ENSMOCG00000011430
nannospalax_galili ENSNGAG00000018027
jaculus_jaculus ENSJJAG00000013798
chinchilla_lanigera ENSCLAG00000002556
octodon_degus ENSODEG00000015256
cavia_porcellus ENSCPOG00000024114
cavia_aperea ENSCAPG00000000161
heterocephalus_glaber_male ENSHGLG00100016787
heterocephalus_glaber_female ENSHGLG00000015446
fukomys_damarensis ENSFDAG00000006033
castor_canadensis ENSCCNG00000007814
dipodomys_ordii ENSDORG00000004123
ictidomys_tridecemlineatus ENSSTOG00000023429
urocitellus_parryii ENSUPAG00010002518
spermophilus_dauricus ENSSDAG00000002966
marmota_marmota_marmota ENSMMMG00000007261
oryctolagus_cuniculus ENSOCUG00000005158
ochotona_princeps ENSOPRG00000016534
gorilla_gorilla ENSGGOG00000043376
homo_sapiens ENSG00000142102
pan_troglodytes ENSPTRG00000051188
pan_paniscus ENSPPAG00000029687
pongo_abelii ENSPPYG00000002856
cercocebus_atys ENSCATG00000020684
theropithecus_gelada ENSTGEG00000022889
papio_anubis ENSPANG00000007555
macaca_mulatta ENSMMUG00000004625
macaca_fascicularis ENSMFAG00000041070
macaca_nemestrina ENSMNEG00000001488
chlorocebus_sabaeus ENSCSAG00000011141
piliocolobus_tephrosceles ENSPTEG00000020448
colobus_angolensis_palliatus ENSCANG00000018301
rhinopithecus_bieti ENSRBIG00000043712
rhinopithecus_roxellana ENSRROG00000043058
nomascus_leucogenys ENSNLEG00000008207
mandrillus_leucophaeus ENSMLEG00000014038
saimiri_boliviensis_boliviensis ENSSBOG00000034846
cebus_capucinus ENSCCAG00000002572
callithrix_jacchus ENSCJAG00000005515
aotus_nancymaae ENSANAG00000037469
carlito_syrichta ENSTSYG00000029600
propithecus_coquereli ENSPCOG00000014189
microcebus_murinus ENSMICG00000006321
prolemur_simus ENSPSMG00000021855
otolemur_garnettii ENSOGAG00000029086
tupaia_belangeri ENSTBEG00000010003
ursus_americanus ENSUAMG00000013674
ursus_maritimus ENSUMAG00000005243
ailuropoda_melanoleuca ENSAMEG00000003372
mustela_putorius_furo ENSMPUG00000008472
neovison_vison ENSNVIG00000005162
canis_lupus_dingo ENSCAFG00020007294
canis_lupus_familiaris ENSCAFG00000006474
vulpes_vulpes ENSVVUG00000016919
felis_catus ENSFCAG00000013887
pteropus_vampyrus ENSPVAG00000017713
bos_taurus ENSBTAG00000016722
bos_mutus ENSBMUG00000021760
bison_bison_bison ENSBBBG00000008265
capra_hircus ENSCHIG00000017065
ovis_aries ENSOARG00000008384
tursiops_truncatus ENSTTRG00000013539
sus_scrofa ENSSSCG00000025023
equus_caballus ENSECAG00000002017
equus_asinus_asinus ENSEASG00005015278
procavia_capensis ENSPCAG00000000844
loxodonta_africana ENSLAFG00000013809
dasypus_novemcinctus ENSDNOG00000040239
sorex_araneus ENSSARG00000009024
monodelphis_domestica ENSMODG00000022823
phascolarctos_cinereus ENSPCIG00000022926
notamacropus_eugenii ENSMEUG00000002669
sarcophilus_harrisii ENSSHAG00000008824
ornithorhynchus_anatinus ENSOANG00000028939
xenopus_tropicalis ENSXETG00000020609
latimeria_chalumnae ENSLACG00000017519
mastacembelus_armatus ENSMAMG00000004970
monopterus_albus ENSMALG00000004850
anabas_testudineus ENSATEG00000010929
seriola_dumerili ENSSDUG00000019501
seriola_lalandi_dorsalis ENSSLDG00000022643
scophthalmus_maximus ENSSMAG00000013294
amphiprion_ocellaris ENSAOCG00000003442
amphiprion_percula ENSAPEG00000022290
acanthochromis_polyacanthus ENSAPOG00000017622
stegastes_partitus ENSSPAG00000014531
oryzias_latipes ENSORLG00020001094
oryzias_latipes ENSORLG00000006204
oryzias_latipes_asm223469v1 ENSORLG00015001990
oryzias_melastigma ENSOMEG00000018158
astatotilapia_calliptera ENSACLG00000012543
haplochromis_burtoni ENSHBUG00000019045
maylandia_zebra ENSMZEG00005001325
pundamilia_nyererei ENSPNYG00000015579
oreochromis_niloticus ENSONIG00000015570
neolamprologus_brichardi ENSNBRG00000014069
amphilophus_citrinellus ENSACIG00000005342
labrus_bergylta ENSLBEG00000019138
gasterosteus_aculeatus ENSGACG00000005561
tetraodon_nigroviridis ENSTNIG00000016082
tetraodon_nigroviridis ENSTNIG00000016081
takifugu_rubripes ENSTRUG00000007821
mola_mola ENSMMOG00000001007
xiphophorus_couchianus ENSXCOG00000019776
xiphophorus_maculatus ENSXMAG00000003877
gambusia_affinis ENSGAFG00000020832
poecilia_formosa ENSPFOG00000012071
poecilia_mexicana ENSPMEG00000023766
poecilia_latipinna ENSPLAG00000005664
poecilia_reticulata ENSPREG00000011855
fundulus_heteroclitus ENSFHEG00000004549
cyprinodon_variegatus ENSCVAG00000012841
kryptolebias_marmoratus ENSKMAG00000020965
cynoglossus_semilaevis ENSCSEG00000007865
periophthalmus_magnuspinnatus ENSPMGG00000000549
hippocampus_comes ENSHCOG00000020511
gadus_morhua ENSGMOG00000017951
esox_lucius ENSELUG00000022881
pygocentrus_nattereri ENSPNAG00000004682
astyanax_mexicanus ENSAMXG00000016482
ictalurus_punctatus ENSIPUG00000009139
danio_rerio ENSDARG00000014311
paramormyrops_kingsleyae ENSPKIG00000018282
scleropages_formosus ENSSFOG00015010590
petromyzon_marinus ENSPMAG00000008744
ciona_intestinalis ENSCING00000002908
ciona_savignyi ENSCSAVG00000009375
drosophila_melanogaster FBgn0032387
saccharomyces_cerevisiae YPR026W
