petromyzon_marinus ENSPMAG00000006469
eptatretus_burgeri ENSEBUG00000011790
gopherus_agassizii ENSGAGG00000025122
chelonoidis_abingdonii ENSCABG00000008232
chrysemys_picta_bellii ENSCPBG00000008763
pelodiscus_sinensis ENSPSIG00000010153
cyanistes_caeruleus ENSCCEG00000012325
parus_major ENSPMJG00000002944
taeniopygia_guttata ENSTGUG00000004774
lonchura_striata_domestica ENSLSDG00000011869
serinus_canaria ENSSCAG00000012016
junco_hyemalis ENSJHYG00000009035
lepidothrix_coronata ENSLCOG00000003055
calidris_pygmaea ENSCPGG00000013194
calidris_pugnax ENSCPUG00000011620
anser_brachyrhynchus ENSABRG00000008460
anas_platyrhynchos_platyrhynchos ENSAPLG00000014429
meleagris_gallopavo ENSMGAG00000006750
gallus_gallus ENSGALG00000042220
numida_meleagris ENSNMEG00000007158
coturnix_japonica ENSCJPG00005015259
apteryx_haastii ENSAHAG00000009105
apteryx_rowi ENSARWG00000012816
apteryx_owenii ENSAOWG00000003424
dromaius_novaehollandiae ENSDNVG00000009197
nothoprocta_perdicaria ENSNPEG00000002571
crocodylus_porosus ENSCPRG00005004862
sphenodon_punctatus ENSSPUG00000003052
pogona_vitticeps ENSPVIG00000020615
anolis_carolinensis ENSACAG00000005905
notechis_scutatus ENSNSUG00000004237
salvator_merianae ENSSMRG00000021226
phascolarctos_cinereus ENSPCIG00000007751
notamacropus_eugenii ENSMEUG00000013039
monodelphis_domestica ENSMODG00000018829
castor_canadensis ENSCCNG00000012709
dipodomys_ordii ENSDORG00000007367
urocitellus_parryii ENSUPAG00010003831
ictidomys_tridecemlineatus ENSSTOG00000006879
spermophilus_dauricus ENSSDAG00000022720
marmota_marmota_marmota ENSMMMG00000019091
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026282
mus_musculus ENSMUSG00000015711
mus_spicilegus ENSMSIG00000005284
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025338
mus_pahari MGP_PahariEiJ_G0026782
rattus_norvegicus ENSRNOG00000021120
meriones_unguiculatus ENSMUGG00000004185
cricetulus_griseus_crigri ENSCGRG00000007972
cricetulus_griseus_chok1gshd ENSCGRG00001013833
cricetulus_griseus_crigri-picr ENSCGRG00015022449
mesocricetus_auratus ENSMAUG00000000710
microtus_ochrogaster ENSMOCG00000007764
peromyscus_maniculatus_bairdii ENSPEMG00000028397
nannospalax_galili ENSNGAG00000019947
jaculus_jaculus ENSJJAG00000000407
chinchilla_lanigera ENSCLAG00000000177
octodon_degus ENSODEG00000010818
cavia_porcellus ENSCPOG00000001641
