pteropus_vampyrus ENSPVAG00000010237
myotis_lucifugus ENSMLUG00000015805
bos_mutus ENSBMUG00000011358
bos_taurus ENSBTAG00000013450
bison_bison_bison ENSBBBG00000023361
capra_hircus ENSCHIG00000026639
ovis_aries ENSOARG00000011095
tursiops_truncatus ENSTTRG00000003304
sus_scrofa ENSSSCG00000017057
vicugna_pacos ENSVPAG00000007832
ursus_americanus ENSUAMG00000026024
ursus_maritimus ENSUMAG00000002684
ailuropoda_melanoleuca ENSAMEG00000005995
neovison_vison ENSNVIG00000004165
mustela_putorius_furo ENSMPUG00000013494
canis_lupus_familiaris ENSCAFG00000017574
canis_lupus_dingo ENSCAFG00020023977
vulpes_vulpes ENSVVUG00000004485
panthera_tigris_altaica ENSPTIG00000008875
panthera_pardus ENSPPRG00000023014
felis_catus ENSFCAG00000041496
equus_caballus ENSECAG00000014747
equus_asinus_asinus ENSEASG00005000928
erinaceus_europaeus ENSEEUG00000004532
pan_paniscus ENSPPAG00000032420
pan_troglodytes ENSPTRG00000017463
homo_sapiens ENSG00000170613
gorilla_gorilla ENSGGOG00000008998
pongo_abelii ENSPPYG00000015985
nomascus_leucogenys ENSNLEG00000003940
cercocebus_atys ENSCATG00000033615
mandrillus_leucophaeus ENSMLEG00000021576
theropithecus_gelada ENSTGEG00000007409
papio_anubis ENSPANG00000003197
macaca_fascicularis ENSMFAG00000034384
macaca_nemestrina ENSMNEG00000041469
macaca_mulatta ENSMMUG00000010994
chlorocebus_sabaeus ENSCSAG00000010701
piliocolobus_tephrosceles ENSPTEG00000014053
colobus_angolensis_palliatus ENSCANG00000029906
rhinopithecus_bieti ENSRBIG00000042039
rhinopithecus_roxellana ENSRROG00000042231
cebus_capucinus ENSCCAG00000034731
saimiri_boliviensis_boliviensis ENSSBOG00000024328
callithrix_jacchus ENSCJAG00000018822
aotus_nancymaae ENSANAG00000022079
carlito_syrichta ENSTSYG00000032288
propithecus_coquereli ENSPCOG00000017662
microcebus_murinus ENSMICG00000044215
prolemur_simus ENSPSMG00000007162
otolemur_garnettii ENSOGAG00000005476
tupaia_belangeri ENSTBEG00000004364
castor_canadensis ENSCCNG00000002084
dipodomys_ordii ENSDORG00000008367
cricetulus_griseus_chok1gshd ENSCGRG00001015508
cricetulus_griseus_crigri ENSCGRG00000000286
cricetulus_griseus_crigri-picr ENSCGRG00015023648
mesocricetus_auratus ENSMAUG00000007741
peromyscus_maniculatus_bairdii ENSPEMG00000007819
mus_spicilegus ENSMSIG00000032195
mus_musculus ENSMUSG00000020401
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017084
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016243
mus_pahari MGP_PahariEiJ_G0017379
rattus_norvegicus ENSRNOG00000021425
meriones_unguiculatus ENSMUGG00000016870
nannospalax_galili ENSNGAG00000013566
urocitellus_parryii ENSUPAG00010016991
marmota_marmota_marmota ENSMMMG00000013418
spermophilus_dauricus ENSSDAG00000006553
chinchilla_lanigera ENSCLAG00000014348
octodon_degus ENSODEG00000014426
cavia_aperea ENSCAPG00000014100
cavia_porcellus ENSCPOG00000030262
heterocephalus_glaber_female ENSHGLG00000016204
heterocephalus_glaber_male ENSHGLG00100015162
oryctolagus_cuniculus ENSOCUG00000002365
ochotona_princeps ENSOPRG00000000250
loxodonta_africana ENSLAFG00000014173
loxodonta_africana ENSLAFG00000017387
echinops_telfairi ENSETEG00000001728
procavia_capensis ENSPCAG00000006756
dasypus_novemcinctus ENSDNOG00000006247
dasypus_novemcinctus ENSDNOG00000014887
choloepus_hoffmanni ENSCHOG00000007044
loxodonta_africana ENSLAFG00000014660
sarcophilus_harrisii ENSSHAG00000000619
