gasterosteus_aculeatus ENSGACG00000003519
mola_mola ENSMMOG00000018235
scophthalmus_maximus ENSSMAG00000010538
amphiprion_ocellaris ENSAOCG00000011007
amphiprion_percula ENSAPEG00000007565
acanthochromis_polyacanthus ENSAPOG00000008220
stegastes_partitus ENSSPAG00000014933
maylandia_zebra ENSMZEG00005025444
astatotilapia_calliptera ENSACLG00000010926
haplochromis_burtoni ENSHBUG00000021560
pundamilia_nyererei ENSPNYG00000004524
neolamprologus_brichardi ENSNBRG00000002432
oreochromis_niloticus ENSONIG00000020489
amphilophus_citrinellus ENSACIG00000004273
seriola_lalandi_dorsalis ENSSLDG00000012531
seriola_dumerili ENSSDUG00000007774
cynoglossus_semilaevis ENSCSEG00000008777
mastacembelus_armatus ENSMAMG00000004066
monopterus_albus ENSMALG00000012667
anabas_testudineus ENSATEG00000024818
labrus_bergylta ENSLBEG00000024412
tetraodon_nigroviridis ENSTNIG00000013299
takifugu_rubripes ENSTRUG00000011051
fundulus_heteroclitus ENSFHEG00000019484
cyprinodon_variegatus ENSCVAG00000022282
poecilia_formosa ENSPFOG00000020734
poecilia_latipinna ENSPLAG00000010953
poecilia_mexicana ENSPMEG00000019637
poecilia_reticulata ENSPREG00000020923
xiphophorus_maculatus ENSXMAG00000020015
gambusia_affinis ENSGAFG00000019766
kryptolebias_marmoratus ENSKMAG00000001318
oryzias_latipes_asm223469v1 ENSORLG00015012775
oryzias_latipes ENSORLG00020022446
oryzias_latipes ENSORLG00000002804
oryzias_melastigma ENSOMEG00000006854
hippocampus_comes ENSHCOG00000013836
periophthalmus_magnuspinnatus ENSPMGG00000022448
gadus_morhua ENSGMOG00000019787
esox_lucius ENSELUG00000003500
pygocentrus_nattereri ENSPNAG00000007529
astyanax_mexicanus ENSAMXG00000026087
ictalurus_punctatus ENSIPUG00000018315
scleropages_formosus ENSSFOG00015007382
paramormyrops_kingsleyae ENSPKIG00000016468
lepisosteus_oculatus ENSLOCG00000018341
mus_musculus ENSMUSG00000050963
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020624
mus_spicilegus ENSMSIG00000016369
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019728
mus_pahari MGP_PahariEiJ_G0019737
rattus_norvegicus ENSRNOG00000011369
meriones_unguiculatus ENSMUGG00000024878
cricetulus_griseus_crigri-picr ENSCGRG00015027598
cricetulus_griseus_chok1gshd ENSCGRG00001014130
mesocricetus_auratus ENSMAUG00000016680
microtus_ochrogaster ENSMOCG00000001182
peromyscus_maniculatus_bairdii ENSPEMG00000030882
nannospalax_galili ENSNGAG00000004621
echinops_telfairi ENSETEG00000003373
oryctolagus_cuniculus ENSOCUG00000004540
ochotona_princeps ENSOPRG00000007713
dipodomys_ordii ENSDORG00000007088
bos_mutus ENSBMUG00000022677
bos_taurus ENSBTAG00000007768
bison_bison_bison ENSBBBG00000013171
capra_hircus ENSCHIG00000004644
ovis_aries ENSOARG00000014656
sus_scrofa ENSSSCG00000031917
spermophilus_dauricus ENSSDAG00000008695
ictidomys_tridecemlineatus ENSSTOG00000024646
urocitellus_parryii ENSUPAG00010013167
marmota_marmota_marmota ENSMMMG00000015951
jaculus_jaculus ENSJJAG00000021215
tupaia_belangeri ENSTBEG00000007889
pan_troglodytes ENSPTRG00000039728
pan_paniscus ENSPPAG00000004420
gorilla_gorilla ENSGGOG00000002797
homo_sapiens ENSG00000156486
pongo_abelii ENSPPYG00000018779
rhinopithecus_bieti ENSRBIG00000021207
rhinopithecus_roxellana ENSRROG00000026392
piliocolobus_tephrosceles ENSPTEG00000000670
colobus_angolensis_palliatus ENSCANG00000009548
theropithecus_gelada ENSTGEG00000001670
papio_anubis ENSPANG00000024000
mandrillus_leucophaeus ENSMLEG00000008880
cercocebus_atys ENSCATG00000017758
macaca_fascicularis ENSMFAG00000030529
macaca_nemestrina ENSMNEG00000023430
macaca_mulatta ENSMMUG00000010267
chlorocebus_sabaeus ENSCSAG00000018602
saimiri_boliviensis_boliviensis ENSSBOG00000018618
callithrix_jacchus ENSCJAG00000045971
cebus_capucinus ENSCCAG00000032229
aotus_nancymaae ENSANAG00000008286
carlito_syrichta ENSTSYG00000011630
propithecus_coquereli ENSPCOG00000003471
microcebus_murinus ENSMICG00000047216
prolemur_simus ENSPSMG00000012114
otolemur_garnettii ENSOGAG00000029674
pteropus_vampyrus ENSPVAG00000013534
myotis_lucifugus ENSMLUG00000002923
ursus_americanus ENSUAMG00000005043
ursus_maritimus ENSUMAG00000016978
ailuropoda_melanoleuca ENSAMEG00000019744
neovison_vison ENSNVIG00000024354
mustela_putorius_furo ENSMPUG00000019753
panthera_tigris_altaica ENSPTIG00000009540
panthera_pardus ENSPPRG00000014270
felis_catus ENSFCAG00000029606
dasypus_novemcinctus ENSDNOG00000014067
equus_asinus_asinus ENSEASG00005003181
equus_caballus ENSECAG00000004876
erinaceus_europaeus ENSEEUG00000000158
choloepus_hoffmanni ENSCHOG00000004561
procavia_capensis ENSPCAG00000009816
chinchilla_lanigera ENSCLAG00000018060
octodon_degus ENSODEG00000004047
cavia_porcellus ENSCPOG00000026156
cavia_aperea ENSCAPG00000000534
heterocephalus_glaber_female ENSHGLG00000007785
heterocephalus_glaber_male ENSHGLG00100020799
fukomys_damarensis ENSFDAG00000019791
canis_lupus_familiaris ENSCAFG00000000488
canis_lupus_dingo ENSCAFG00020026776
vulpes_vulpes ENSVVUG00000011018
phascolarctos_cinereus ENSPCIG00000000251
notamacropus_eugenii ENSMEUG00000004366
sarcophilus_harrisii ENSSHAG00000008428
monodelphis_domestica ENSMODG00000006520
ornithorhynchus_anatinus ENSOANG00000004151
gopherus_agassizii ENSGAGG00000005957
chelonoidis_abingdonii ENSCABG00000016042
chrysemys_picta_bellii ENSCPBG00000006391
pelodiscus_sinensis ENSPSIG00000000060
crocodylus_porosus ENSCPRG00005003027
pogona_vitticeps ENSPVIG00000014511
anolis_carolinensis ENSACAG00000016151
notechis_scutatus ENSNSUG00000012670
salvator_merianae ENSSMRG00000007376
sphenodon_punctatus ENSSPUG00000003663
apteryx_owenii ENSAOWG00000017617
apteryx_haastii ENSAHAG00000007518
apteryx_rowi ENSARWG00000004935
dromaius_novaehollandiae ENSDNVG00000006689
nothoprocta_perdicaria ENSNPEG00000014332
anser_brachyrhynchus ENSABRG00000001895
anas_platyrhynchos_platyrhynchos ENSAPLG00000000829
meleagris_gallopavo ENSMGAG00000015861
coturnix_japonica ENSCJPG00005000740
gallus_gallus ENSGALG00000043764
numida_meleagris ENSNMEG00000004617
calidris_pygmaea ENSCPGG00000013897
calidris_pugnax ENSCPUG00000002461
melopsittacus_undulatus ENSMUNG00000000262
parus_major ENSPMJG00000007144
cyanistes_caeruleus ENSCCEG00000008608
ficedula_albicollis ENSFALG00000014931
serinus_canaria ENSSCAG00000004119
lonchura_striata_domestica ENSLSDG00000017904
junco_hyemalis ENSJHYG00000003882
zonotrichia_albicollis ENSZALG00000013053
lepidothrix_coronata ENSLCOG00000008205
manacus_vitellinus ENSMVIG00005015318
latimeria_chalumnae ENSLACG00000013664
