neovison_vison ENSNVIG00000010904
mustela_putorius_furo ENSMPUG00000017641
ursus_maritimus ENSUMAG00000025322
ursus_americanus ENSUAMG00000017692
canis_lupus_familiaris ENSCAFG00000009641
canis_lupus_dingo ENSCAFG00020013847
vulpes_vulpes ENSVVUG00000018905
panthera_pardus ENSPPRG00000000238
panthera_tigris_altaica ENSPTIG00000017774
felis_catus ENSFCAG00000032979
equus_caballus ENSECAG00000014295
equus_asinus_asinus ENSEASG00005023401
pteropus_vampyrus ENSPVAG00000012668
sus_scrofa ENSSSCG00000035053
sus_scrofa ENSSSCG00000033675
vicugna_pacos ENSVPAG00000005027
ovis_aries ENSOARG00000004832
capra_hircus ENSCHIG00000013961
bos_mutus ENSBMUG00000008759
bos_taurus ENSBTAG00000039028
bison_bison_bison ENSBBBG00000010387
bos_taurus ENSBTAG00000039446
bos_mutus ENSBMUG00000020502
bison_bison_bison ENSBBBG00000010381
bos_taurus ENSBTAG00000046375
bos_mutus ENSBMUG00000010425
bos_taurus ENSBTAG00000020813
bison_bison_bison ENSBBBG00000010378
tursiops_truncatus ENSTTRG00000000240
erinaceus_europaeus ENSEEUG00000002823
sorex_araneus ENSSARG00000001697
tupaia_belangeri ENSTBEG00000014549
loxodonta_africana ENSLAFG00000021842
procavia_capensis ENSPCAG00000000176
loxodonta_africana ENSLAFG00000018376
echinops_telfairi ENSETEG00000017584
dasypus_novemcinctus ENSDNOG00000037839
dasypus_novemcinctus ENSDNOG00000049058
dasypus_novemcinctus ENSDNOG00000009926
dasypus_novemcinctus ENSDNOG00000042072
dasypus_novemcinctus ENSDNOG00000036989
pan_troglodytes ENSPTRG00000013537
pan_paniscus ENSPPAG00000027163
homo_sapiens ENSG00000124102
gorilla_gorilla ENSGGOG00000027291
pongo_abelii ENSPPYG00000011049
nomascus_leucogenys ENSNLEG00000006687
rhinopithecus_roxellana ENSRROG00000038794
rhinopithecus_bieti ENSRBIG00000025750
piliocolobus_tephrosceles ENSPTEG00000023035
colobus_angolensis_palliatus ENSCANG00000026986
macaca_nemestrina ENSMNEG00000033969
macaca_fascicularis ENSMFAG00000045404
mandrillus_leucophaeus ENSMLEG00000031261
cercocebus_atys ENSCATG00000033416
chlorocebus_sabaeus ENSCSAG00000014300
papio_anubis ENSPANG00000023203
theropithecus_gelada ENSTGEG00000020832
cebus_capucinus ENSCCAG00000035041
callithrix_jacchus ENSCJAG00000017566
saimiri_boliviensis_boliviensis ENSSBOG00000019375
aotus_nancymaae ENSANAG00000034119
carlito_syrichta ENSTSYG00000002322
prolemur_simus ENSPSMG00000017585
propithecus_coquereli ENSPCOG00000019903
microcebus_murinus ENSMICG00000000987
otolemur_garnettii ENSOGAG00000006670
